Product ID : 968 # of JPs covered : 1 : 104 : Insurance, 
us_000513094,0.145899, 1.731189
us_000479310,0.145899, 1.733218
us_000557363,0.145899, 1.736023
us_000497464,0.145899, 1.737771
us_000470397,0.145899, 1.750297
us_000540714,0.145899, 1.752908
us_000540719,0.145899, 1.760050
us_000567251,0.145899, 1.760951
us_000465616,0.145899, 1.763820
us_000467810,0.145899, 1.767071
us_000500425,0.145899, 1.768265
us_000543344,0.145899, 1.768740
us_000543381,0.145899, 1.773966
us_000559087,0.145899, 1.774633
us_000559107,0.145899, 1.782304
us_000481785,0.145899, 1.785395
us_000533790,0.145899, 1.788451
us_000502748,0.145899, 1.792059
us_000567433,0.145899, 1.801706
us_000481816,0.145899, 1.806408
us_000479290,0.145899, 1.820306
us_000481768,0.145899, 1.821709
us_000524131,0.145899, 1.833839
us_000544221,0.145899, 1.835868
us_000543148,0.145899, 1.835868
us_000545232,0.145899, 1.835868
us_000543203,0.145899, 1.837075
us_000496256,0.145899, 1.841502
us_000462053,0.145899, 1.842888
us_000540656,0.145899, 1.843415
us_000484106,0.145899, 1.852209
us_000518090,0.145899, 1.853470
us_000534651,0.145899, 1.853470
us_000535665,0.145899, 1.864635
us_000540521,0.145899, 1.870611
us_000497653,0.145899, 1.884521
us_000579263,0.145899, 1.890392
us_000502766,0.145899, 1.893194
us_000478900,0.145899, 1.985958
us_000501659,0.145899, 2.129650
us_000565566,0.125173, 0.000000
us_000529708,0.125173, 0.000000
us_000542255,0.125173, 0.000000
us_000562671,0.125173, 0.000000
us_000569767,0.125173, 0.000000
us_000562670,0.125173, 0.000000
us_000603156,0.125173, 0.000000
us_000463080,0.125173, 0.000004
pr_002054777,0.125173, 0.000020
pr_001600235,0.125173, 0.000022
pr_000745644,0.125173, 0.000035
pr_000758954,0.125173, 0.000035
pr_001017725,0.125173, 0.000035
pr_000898352,0.125173, 0.000035
pr_000879860,0.125173, 0.000103
pr_000909790,0.125173, 0.000129
pr_001814048,0.125173, 0.000159
pr_001016663,0.125173, 0.000421
pr_001120228,0.125173, 0.000466
us_000583818,0.125173, 0.000595
pr_001740691,0.125173, 0.001424
us_000567550,0.125173, 0.073960
pr_001637873,0.124145, 0.000000
pr_001856557,0.124145, 0.000000
pr_001834760,0.124145, 0.000000
pr_001389488,0.124145, 0.000000
pr_001056395,0.124145, 0.000000
pr_002081624,0.124145, 0.000000
pr_000852862,0.124145, 0.000000
pr_000386626,0.124145, 0.000000
pr_001034759,0.124145, 0.000000
pr_001035318,0.124145, 0.000000
pr_000508093,0.124145, 0.000000
pr_000374821,0.124145, 0.000000
us_000485407,0.124145, 0.000000
us_000368073,0.124145, 0.000000
us_000595328,0.124145, 0.000000
us_000600708,0.124145, 0.000000
us_000545215,0.124145, 0.000000
us_000614397,0.124145, 0.000000
us_000593063,0.124145, 0.000000
us_000545830,0.124145, 0.000000
us_000486578,0.124145, 0.000000
pr_000640761,0.124145, 0.000001
pr_001707235,0.124145, 0.000001
pr_002096413,0.124145, 0.000002
pr_002124599,0.124145, 0.000002
pr_001907296,0.124145, 0.000002
pr_002052247,0.124145, 0.000002
us_000492420,0.124145, 0.000002
us_000523168,0.124145, 0.000002
us_000479998,0.124145, 0.000003
us_000474079,0.124145, 0.000003
us_000461610,0.124145, 0.000003
us_000460963,0.124145, 0.000003
us_000194359,0.124145, 0.000003
us_000489434,0.124145, 0.000003
us_000201775,0.124145, 0.000004
us_000495487,0.124145, 0.000004
us_000494695,0.124145, 0.000004
us_000517625,0.124145, 0.000004
us_000588060,0.124145, 0.000004
us_000516990,0.124145, 0.000004
us_000552602,0.124145, 0.000004
us_000492919,0.124145, 0.000004
us_000486918,0.124145, 0.000004
us_000513952,0.124145, 0.000004
us_000516250,0.124145, 0.000004
us_000616107,0.124145, 0.000004
us_000533665,0.124145, 0.000004
us_000606697,0.124145, 0.000004
us_000615042,0.124145, 0.000004
us_000496698,0.124145, 0.000004
us_000584695,0.124145, 0.000004
us_000599070,0.124145, 0.000004
us_000590120,0.124145, 0.000004
us_000599090,0.124145, 0.000004
pr_001664698,0.124145, 0.000008
pr_001977699,0.124145, 0.000008
pr_002083870,0.124145, 0.000008
pr_002113896,0.124145, 0.000008
pr_002112608,0.124145, 0.000008
pr_002082318,0.124145, 0.000008
pr_001756731,0.124145, 0.000008
pr_002084756,0.124145, 0.000008
pr_001663930,0.124145, 0.000008
pr_002116388,0.124145, 0.000008
us_000518578,0.124145, 0.000009
us_000564488,0.124145, 0.000014
pr_001665830,0.124145, 0.000015
pr_001966384,0.124145, 0.000015
us_000482131,0.124145, 0.000017
us_000484015,0.124145, 0.000021
us_000589697,0.124145, 0.000028
us_000615491,0.124145, 0.000028
us_000520693,0.124145, 0.000028
us_000510848,0.124145, 0.000028
us_000598108,0.124145, 0.000028
us_000491600,0.124145, 0.000028
us_000487024,0.124145, 0.000028
us_000534279,0.124145, 0.000028
us_000538400,0.124145, 0.000028
us_000514447,0.124145, 0.000028
us_000520559,0.124145, 0.000028
us_000516965,0.124145, 0.000028
us_000577257,0.124145, 0.000028
us_000527025,0.124145, 0.000028
us_000528908,0.124145, 0.000030
pr_002110409,0.124145, 0.000036
pr_002111460,0.124145, 0.000038
pr_002212401,0.124145, 0.000038
pr_001397154,0.124145, 0.000038
pr_002086675,0.124145, 0.000038
pr_002086141,0.124145, 0.000045
pr_002094124,0.124145, 0.000051
us_000489655,0.124145, 0.000063
us_000488049,0.124145, 0.000063
us_000500073,0.124145, 0.000063
us_000538170,0.124145, 0.000063
us_000557284,0.124145, 0.000063
us_000563128,0.124145, 0.000063
us_000503255,0.124145, 0.000073
us_000527054,0.124145, 0.000073
us_000502713,0.124145, 0.000073
pr_001054185,0.124145, 0.000073
us_000599169,0.124145, 0.000073
us_000611885,0.124145, 0.000073
us_000494142,0.124145, 0.000073
pr_000937983,0.124145, 0.000073
us_000579464,0.124145, 0.000073
us_000506203,0.124145, 0.000073
us_000496329,0.124145, 0.000073
us_000590550,0.124145, 0.000079
us_000590525,0.124145, 0.000079
us_000590845,0.124145, 0.000079
us_000590779,0.124145, 0.000079
us_000590748,0.124145, 0.000079
us_000590718,0.124145, 0.000079
us_000590822,0.124145, 0.000079
us_000590715,0.124145, 0.000079
us_000541137,0.124145, 0.000079
us_000590829,0.124145, 0.000079
us_000590834,0.124145, 0.000079
us_000590714,0.124145, 0.000079
us_000590860,0.124145, 0.000079
us_000590841,0.124145, 0.000079
us_000590556,0.124145, 0.000079
us_000590647,0.124145, 0.000079
us_000562222,0.124145, 0.000079
us_000590580,0.124145, 0.000079
us_000573157,0.124145, 0.000079
us_000590578,0.124145, 0.000079
us_000590765,0.124145, 0.000079
us_000537656,0.124145, 0.000079
us_000529735,0.124145, 0.000079
us_000590529,0.124145, 0.000079
us_000544061,0.124145, 0.000079
us_000590850,0.124145, 0.000079
us_000590707,0.124145, 0.000079
us_000590747,0.124145, 0.000079
us_000590644,0.124145, 0.000079
us_000590645,0.124145, 0.000079
us_000540032,0.124145, 0.000079
us_000590561,0.124145, 0.000079
us_000524609,0.124145, 0.000079
us_000544683,0.124145, 0.000079
us_000590831,0.124145, 0.000079
us_000590743,0.124145, 0.000079
us_000590657,0.124145, 0.000079
us_000545005,0.124145, 0.000079
us_000590563,0.124145, 0.000079
us_000497758,0.124145, 0.000079
us_000590515,0.124145, 0.000079
us_000590595,0.124145, 0.000079
us_000526887,0.124145, 0.000079
us_000573979,0.124145, 0.000083
us_000505885,0.124145, 0.000085
us_000567203,0.124145, 0.000099
pr_001660950,0.124145, 0.000099
us_000484477,0.124145, 0.000139
us_000585880,0.124145, 0.000139
us_000504555,0.124145, 0.000139
us_000582171,0.124145, 0.000139
us_000542316,0.124145, 0.000139
us_000499443,0.124145, 0.000139
us_000535772,0.124145, 0.000157
us_000174850,0.124145, 0.000160
us_000519007,0.124145, 0.000230
us_000489249,0.124145, 0.000240
us_000295517,0.124145, 0.000282
us_000465191,0.124145, 0.000291
us_000571428,0.124145, 0.000292
us_000484246,0.124145, 0.000344
us_000580089,0.124145, 0.000396
us_000519516,0.124145, 0.000443
us_000583768,0.124145, 0.000527
pr_000908124,0.124145, 0.000542
pr_000908130,0.124145, 0.000590
us_000549457,0.124145, 0.000616
us_000576071,0.124145, 0.000620
us_000589100,0.124145, 0.000635
pr_001036942,0.124145, 0.000639
us_000544731,0.124145, 0.000989
us_000557977,0.124145, 0.001038
us_000599871,0.124145, 0.001168
us_000611278,0.124145, 0.001203
us_000538591,0.124145, 0.001208
us_000507286,0.124145, 0.001251
us_000557127,0.124145, 0.001344
us_000548745,0.124145, 0.001489
us_000526568,0.124145, 0.001489
us_000556808,0.124145, 0.001496
us_000485552,0.124145, 0.001502
us_000522825,0.124145, 0.001538
us_000480574,0.124145, 0.001587
us_000537067,0.124145, 0.001594
us_000552871,0.124145, 0.001635
us_000512072,0.124145, 0.001832
us_000550459,0.124145, 0.001980
us_000549257,0.124145, 0.001992
pr_000226350,0.124145, 0.002099
us_000513899,0.124145, 0.002139
us_000561752,0.124145, 0.002253
us_000523157,0.124145, 0.002300
us_000494764,0.124145, 0.002344
us_000547195,0.124145, 0.002362
us_000524701,0.124145, 0.002398
us_000509043,0.124145, 0.002404
us_000539645,0.124145, 0.002438
us_000502020,0.124145, 0.002540
us_000566825,0.124145, 0.002605
us_000569854,0.124145, 0.002613
us_000532976,0.124145, 0.002713
us_000503893,0.124145, 0.002744
us_000542141,0.124145, 0.002824
us_000587580,0.124145, 0.003131
us_000526915,0.124145, 0.003168
us_000517459,0.124145, 0.003339
us_000556308,0.124145, 0.003365
us_000556336,0.124145, 0.003387
us_000500890,0.124145, 0.003388
us_000528763,0.124145, 0.003404
us_000532685,0.124145, 0.003502
us_000555484,0.124145, 0.003834
us_000563129,0.124145, 0.003848
us_000536785,0.124145, 0.003867
us_000577786,0.124145, 0.003874
us_000526235,0.124145, 0.004254
us_000502708,0.124145, 0.004254
us_000613996,0.124145, 0.004301
us_000519307,0.124145, 0.004308
us_000615725,0.124145, 0.004393
us_000595829,0.124145, 0.004394
us_000493854,0.124145, 0.004728
us_000492738,0.124145, 0.005030
us_000507371,0.124145, 0.006164
us_000564469,0.124145, 0.007449
us_000531346,0.124145, 0.008269
us_000563492,0.124145, 0.008638
us_000504595,0.124145, 0.009768
us_000528902,0.124145, 0.010292
us_000511335,0.124145, 0.011310
us_000540033,0.124145, 0.013401
us_000480975,0.124145, 0.016102
us_000605586,0.124145, 0.017546
us_000572498,0.124145, 0.019420
us_000535388,0.124145, 0.020265
us_000458704,0.124145, 0.021262
us_000486755,0.124145, 0.024909
us_000501411,0.124145, 0.029463
us_000572839,0.124145, 0.029629
us_000472038,0.124145, 0.030349
us_000497723,0.124145, 0.030859
us_000494579,0.124145, 0.032041
us_000481242,0.124145, 0.034038
us_000562930,0.124145, 0.034880
us_000530025,0.124145, 0.036607
us_000500589,0.124145, 0.040333
us_000478796,0.124145, 0.040442
us_000593309,0.124145, 0.042399
us_000592043,0.124145, 0.049421
us_000579054,0.124145, 0.055969
us_000516082,0.124145, 0.066339
us_000302679,0.124145, 0.066877
us_000547362,0.124145, 0.067653
us_000528730,0.124145, 0.068764
us_000560083,0.124145, 0.082274
us_000488361,0.124145, 0.092010
us_000496235,0.124145, 0.093503
us_000514614,0.124145, 0.093786
us_000473904,0.124145, 0.104884
us_000526920,0.124145, 0.114898
us_000471174,0.124145, 0.190850
us_000550323,0.124145, 0.191377
us_000508259,0.124145, 0.262400
us_000584909,0.119428, 0.000000
us_000606724,0.119428, 0.000000
us_000556872,0.119428, 0.000000
us_000578888,0.119428, 0.000000
us_000593003,0.119428, 0.000000
us_000555030,0.119428, 0.000000
us_000578042,0.119428, 0.000000
us_000586673,0.119428, 0.000000
us_000600189,0.119428, 0.000000
us_000578681,0.119428, 0.000000
us_000572275,0.119428, 0.000000
us_000586053,0.119428, 0.000000
us_000614903,0.119428, 0.000000
us_000604804,0.119428, 0.000000
us_000546096,0.119428, 0.000000
us_000558716,0.119428, 0.000000
us_000528043,0.119428, 0.000000
us_000529022,0.119428, 0.000000
us_000600176,0.119428, 0.000000
us_000594945,0.119428, 0.000000
us_000600362,0.119428, 0.000000
us_000528463,0.119428, 0.000000
us_000586055,0.119428, 0.000000
us_000529944,0.119428, 0.000000
pr_002206423,0.119428, 0.000000
pr_000998664,0.119428, 0.000000
pr_001659615,0.119428, 0.000000
pr_000398873,0.119428, 0.000000
pr_001720986,0.119428, 0.000000
pr_002137183,0.119428, 0.000000
pr_000735359,0.119428, 0.000000
pr_001988076,0.119428, 0.000000
pr_001702580,0.119428, 0.000000
pr_002219174,0.119428, 0.000000
pr_002219354,0.119428, 0.000000
pr_001753027,0.119428, 0.000000
pr_002113139,0.119428, 0.000000
pr_001095224,0.119428, 0.000000
pr_002144286,0.119428, 0.000000
pr_001737179,0.119428, 0.000000
pr_002077018,0.119428, 0.000000
pr_002093370,0.119428, 0.000000
pr_002210105,0.119428, 0.000000
pr_002082021,0.119428, 0.000000
pr_002173841,0.119428, 0.000000
pr_000380080,0.119428, 0.000000
pr_001665231,0.119428, 0.000000
pr_002159714,0.119428, 0.000000
pr_002172955,0.119428, 0.000000
pr_000873226,0.119428, 0.000000
pr_001968687,0.119428, 0.000000
pr_002096421,0.119428, 0.000000
pr_001926681,0.119428, 0.000000
pr_002056324,0.119428, 0.000000
pr_002199044,0.119428, 0.000000
pr_002111489,0.119428, 0.000000
pr_002069980,0.119428, 0.000000
pr_002058183,0.119428, 0.000000
pr_001987437,0.119428, 0.000000
pr_001732892,0.119428, 0.000000
pr_002233560,0.119428, 0.000000
pr_002077582,0.119428, 0.000000
pr_002084836,0.119428, 0.000000
pr_002197744,0.119428, 0.000000
pr_000902044,0.119428, 0.000000
pr_000897168,0.119428, 0.000000
pr_001875940,0.119428, 0.000000
pr_002157461,0.119428, 0.000000
pr_002082042,0.119428, 0.000000
pr_002114194,0.119428, 0.000000
pr_002079803,0.119428, 0.000000
pr_001664602,0.119428, 0.000000
pr_002168209,0.119428, 0.000000
pr_001845821,0.119428, 0.000000
pr_001699276,0.119428, 0.000000
pr_001406876,0.119428, 0.000000
us_000495336,0.119428, 0.000005
us_000464764,0.119428, 0.000005
us_000257941,0.119428, 0.000005
us_000595950,0.119428, 0.000005
us_000514973,0.119428, 0.000005
us_000522075,0.119428, 0.000005
pr_000094828,0.119428, 0.000006
us_000524555,0.119428, 0.000006
pr_001149756,0.119428, 0.000009
pr_001134261,0.119428, 0.000009
pr_000873761,0.119428, 0.000014
us_000460734,0.119428, 0.000015
pr_000892724,0.119428, 0.000015
pr_000893738,0.119428, 0.000016
pr_000718454,0.119428, 0.000018
us_000489162,0.119428, 0.000030
us_000372093,0.119428, 0.000030
us_000354198,0.119428, 0.000030
us_000465434,0.119428, 0.000032
pr_000386786,0.119428, 0.000051
pr_001155052,0.119428, 0.000051
pr_000375581,0.119428, 0.000051
pr_000597223,0.119428, 0.000051
pr_001156807,0.119428, 0.000051
pr_001158641,0.119428, 0.000051
pr_000389354,0.119428, 0.000051
pr_001621737,0.119428, 0.000051
pr_000510914,0.119428, 0.000051
pr_000592536,0.119428, 0.000056
us_000491469,0.119428, 0.000084
us_000546536,0.119428, 0.000195
us_000524537,0.119428, 0.000209
us_000528525,0.119428, 0.000283
us_000575868,0.119428, 0.001216
us_000512693,0.119428, 0.001355
us_000471418,0.119428, 0.001459
pr_001022708,0.119428, 0.001666
us_000568999,0.119428, 0.002910
us_000506679,0.119428, 0.006689
us_000505021,0.119428, 0.008001
us_000485001,0.119428, 0.010282
us_000550494,0.119428, 0.011400
us_000563388,0.119428, 0.011852
us_000600406,0.119428, 0.012203
us_000485516,0.119428, 0.012496
us_000483239,0.119428, 0.056242
us_000595593,0.119428, 0.131385
pr_001326479,0.119428, 0.986497
us_000553041,0.107016, 0.000000
us_000552308,0.107016, 0.000000
pr_001644419,0.107016, 0.000000
us_000567686,0.107016, 0.000000
us_000534668,0.107016, 0.000000
us_000567680,0.107016, 0.000000
us_000571706,0.107016, 0.000000
us_000553099,0.107016, 0.000000
us_000552105,0.107016, 0.000000
us_000552103,0.107016, 0.000000
us_000534696,0.107016, 0.000000
us_000503598,0.107016, 0.000000
us_000498930,0.107016, 0.000000
us_000523009,0.107016, 0.000000
us_000528890,0.107016, 0.000000
us_000504446,0.107016, 0.000000
us_000555385,0.107016, 0.000000
us_000489506,0.107016, 0.000000
us_000498541,0.107016, 0.000000
us_000498444,0.107016, 0.000000
pr_000594926,0.107016, 0.000002
pr_000888948,0.107016, 0.000002
pr_001071050,0.107016, 0.000003
pr_000837717,0.107016, 0.000004
pr_001070843,0.107016, 0.000007
pr_001111011,0.107016, 0.000010
pr_001816886,0.107016, 0.000010
pr_000945480,0.107016, 0.000017
pr_000737528,0.107016, 0.000019
pr_001671998,0.107016, 0.000020
pr_000563130,0.107016, 0.000028
pr_001705915,0.107016, 0.000039
us_000606569,0.107016, 0.000044
us_000599477,0.107016, 0.000112
us_000460541,0.107016, 0.000675
us_000478077,0.107016, 0.000705
us_000536994,0.107016, 0.000879
us_000542906,0.107016, 0.000909
us_000503156,0.107016, 0.001068
us_000475086,0.107016, 0.001075
us_000514786,0.107016, 0.001088
us_000496794,0.107016, 0.001132
us_000594844,0.107016, 0.001325
us_000550677,0.107016, 0.001611
us_000498933,0.107016, 0.001893
us_000478617,0.107016, 0.001925
us_000577298,0.107016, 0.002137
us_000497079,0.107016, 0.002565
us_000516751,0.107016, 0.002677
us_000478183,0.107016, 0.003127
us_000542089,0.107016, 0.003305
us_000501803,0.107016, 0.003769
us_000614369,0.107016, 0.004512
us_000505246,0.107016, 0.006259
us_000499614,0.107016, 0.007320
us_000542579,0.107016, 0.009862
us_000483650,0.107016, 0.010035
us_000477095,0.107016, 0.010301
us_000566346,0.107016, 0.010845
us_000562589,0.107016, 0.015323
us_000475890,0.107016, 0.015475
us_000565017,0.107016, 0.017221
us_000582549,0.107016, 0.018585
us_000546377,0.107016, 0.021337
us_000575308,0.107016, 0.026354
us_000469801,0.107016, 0.030733
us_000538390,0.107016, 0.031518
us_000463636,0.107016, 0.034271
us_000587536,0.107016, 0.065471
us_000314503,0.107016, 0.127623
us_000529455,0.107016, 6.773587
us_000587547,0.107016, 8.514680
pr_001643435,0.100870, 0.000000
pr_001718973,0.100870, 0.000000
pr_000760423,0.100870, 0.000000
pr_000710137,0.100870, 0.000000
pr_000953259,0.100870, 0.000000
pr_001628343,0.100870, 0.000000
pr_001390539,0.100870, 0.000000
us_000488318,0.100870, 0.000001
pr_001845361,0.100870, 0.000038
us_000459530,0.100870, 0.000052
us_000460004,0.100870, 0.000052
us_000459487,0.100870, 0.000052
us_000459758,0.100870, 0.000052
us_000575384,0.100870, 0.000555
us_000538797,0.100870, 0.001926
us_000533988,0.100870, 0.003751
us_000465799,0.100870, 0.004693
us_000458577,0.100870, 0.004889
us_000538969,0.100870, 0.007271
us_000473601,0.100870, 0.008276
us_000462607,0.100870, 0.010742
us_000501934,0.100870, 0.011259
us_000543614,0.100870, 0.011882
us_000492774,0.100870, 0.013336
us_000487587,0.100870, 0.014210
us_000538793,0.100870, 0.017882
us_000044950,0.100870, 0.018035
us_000491344,0.100870, 0.019068
us_000554495,0.100870, 0.020253
us_000481438,0.100870, 0.023894
us_000512595,0.100870, 0.030840
us_000468357,0.100870, 0.035594
us_000488084,0.100870, 0.044254
us_000556524,0.100870, 0.046819
us_000264749,0.100870, 0.054775
us_000593451,0.100870, 0.066483
us_000017515,0.100870, 0.121218
us_000458909,0.100870, 0.160302
us_000478053,0.098441, 0.000004
us_000473597,0.098441, 0.000004
us_000489189,0.098441, 0.000006
us_000580295,0.098441, 0.000006
us_000495463,0.098441, 0.000006
us_000489519,0.098441, 0.000006
us_000580318,0.098441, 0.000006
us_000496495,0.098441, 0.000006
us_000521522,0.098441, 0.000006
us_000580290,0.098441, 0.000006
us_000580403,0.098441, 0.000006
us_000502680,0.098441, 0.000006
us_000494316,0.098441, 0.000006
us_000504533,0.098441, 0.000006
us_000495495,0.098441, 0.000006
pr_000796422,0.098441, 0.000133
us_000543920,0.098441, 0.001220
us_000575463,0.098441, 0.001265
us_000564051,0.098441, 0.002329
us_000591569,0.098441, 0.003841
us_000488146,0.098441, 0.003974
us_000523498,0.098441, 0.004392
us_000527683,0.098441, 0.005631
us_000506628,0.098441, 0.012053
us_000495676,0.098441, 0.012264
us_000583820,0.098441, 0.018606
us_000575391,0.098441, 0.019395
us_000501358,0.098441, 0.028840
us_000528580,0.098441, 0.046400
us_000560695,0.098441, 0.057550
us_000594270,0.098441, 0.112105
us_000558968,0.098441, 1.533069
us_000527632,0.098441, 1.606657
pr_000550375,0.080342, 0.000000
us_000499173,0.080342, 0.000003
us_000508119,0.080342, 0.000003
us_000550317,0.080342, 0.013201
us_000536302,0.033791, 0.000003
us_000560279,0.033791, 0.000460
us_000486575,0.033791, 0.003110
us_000471414,0.033791, 0.004612
us_000524735,0.033791, 1.153141
pr_001677631,0.027335, 0.000000
pr_000957806,0.027335, 0.000000
pr_000488968,0.027335, 0.000000
us_000541768,0.027335, 0.000026
us_000524664,0.027335, 0.000026
us_000524223,0.027335, 0.000026
us_000523537,0.027335, 0.000026
us_000534998,0.027335, 0.000026
us_000538278,0.027335, 0.000026
us_000537928,0.027335, 0.000026
us_000538707,0.027335, 0.000026
us_000541332,0.027335, 0.000026
us_000497954,0.027335, 0.000026
us_000538659,0.027335, 0.000026
us_000496805,0.027335, 0.000026
us_000551047,0.027335, 0.000246
us_000550975,0.027335, 0.000246
us_000521780,0.027335, 0.000246
us_000534955,0.027335, 0.000246
us_000523543,0.027335, 0.000311
us_000490899,0.027335, 0.001201
us_000516486,0.027335, 0.035064
us_000516355,0.027335, 0.046781
us_000510267,0.027335, 0.104269
us_000515722,0.027335, 0.373790
us_000475276,0.027335, 0.377674
us_000481100,0.027335, 0.391100
us_000557722,0.027335, 0.392285
us_000544251,0.027335, 0.418682
us_000431333,0.027335, 0.432561
us_000499625,0.027335, 0.440425
us_000560042,0.027335, 0.445494
us_000517669,0.027335, 0.454248
pr_000608002,0.019954, 0.000000
pr_000209863,0.019954, 0.000000
us_000462261,0.019954, 0.000127
us_000546367,0.019954, 0.000241
us_000465182,0.019954, 0.000429
us_000556487,0.019954, 0.000752
us_000584145,0.019954, 0.000874
us_000597300,0.019954, 0.000874
us_000533308,0.019954, 0.000894
us_000510268,0.019954, 0.001011
us_000582182,0.019954, 0.001028
us_000548557,0.019954, 0.001148
us_000459524,0.019954, 0.001264
us_000578626,0.019954, 0.001513
us_000460784,0.019954, 0.001907
us_000533309,0.019954, 0.002233
us_000492007,0.019954, 0.002486
us_000485956,0.019954, 0.002738
us_000547777,0.019954, 0.003972
us_000599324,0.019954, 0.004139
us_000538701,0.019954, 0.004466
us_000499872,0.019954, 0.004611
us_000499245,0.019954, 0.004666
us_000600516,0.019954, 0.005915
us_000525708,0.019954, 0.007016
us_000558556,0.019954, 0.011390
us_000602235,0.019954, 0.011393
us_000477630,0.019954, 0.020052
us_000615325,0.019954, 0.023446
us_000464782,0.019954, 0.027021
us_000499249,0.019954, 0.034275
us_000565211,0.019954, 0.057675
us_000560133,0.019954, 0.075540
us_000553997,0.010532, 0.000000
us_000541581,0.010532, 0.000000
us_000278479,0.010532, 0.000000
us_000462211,0.010532, 0.000000
us_000460795,0.010532, 0.000000
us_000579698,0.010532, 0.000000
us_000549087,0.010532, 0.000000
us_000549089,0.010532, 0.000000
us_000485418,0.010532, 0.000000
us_000447477,0.010532, 0.000000
us_000462165,0.010532, 0.000000
us_000481079,0.010532, 0.000000
us_000548979,0.010532, 0.000000
us_000483228,0.010532, 0.000000
us_000462113,0.010532, 0.000000
us_000539387,0.010532, 0.000000
us_000438341,0.010532, 0.000000
pr_001627957,0.010532, 0.000000
pr_001145177,0.010532, 0.000000
us_000570257,0.010532, 0.000000
us_000479632,0.010532, 0.000000
pr_000298367,0.010532, 0.000001
pr_001620395,0.010532, 0.000001
pr_000384447,0.010532, 0.000001
pr_001825403,0.010532, 0.000001
pr_000764598,0.010532, 0.000001
pr_001155863,0.010532, 0.000001
pr_000629350,0.010532, 0.000001
pr_000389808,0.010532, 0.000001
pr_001156935,0.010532, 0.000001
pr_001158850,0.010532, 0.000001
pr_001035554,0.010532, 0.000001
pr_001828659,0.010532, 0.000001
pr_000764229,0.010532, 0.000001
pr_000616765,0.010532, 0.000001
pr_001071265,0.010532, 0.000001
pr_000571440,0.010532, 0.000001
pr_001035445,0.010532, 0.000001
pr_001824432,0.010532, 0.000001
pr_001035168,0.010532, 0.000001
pr_000966183,0.010532, 0.000001
pr_000998347,0.010532, 0.000001
pr_000570961,0.010532, 0.000001
pr_000383825,0.010532, 0.000001
pr_000515128,0.010532, 0.000001
pr_001621152,0.010532, 0.000001
pr_001821657,0.010532, 0.000001
pr_001737820,0.010532, 0.000001
pr_001611593,0.010532, 0.000001
pr_001035525,0.010532, 0.000001
pr_001817568,0.010532, 0.000001
pr_001735193,0.010532, 0.000001
pr_000374248,0.010532, 0.000001
pr_000374411,0.010532, 0.000001
pr_000768189,0.010532, 0.000001
pr_001155242,0.010532, 0.000001
pr_000383624,0.010532, 0.000001
pr_001828356,0.010532, 0.000001
pr_001824851,0.010532, 0.000001
pr_001034634,0.010532, 0.000001
pr_000383977,0.010532, 0.000001
pr_001820085,0.010532, 0.000001
pr_001685742,0.010532, 0.000001
pr_000446525,0.010532, 0.000001
pr_000690896,0.010532, 0.000001
pr_000389434,0.010532, 0.000001
pr_000570491,0.010532, 0.000001
pr_001819338,0.010532, 0.000001
pr_001034745,0.010532, 0.000001
pr_001825037,0.010532, 0.000001
pr_001034210,0.010532, 0.000001
pr_001034312,0.010532, 0.000001
pr_000508100,0.010532, 0.000001
us_000616886,0.010532, 0.000001
us_000617244,0.010532, 0.000001
us_000617201,0.010532, 0.000001
us_000580684,0.010532, 0.000001
us_000495225,0.010532, 0.000001
pr_001799107,0.010532, 0.000001
pr_001655466,0.010532, 0.000001
pr_001817115,0.010532, 0.000001
pr_001020307,0.010532, 0.000006
pr_001132655,0.010532, 0.000006
pr_000770865,0.010532, 0.000006
pr_000210322,0.010532, 0.000007
pr_002134273,0.010532, 0.000007
pr_001114780,0.010532, 0.000007
pr_001897039,0.010532, 0.000007
pr_001973140,0.010532, 0.000007
us_000504084,0.010532, 0.000011
pr_001123942,0.010532, 0.000019
pr_001400526,0.010532, 0.000026
pr_001890419,0.010532, 0.000026
pr_000522400,0.010532, 0.000030
us_000572673,0.010532, 0.000035
us_000580656,0.010532, 0.000050
us_000539111,0.010532, 0.000050
pr_000381936,0.010532, 0.000051
pr_000169145,0.010532, 0.000051
us_000592840,0.010532, 0.000083
us_000613574,0.010532, 0.000094
us_000532726,0.010532, 0.000109
pr_001392964,0.010532, 0.000111
pr_000747539,0.010532, 0.000115
pr_001037013,0.010532, 0.000119
us_000574295,0.010532, 0.000144
pr_002072273,0.010532, 0.000149
pr_000343018,0.010532, 0.000163
pr_000833237,0.010532, 0.000177
us_000540234,0.010532, 0.000231
us_000583498,0.010532, 0.000231
pr_000959084,0.010532, 0.000234
pr_000963270,0.010532, 0.000292
pr_000653440,0.010532, 0.000310
us_000563564,0.010532, 0.000320
pr_001980885,0.010532, 0.000329
pr_000196149,0.010532, 0.000342
pr_000716855,0.010532, 0.000383
pr_000707393,0.010532, 0.000383
pr_000704327,0.010532, 0.000447
pr_001625421,0.010532, 0.000486
pr_000767447,0.010532, 0.000569
pr_000646258,0.010532, 0.000618
us_000446743,0.010532, 0.000625
pr_000167486,0.010532, 0.000636
us_000506975,0.010532, 0.000645
pr_001024822,0.010532, 0.000763
pr_000667625,0.010532, 0.000764
pr_000181476,0.010532, 0.000765
pr_000738632,0.010532, 0.000773
