Product ID : 1023 JPs covered : 90 : Environmental/Natural Resources, 
us_000599905,0.003441, 0.145709
us_000539522,0.003441, 0.147794
us_000605752,0.003441, 0.149218
us_000580756,0.003441, 0.151677
us_000598634,0.003441, 0.152604
us_000574174,0.003441, 0.152855
us_000133133,0.003441, 0.153165
us_000588488,0.003441, 0.153343
us_000546619,0.003441, 0.164222
us_000545668,0.003441, 0.170033
us_000466194,0.003441, 0.185053
us_000496534,0.003441, 0.189449
us_000480851,0.003441, 0.190528
us_000155196,0.003441, 0.193071
us_000511445,0.003441, 0.204746
us_000509576,0.003441, 0.211288
us_000560188,0.003441, 0.310978
us_000491660,0.003441, 0.383757
us_000493103,0.003441, 0.711753
