Product ID : 994 JPs covered : 69 : Class Action, 
OID,Confidence at Map Node,Error at Map Node
us_000589679,0.081502, 0.456543
us_000559405,0.081502, 0.456951
us_000593704,0.081502, 0.457604
us_000463653,0.081502, 0.460306
us_000572217,0.081502, 0.462094
us_000464090,0.081502, 0.462101
us_000594295,0.081502, 0.462681
us_000494296,0.081502, 0.473825
us_000572956,0.081502, 0.484119
us_000493982,0.081502, 0.487721
us_000616604,0.081502, 0.487953
us_000487659,0.081502, 0.488287
us_000576067,0.081502, 0.489192
us_000569632,0.081502, 0.491525
us_000465167,0.081502, 0.492486
us_000584605,0.081502, 0.492877
us_000558792,0.081502, 0.493486
us_000527707,0.081502, 0.494532
us_000572937,0.081502, 0.494642
us_000489983,0.081502, 0.495083
us_000573701,0.081502, 0.495320
us_000571869,0.081502, 0.495479
us_000495034,0.081502, 0.496381
us_000474897,0.081502, 0.501891
us_000333236,0.081502, 0.501928
us_000550380,0.081502, 0.502997
us_000568762,0.081502, 0.505842
us_000567802,0.081502, 0.506423
us_000562521,0.081502, 0.507243
us_000612112,0.081502, 0.507868
us_000499406,0.081502, 0.508282
us_000541111,0.081502, 0.509753
us_000513550,0.081502, 0.510108
us_000558621,0.081502, 0.511232
us_000570207,0.081502, 0.512110
us_000562323,0.081502, 0.512747
us_000586932,0.081502, 0.512825
us_000581021,0.081502, 0.514124
us_000571216,0.081502, 0.515248
us_000542366,0.081502, 0.515363
us_000505800,0.081502, 0.515363
us_000487751,0.081502, 0.515759
us_000572084,0.081502, 0.516035
us_000566500,0.081502, 0.516035
us_000571319,0.081502, 0.516901
us_000563802,0.081502, 0.517443
us_000566534,0.081502, 0.517634
us_000566474,0.081502, 0.518838
us_000596830,0.081502, 0.520223
us_000586098,0.081502, 0.520605
us_000600983,0.081502, 0.521064
us_000604364,0.081502, 0.521555
us_000561514,0.081502, 0.522307
us_000558283,0.081502, 0.522521
us_000598632,0.081502, 0.523494
us_000562481,0.081502, 0.524057
us_000572247,0.081502, 0.524791
us_000605873,0.081502, 0.526238
us_000572947,0.081502, 0.527140
us_000555243,0.081502, 0.528075
us_000526894,0.081502, 0.528407
us_000566389,0.081502, 0.529479
us_000582185,0.081502, 0.529851
us_000547389,0.081502, 0.531066
us_000577205,0.081502, 0.531094
us_000611506,0.081502, 0.534092
us_000502336,0.081502, 0.534092
us_000323704,0.081502, 0.536341
us_000594117,0.081502, 0.536616
us_000503373,0.081502, 0.538410
us_000603233,0.081502, 0.538482
us_000499376,0.081502, 0.539708
us_000486336,0.081502, 0.540328
us_000326682,0.081502, 0.541677
us_000536823,0.081502, 0.541779
us_000572094,0.081502, 0.542085
us_000595914,0.081502, 0.543077
us_000572871,0.081502, 0.543329
us_000572955,0.081502, 0.543509
us_000587802,0.081502, 0.544025
us_000587806,0.081502, 0.544025
us_000587805,0.081502, 0.544025
us_000587810,0.081502, 0.544025
us_000589677,0.081502, 0.544752
us_000580652,0.081502, 0.544854
us_000570285,0.081502, 0.544899
us_000591874,0.081502, 0.544988
us_000596185,0.081502, 0.545261
us_000573352,0.081502, 0.545261
us_000567571,0.081502, 0.545777
us_000473900,0.081502, 0.545905
us_000572136,0.081502, 0.546500
us_000572116,0.081502, 0.546500
us_000487068,0.081502, 0.546878
us_000563969,0.081502, 0.547162
us_000523578,0.081502, 0.547308
us_000560345,0.081502, 0.547412
us_000582248,0.081502, 0.547743
us_000572570,0.081502, 0.547743
us_000576947,0.081502, 0.547743
us_000587134,0.081502, 0.547743
us_000572721,0.081502, 0.547743
us_000572590,0.081502, 0.547743
us_000571535,0.081502, 0.547743
us_000561673,0.081502, 0.547743
us_000578831,0.081502, 0.547926
us_000487033,0.081502, 0.549925
us_000601834,0.081502, 0.550695
us_000508822,0.081502, 0.553115
us_000603203,0.081502, 0.553130
us_000564759,0.081502, 0.554134
us_000540264,0.081502, 0.558101
us_000567233,0.081502, 0.558101
us_000601814,0.081502, 0.562729
us_000583022,0.081502, 0.564287
us_000541271,0.081502, 0.564555
us_000531954,0.081502, 0.564680
us_000587840,0.081502, 0.565355
us_000517367,0.081502, 0.565865
us_000613290,0.081502, 0.566001
us_000572193,0.081502, 0.566410
us_000611489,0.081502, 0.566916
us_000560231,0.081502, 0.569547
us_000524047,0.081502, 0.569863
us_000582313,0.081502, 0.570336
us_000566473,0.081502, 0.570336
us_000542047,0.081502, 0.570336
us_000540132,0.081502, 0.570336
us_000376896,0.081502, 0.570625
us_000592220,0.081502, 0.570932
us_000567554,0.081502, 0.571305
us_000566215,0.081502, 0.571759
us_000521645,0.081502, 0.571759
us_000562491,0.081502, 0.571759
us_000505819,0.081502, 0.571759
us_000540597,0.081502, 0.571759
us_000559757,0.081502, 0.572239
us_000486697,0.081502, 0.572554
us_000318642,0.081502, 0.573092
us_000116543,0.081502, 0.573619
us_000490465,0.081502, 0.573967
us_000566497,0.081502, 0.574139
us_000543047,0.081502, 0.574750
us_000525409,0.081502, 0.574750
us_000607271,0.081502, 0.574750
us_000506527,0.081502, 0.574750
us_000562578,0.081502, 0.574750
us_000540055,0.081502, 0.574750
us_000526919,0.081502, 0.574750
us_000588134,0.081502, 0.574750
us_000543142,0.081502, 0.574750
us_000543808,0.081502, 0.574750
us_000562557,0.081502, 0.574750
us_000544096,0.081502, 0.574750
us_000506945,0.081502, 0.574750
us_000534521,0.081502, 0.574750
us_000567170,0.081502, 0.574750
us_000542178,0.081502, 0.574750
us_000562715,0.081502, 0.574750
us_000523008,0.081502, 0.574750
us_000542676,0.081502, 0.574750
us_000506947,0.081502, 0.574750
us_000523420,0.081502, 0.574750
us_000540949,0.081502, 0.574750
us_000523492,0.081502, 0.574750
us_000542525,0.081502, 0.574750
us_000567603,0.081502, 0.574750
us_000556217,0.081502, 0.574750
us_000525757,0.081502, 0.574750
us_000604457,0.081502, 0.574750
us_000563003,0.081502, 0.574750
us_000557920,0.081502, 0.574750
us_000566815,0.081502, 0.574750
us_000511694,0.081502, 0.574750
us_000562698,0.081502, 0.574750
us_000567169,0.081502, 0.575180
us_000565282,0.081502, 0.575202
us_000565388,0.081502, 0.575795
us_000565542,0.081502, 0.576982
us_000502617,0.081502, 0.577382
us_000604864,0.081502, 0.577460
us_000571437,0.081502, 0.578227
us_000502831,0.081502, 0.578789
us_000526459,0.081502, 0.579055
us_000579652,0.081502, 0.579940
us_000474437,0.081502, 0.580804
us_000567061,0.081502, 0.581278
us_000523319,0.081502, 0.582136
us_000523130,0.081502, 0.583823
us_000526729,0.081502, 0.587106
us_000579788,0.081502, 0.588617
us_000524489,0.081502, 0.589617
us_000500001,0.081502, 0.593433
us_000506003,0.081502, 0.593433
us_000565540,0.081502, 0.595783
us_000572817,0.081502, 0.596389
us_000525209,0.081502, 0.599175
us_000475302,0.081502, 0.601024
us_000609902,0.081502, 0.601998
us_000560306,0.081502, 0.602654
us_000589073,0.081502, 0.605736
us_000508926,0.081502, 0.611354
us_000535330,0.081502, 0.612166
us_000526427,0.081502, 0.619927
us_000567164,0.081502, 0.621288
us_000552307,0.081502, 0.621683
us_000583619,0.081502, 0.621683
us_000539014,0.081502, 0.622792
us_000531470,0.081502, 0.631555
us_000566584,0.081502, 0.633108
us_000547418,0.081502, 0.635435
us_000494405,0.081502, 0.639380
us_000524723,0.081502, 0.640859
us_000475642,0.081502, 0.645692
us_000561491,0.081502, 0.649966
us_000567199,0.081502, 0.650442
us_000550620,0.081502, 0.660673
us_000511513,0.081502, 0.695697
us_000578321,0.081502, 0.701396
us_000551697,0.081502, 0.703444
us_000153784,0.081502, 0.708335
us_000604592,0.081502, 0.708644
us_000534878,0.081502, 0.711542
us_000583064,0.081502, 0.714883
us_000500761,0.081502, 0.731932
us_000491138,0.081502, 0.748827
us_000490075,0.081502, 0.754897
us_000340341,0.081502, 0.779469
us_000544381,0.081502, 0.790892
us_000594260,0.081502, 0.803644
us_000558091,0.081502, 0.815186
us_000034466,0.081502, 0.830172
us_000072560,0.081502, 0.898396
us_000559116,0.081502, 1.103141
us_000591370,0.081502, 1.111343
us_000467463,0.024805, 0.000000
us_000337568,0.024805, 0.000000
us_000485830,0.024805, 0.000103
us_000565944,0.024805, 0.000139
us_000551696,0.024805, 0.000273
us_000583114,0.024805, 0.000486
us_000489766,0.024805, 0.001562
us_000495758,0.024805, 0.014425
us_000590257,0.024805, 0.842289
pr_000028857,0.013137, 0.000000
us_000430352,0.013137, 0.000003
us_000528980,0.013137, 0.000003
us_000475735,0.013137, 0.000003
pr_000716417,0.013137, 0.000009
pr_001091171,0.013137, 0.000028
pr_001850133,0.013137, 0.000037
pr_002068799,0.013137, 0.000046
pr_000166615,0.013137, 0.000073
pr_000178489,0.013137, 0.000092
pr_001707467,0.013137, 0.000136
pr_000922929,0.013137, 0.000179
us_000529377,0.013137, 0.003717
us_000485812,0.013137, 0.006449
us_000591919,0.013137, 0.010295
us_000574664,0.013137, 0.381246
us_000278295,0.013137, 0.449608
us_000535855,0.013137, 0.481606
us_000583923,0.013137, 0.489542
us_000554802,0.013137, 0.493010
us_000493096,0.013137, 0.504753
us_000574661,0.013137, 0.527852
us_000467435,0.013137, 0.532808
us_000559822,0.013137, 0.533858
us_000537389,0.013137, 0.541193
us_000584238,0.013137, 0.543970
us_000513643,0.013137, 0.546288
us_000553149,0.013137, 0.552240
us_000568226,0.013137, 0.554041
us_000510377,0.013137, 0.554890
us_000569228,0.013137, 0.556065
us_000573609,0.013137, 0.556635
us_000559532,0.013137, 0.558743
us_000553609,0.013137, 0.561657
us_000536053,0.013137, 0.564736
us_000475804,0.013137, 0.569228
us_000559739,0.013137, 0.570041
us_000536024,0.013137, 0.573696
us_000537880,0.013137, 0.574443
us_000481852,0.013137, 0.576925
us_000537212,0.013137, 0.577136
us_000526362,0.013137, 0.577232
us_000533116,0.013137, 0.577302
us_000514388,0.013137, 0.577654
us_000500252,0.013137, 0.579430
us_000535539,0.013137, 0.583212
us_000491247,0.013137, 0.583827
us_000525787,0.013137, 0.585799
us_000517740,0.013137, 0.587160
us_000542228,0.013137, 0.588965
us_000514238,0.013137, 0.590858
us_000525790,0.013137, 0.592429
us_000560315,0.013137, 0.594311
us_000530088,0.013137, 0.594324
us_000488789,0.013137, 0.594424
us_000577921,0.013137, 0.595734
us_000535485,0.013137, 0.596092
us_000529420,0.013137, 0.596688
us_000526553,0.013137, 0.604684
us_000516478,0.013137, 0.605794
us_000557839,0.013137, 0.607219
us_000530633,0.013137, 0.616506
us_000528871,0.013137, 0.617653
us_000554801,0.013137, 0.619539
us_000514265,0.013137, 0.620400
us_000544160,0.013137, 0.620617
us_000490100,0.013137, 0.621278
us_000534650,0.013137, 0.621744
us_000488755,0.013137, 0.622059
us_000500421,0.013137, 0.623942
us_000517291,0.013137, 0.627318
us_000547287,0.013137, 0.630465
us_000484274,0.013137, 0.631466
us_000568438,0.013137, 0.632021
us_000526852,0.013137, 0.639205
us_000534826,0.013137, 0.639649
us_000529901,0.013137, 0.644083
us_000489580,0.013137, 0.644844
us_000547463,0.013137, 0.647255
us_000557927,0.013137, 0.647547
us_000478151,0.013137, 0.648549
us_000544286,0.013137, 0.648742
us_000514533,0.013137, 0.649436
us_000513648,0.013137, 0.650717
us_000529480,0.013137, 0.650717
us_000529508,0.013137, 0.650717
us_000490429,0.013137, 0.652522
us_000512338,0.013137, 0.653196
us_000547345,0.013137, 0.653884
us_000517741,0.013137, 0.653884
us_000547438,0.013137, 0.653884
us_000517664,0.013137, 0.653884
us_000559297,0.013137, 0.653884
us_000529329,0.013137, 0.653884
us_000517727,0.013137, 0.653884
us_000531541,0.013137, 0.653884
us_000517676,0.013137, 0.653884
us_000544122,0.013137, 0.653946
us_000535520,0.013137, 0.657348
us_000535512,0.013137, 0.657348
us_000535238,0.013137, 0.657348
us_000515705,0.013137, 0.657348
us_000558515,0.013137, 0.657348
us_000514085,0.013137, 0.657348
us_000547460,0.013137, 0.657348
us_000517358,0.013137, 0.657348
us_000535012,0.013137, 0.657348
us_000535224,0.013137, 0.657348
us_000535484,0.013137, 0.657348
us_000546948,0.013137, 0.657348
us_000546271,0.013137, 0.657348
us_000527711,0.013137, 0.657348
us_000447580,0.013137, 0.657348
us_000545159,0.013137, 0.657348
us_000516488,0.013137, 0.657348
us_000535228,0.013137, 0.657348
us_000533817,0.013137, 0.657348
us_000558007,0.013137, 0.657348
us_000547478,0.013137, 0.657348
us_000559239,0.013137, 0.657348
us_000558445,0.013137, 0.657348
us_000558412,0.013137, 0.657348
us_000558477,0.013137, 0.657348
us_000535230,0.013137, 0.657348
us_000535231,0.013137, 0.657348
us_000517718,0.013137, 0.657348
us_000535229,0.013137, 0.657348
us_000516754,0.013137, 0.657348
us_000579143,0.013137, 0.658109
us_000512371,0.013137, 0.659111
us_000558517,0.013137, 0.660103
us_000558513,0.013137, 0.660103
us_000534202,0.013137, 0.660611
us_000481592,0.013137, 0.661017
us_000491251,0.013137, 0.661341
us_000522514,0.013137, 0.662431
us_000491558,0.013137, 0.662465
us_000511410,0.013137, 0.663036
us_000584048,0.013137, 0.666639
us_000534995,0.013137, 0.674378
us_000530814,0.013137, 0.675006
us_000547466,0.013137, 0.677236
us_000537484,0.013137, 0.681898
us_000475139,0.013137, 0.687365
us_000482762,0.013137, 0.692842
us_000517726,0.013137, 0.694475
us_000530032,0.013137, 0.709488
us_000485763,0.013137, 0.711789
us_000527966,0.013137, 0.714500
us_000534375,0.013137, 0.721296
us_000483663,0.013137, 0.727466
us_000498773,0.013137, 0.740779
us_000492292,0.013137, 0.743623
us_000544967,0.013137, 0.754669
us_000503268,0.013137, 0.777629
us_000492653,0.013137, 0.822867
us_000524492,0.013137, 0.890315
us_000508818,0.013137, 1.202691
us_000482293,0.013137, 1.203953
us_000467646,0.013137, 1.214749
us_000559095,0.013137, 1.265864
us_000510491,0.013137, 1.555134
us_000467692,0.013137, 1.556613
