Product ID : 2096 # of JPs covered : 1 : 293 : Insurance Coverage, 
pr_001017762,0.391917, 0.000279
pr_000950328,0.391917, 0.000350
us_000565179,0.391917, 0.000354
us_000570034,0.391917, 0.000429
pr_000507875,0.391917, 0.000430
us_000528812,0.391917, 0.001290
us_000525740,0.391917, 0.067762
us_000535536,0.391917, 0.116677
pr_001161517,0.302743, 0.000000
pr_001123746,0.302743, 0.000000
pr_000887035,0.302743, 0.000000
pr_001161786,0.302743, 0.000000
pr_000331422,0.302743, 0.000000
pr_001021146,0.302743, 0.000000
us_000488313,0.302743, 0.000000
us_000489165,0.302743, 0.000000
pr_000594055,0.302743, 0.000013
us_000588929,0.302743, 0.000015
us_000581552,0.302743, 0.000015
pr_000668502,0.302743, 0.000031
pr_001016137,0.302743, 0.000065
pr_000987640,0.302743, 0.000087
pr_000597587,0.302743, 0.000094
pr_001010278,0.302743, 0.000109
us_000481143,0.302743, 0.000627
us_000613255,0.302743, 0.013223
us_000474164,0.302743, 0.031743
us_000468458,0.302743, 0.277323
us_000383726,0.302743, 0.286314
us_000500149,0.302743, 0.333274
us_000545964,0.302743, 0.338468
us_000516941,0.302743, 0.347804
us_000049339,0.302743, 0.348765
us_000472676,0.302743, 0.352001
us_000523446,0.302743, 0.355117
us_000468482,0.302743, 0.359680
us_000552310,0.302743, 0.362104
us_000517988,0.302743, 0.367937
us_000541261,0.302743, 0.369661
us_000527366,0.302743, 0.369869
us_000483968,0.302743, 0.372407
us_000473488,0.302743, 0.372649
us_000492115,0.302743, 0.375887
us_000528133,0.302743, 0.381022
us_000532013,0.302743, 0.382274
us_000567675,0.302743, 0.384323
us_000512638,0.302743, 0.389307
us_000544225,0.302743, 0.389756
us_000534944,0.302743, 0.393612
us_000467212,0.302743, 0.393933
us_000553153,0.302743, 0.394075
us_000520121,0.302743, 0.394205
us_000394804,0.302743, 0.395357
us_000534474,0.302743, 0.395471
us_000481047,0.302743, 0.397706
us_000476229,0.302743, 0.399780
us_000537843,0.302743, 0.400052
us_000484076,0.302743, 0.400732
us_000559885,0.302743, 0.402155
us_000467229,0.302743, 0.405382
us_000538223,0.302743, 0.405621
us_000556517,0.302743, 0.406049
us_000542967,0.302743, 0.408581
us_000471509,0.302743, 0.409097
us_000476473,0.302743, 0.409882
us_000479713,0.302743, 0.409902
us_000470393,0.302743, 0.412178
us_000480936,0.302743, 0.412832
us_000552403,0.302743, 0.413134
us_000280084,0.302743, 0.413214
us_000479836,0.302743, 0.413242
us_000502341,0.302743, 0.413714
us_000535856,0.302743, 0.413964
us_000537139,0.302743, 0.417807
us_000500784,0.302743, 0.417921
us_000504763,0.302743, 0.418720
us_000525563,0.302743, 0.420919
us_000481064,0.302743, 0.421328
us_000472134,0.302743, 0.421441
us_000496319,0.302743, 0.421576
us_000524929,0.302743, 0.421981
us_000486003,0.302743, 0.422261
us_000554077,0.302743, 0.422479
us_000496335,0.302743, 0.422657
us_000496341,0.302743, 0.422707
us_000518091,0.302743, 0.422781
us_000562984,0.302743, 0.423200
us_000537707,0.302743, 0.423540
us_000570653,0.302743, 0.424384
us_000473064,0.302743, 0.424641
us_000513115,0.302743, 0.424938
us_000538138,0.302743, 0.425658
us_000538092,0.302743, 0.425658
us_000531990,0.302743, 0.426765
us_000555315,0.302743, 0.427360
us_000472898,0.302743, 0.428243
us_000182177,0.302743, 0.428706
us_000552406,0.302743, 0.428748
us_000479666,0.302743, 0.429030
us_000548469,0.302743, 0.429117
us_000481116,0.302743, 0.429625
us_000532269,0.302743, 0.430252
us_000497996,0.302743, 0.430759
us_000552593,0.302743, 0.430934
us_000532176,0.302743, 0.431077
us_000523670,0.302743, 0.431473
us_000527277,0.302743, 0.431574
us_000555949,0.302743, 0.431679
us_000482945,0.302743, 0.431812
us_000538441,0.302743, 0.432066
us_000483179,0.302743, 0.432384
us_000535837,0.302743, 0.432384
us_000480040,0.302743, 0.432384
us_000476178,0.302743, 0.432568
us_000567214,0.302743, 0.434318
us_000537788,0.302743, 0.434456
us_000542260,0.302743, 0.435525
us_000526622,0.302743, 0.436496
us_000559987,0.302743, 0.437146
us_000594166,0.302743, 0.437554
pr_001679611,0.302743, 0.438362
us_000547338,0.302743, 0.439343
us_000538430,0.302743, 0.439780
us_000521421,0.302743, 0.440520
us_000545932,0.302743, 0.440532
us_000532162,0.302743, 0.441338
us_000586585,0.302743, 0.441898
us_000548546,0.302743, 0.442041
us_000488586,0.302743, 0.442640
us_000539559,0.302743, 0.443183
us_000526626,0.302743, 0.443448
us_000509138,0.302743, 0.443968
us_000497909,0.302743, 0.444509
us_000527992,0.302743, 0.444582
us_000492220,0.302743, 0.445046
us_000387641,0.302743, 0.445169
us_000494552,0.302743, 0.446032
us_000497403,0.302743, 0.446198
us_000523299,0.302743, 0.446462
us_000498025,0.302743, 0.447844
us_000565896,0.302743, 0.448273
us_000586375,0.302743, 0.448991
us_000535008,0.302743, 0.449029
us_000526621,0.302743, 0.449255
us_000520504,0.302743, 0.449853
us_000543813,0.302743, 0.450233
us_000495692,0.302743, 0.450566
us_000471022,0.302743, 0.450802
us_000496025,0.302743, 0.450878
us_000498004,0.302743, 0.451080
us_000597212,0.302743, 0.451992
us_000467561,0.302743, 0.452812
us_000526351,0.302743, 0.455217
us_000542716,0.302743, 0.455945
us_000500729,0.302743, 0.456928
us_000527940,0.302743, 0.457386
us_000503060,0.302743, 0.457386
us_000520505,0.302743, 0.457544
us_000409453,0.302743, 0.458407
us_000516341,0.302743, 0.458771
us_000540642,0.302743, 0.458771
us_000538653,0.302743, 0.458771
us_000508072,0.302743, 0.458771
us_000503606,0.302743, 0.458771
us_000496834,0.302743, 0.460076
us_000539609,0.302743, 0.460133
us_000523513,0.302743, 0.461227
us_000493766,0.302743, 0.461293
us_000499616,0.302743, 0.461832
us_000482778,0.302743, 0.462225
us_000522168,0.302743, 0.462326
us_000530233,0.302743, 0.462376
us_000549153,0.302743, 0.462588
us_000538657,0.302743, 0.463687
us_000491971,0.302743, 0.463816
us_000484095,0.302743, 0.463939
us_000495803,0.302743, 0.463967
us_000493427,0.302743, 0.464014
us_000478934,0.302743, 0.464019
us_000524118,0.302743, 0.464595
us_000354172,0.302743, 0.465057
us_000479990,0.302743, 0.465651
us_000540774,0.302743, 0.466023
us_000478927,0.302743, 0.466023
us_000536353,0.302743, 0.466599
us_000514136,0.302743, 0.466604
us_000521467,0.302743, 0.466805
us_000485545,0.302743, 0.467549
us_000531840,0.302743, 0.467987
us_000479668,0.302743, 0.468232
us_000582772,0.302743, 0.468409
us_000490815,0.302743, 0.468843
us_000544234,0.302743, 0.468887
us_000513196,0.302743, 0.469393
us_000479816,0.302743, 0.469393
us_000526799,0.302743, 0.469393
us_000510284,0.302743, 0.469393
us_000586235,0.302743, 0.470771
us_000502803,0.302743, 0.470820
us_000548406,0.302743, 0.470820
us_000524806,0.302743, 0.470820
us_000538923,0.302743, 0.470820
us_000526286,0.302743, 0.470820
us_000556170,0.302743, 0.470820
us_000507476,0.302743, 0.470820
us_000521063,0.302743, 0.472072
us_000553786,0.302743, 0.472270
us_000505050,0.302743, 0.472270
us_000545888,0.302743, 0.472270
us_000549427,0.302743, 0.472270
us_000485118,0.302743, 0.472270
us_000480153,0.302743, 0.472270
us_000478320,0.302743, 0.472270
us_000543674,0.302743, 0.472270
us_000482823,0.302743, 0.472270
us_000497221,0.302743, 0.472270
us_000577682,0.302743, 0.472596
us_000539570,0.302743, 0.472863
us_000526511,0.302743, 0.473504
us_000513121,0.302743, 0.473633
us_000560992,0.302743, 0.473919
us_000513272,0.302743, 0.474377
us_000494598,0.302743, 0.474678
us_000549125,0.302743, 0.475450
us_000527792,0.302743, 0.475481
us_000510058,0.302743, 0.476022
us_000526397,0.302743, 0.476882
us_000485535,0.302743, 0.477584
us_000489751,0.302743, 0.478195
us_000546286,0.302743, 0.478776
pr_000693751,0.302743, 0.478805
us_000463802,0.302743, 0.479755
us_000516939,0.302743, 0.479853
us_000489704,0.302743, 0.479944
us_000590170,0.302743, 0.480722
us_000542314,0.302743, 0.481083
us_000556120,0.302743, 0.481436
us_000549797,0.302743, 0.481436
us_000508102,0.302743, 0.481436
us_000577539,0.302743, 0.483606
us_000481269,0.302743, 0.483620
us_000545831,0.302743, 0.484669
us_000545839,0.302743, 0.484669
us_000533471,0.302743, 0.484669
us_000535078,0.302743, 0.485321
us_000467108,0.302743, 0.488905
us_000502758,0.302743, 0.490089
us_000477797,0.302743, 0.490512
us_000520627,0.302743, 0.490555
us_000524934,0.302743, 0.493129
us_000528087,0.302743, 0.495499
us_000535570,0.302743, 0.495903
us_000520503,0.302743, 0.497673
us_000535694,0.302743, 0.502490
us_000481227,0.302743, 0.502594
us_000500750,0.302743, 0.502633
us_000478456,0.302743, 0.505845
us_000497942,0.302743, 0.506949
us_000148462,0.302743, 0.508921
us_000521673,0.302743, 0.514641
us_000499738,0.302743, 0.522489
us_000481219,0.302743, 0.523305
us_000478458,0.302743, 0.523456
us_000524135,0.302743, 0.525225
us_000481129,0.302743, 0.531050
us_000472862,0.302743, 0.536788
us_000536060,0.302743, 0.539037
us_000592392,0.302743, 0.544441
us_000579287,0.302743, 0.548183
us_000522853,0.302743, 0.560190
us_000506026,0.302743, 0.568484
us_000473193,0.302743, 0.594672
us_000473125,0.302743, 0.621482
us_000531599,0.302743, 0.625234
us_000486454,0.302743, 0.683428
us_000403370,0.302743, 0.685924
us_000558742,0.302743, 0.698820
us_000519670,0.302743, 1.087414
us_000480272,0.300325, 0.000000
us_000461149,0.300325, 0.000000
us_000482656,0.300325, 0.000000
us_000462397,0.300325, 0.000000
us_000462568,0.300325, 0.000000
us_000350284,0.300325, 0.000000
us_000497456,0.300325, 0.000007
us_000485162,0.300325, 0.000007
us_000524669,0.300325, 0.000007
us_000480774,0.300325, 0.000007
us_000520923,0.300325, 0.000007
us_000567080,0.300325, 0.000007
us_000535937,0.300325, 0.000007
us_000610087,0.300325, 0.000007
us_000568290,0.300325, 0.000007
us_000568069,0.300325, 0.000007
us_000478585,0.300325, 0.000007
us_000533579,0.300325, 0.000007
us_000513295,0.300325, 0.000007
us_000565249,0.300325, 0.000007
us_000542417,0.300325, 0.000013
us_000489534,0.300325, 0.000069
us_000555885,0.300325, 0.000419
us_000511506,0.300325, 0.000625
us_000554859,0.300325, 0.001004
us_000560608,0.300325, 0.001287
us_000483521,0.300325, 0.004225
us_000547822,0.300325, 0.007216
us_000534139,0.300325, 0.134634
us_000557949,0.176940, 0.000000
us_000568250,0.176940, 0.000000
pr_001638070,0.176940, 0.000005
pr_001663146,0.176940, 0.000008
pr_000978070,0.176940, 0.000008
us_000552144,0.176940, 0.000017
us_000474830,0.176940, 0.000023
us_000552962,0.176940, 0.000091
us_000587794,0.176940, 0.000103
us_000569159,0.176940, 0.000121
us_000612683,0.176940, 0.000307
us_000599639,0.176940, 0.000446
pr_001151013,0.176940, 0.000564
us_000616334,0.176940, 0.000590
us_000604682,0.176940, 0.000631
us_000471780,0.176940, 0.000666
us_000482311,0.176940, 0.000895
us_000596442,0.176940, 0.001369
pr_000840697,0.176940, 0.001489
us_000513684,0.176940, 0.002087
us_000150652,0.176940, 0.002332
us_000472911,0.176940, 0.002448
us_000595413,0.176940, 0.002625
us_000492381,0.176940, 0.006371
us_000481187,0.176940, 0.023865
us_000507504,0.176940, 0.050733
us_000591371,0.176940, 0.077025
us_000503663,0.176940, 0.094804
us_000549927,0.176940, 0.339660
us_000564680,0.176940, 0.628574
us_000558737,0.176940, 0.635654
us_000546044,0.176940, 0.636565
us_000499473,0.176940, 0.641393
us_000598354,0.176940, 0.642125
us_000563918,0.176940, 0.642570
us_000565049,0.176940, 0.649249
us_000466472,0.176940, 0.653613
us_000570908,0.176940, 0.655337
us_000488572,0.176940, 0.656270
us_000576296,0.176940, 0.659906
us_000576281,0.176940, 0.660457
us_000615546,0.176940, 0.662532
us_000576169,0.176940, 0.665213
us_000598081,0.176940, 0.753769
us_000576502,0.176940, 0.775516
us_000567363,0.148030, 0.000000
us_000069239,0.148030, 0.000000
pr_000812905,0.148030, 0.000000
pr_001773409,0.148030, 0.000000
us_000489930,0.148030, 0.000001
us_000529593,0.148030, 0.000301
us_000565773,0.148030, 0.000327
pr_000817907,0.148030, 0.000436
pr_000922937,0.148030, 0.000629
us_000571765,0.148030, 0.011614
us_000605806,0.148030, 0.044638
us_000297873,0.148030, 0.065284
us_000096298,0.148030, 0.166985
us_000393608,0.148030, 0.188286
us_000471595,0.148030, 0.208394
us_000463326,0.148030, 0.234211
us_000534186,0.148030, 0.238536
us_000609102,0.148030, 0.249568
us_000521905,0.148030, 0.253764
us_000528334,0.148030, 0.254010
us_000496201,0.148030, 0.256390
us_000478719,0.148030, 0.270730
us_000549223,0.148030, 0.280721
us_000495131,0.148030, 0.282164
us_000488947,0.148030, 0.287398
us_000606339,0.148030, 0.293468
us_000574178,0.148030, 0.295328
us_000564835,0.148030, 0.297203
us_000479775,0.148030, 0.300476
us_000335013,0.148030, 0.300588
us_000557101,0.148030, 0.302569
us_000471428,0.148030, 0.302607
us_000475407,0.148030, 0.306028
us_000523159,0.148030, 0.308856
us_000488130,0.148030, 0.309459
us_000553697,0.148030, 0.310535
us_000559623,0.148030, 0.310801
us_000472086,0.148030, 0.313941
us_000532800,0.148030, 0.315782
us_000494020,0.148030, 0.319211
us_000560135,0.148030, 0.320099
us_000475465,0.148030, 0.320790
us_000246247,0.148030, 0.322302
us_000524363,0.148030, 0.323448
us_000484074,0.148030, 0.324835
us_000249421,0.148030, 0.325022
us_000514972,0.148030, 0.325884
us_000547055,0.148030, 0.326719
us_000537519,0.148030, 0.327012
us_000613220,0.148030, 0.328038
us_000538970,0.148030, 0.328315
us_000464214,0.148030, 0.329612
us_000525442,0.148030, 0.334370
us_000464286,0.148030, 0.334548
us_000574176,0.148030, 0.334599
us_000542091,0.148030, 0.334688
us_000562985,0.148030, 0.334844
us_000593514,0.148030, 0.335606
us_000471607,0.148030, 0.335751
us_000530341,0.148030, 0.336070
us_000606959,0.148030, 0.336219
us_000497416,0.148030, 0.337453
us_000511215,0.148030, 0.337730
us_000494468,0.148030, 0.340504
us_000501527,0.148030, 0.343087
us_000486488,0.148030, 0.344158
us_000476744,0.148030, 0.344350
us_000538756,0.148030, 0.345141
pr_000703204,0.148030, 0.345249
us_000609300,0.148030, 0.345784
us_000559129,0.148030, 0.346067
us_000580377,0.148030, 0.346200
us_000532567,0.148030, 0.346932
us_000556097,0.148030, 0.346945
us_000495144,0.148030, 0.347062
us_000514024,0.148030, 0.347163
us_000516610,0.148030, 0.347371
us_000565370,0.148030, 0.347756
us_000472346,0.148030, 0.348325
us_000525071,0.148030, 0.348525
us_000507616,0.148030, 0.348612
us_000532806,0.148030, 0.348665
us_000536009,0.148030, 0.348894
us_000270439,0.148030, 0.349960
us_000501479,0.148030, 0.350251
us_000520836,0.148030, 0.350427
us_000474609,0.148030, 0.350552
us_000595624,0.148030, 0.350785
us_000513299,0.148030, 0.350931
us_000252057,0.148030, 0.350978
us_000493144,0.148030, 0.351192
us_000545030,0.148030, 0.351681
us_000233454,0.148030, 0.351729
us_000477339,0.148030, 0.351870
us_000534224,0.148030, 0.352635
us_000602382,0.148030, 0.352721
us_000475998,0.148030, 0.352756
us_000553039,0.148030, 0.353418
us_000541739,0.148030, 0.354269
us_000490231,0.148030, 0.354626
us_000476918,0.148030, 0.354853
us_000484088,0.148030, 0.355171
us_000485737,0.148030, 0.355460
us_000463083,0.148030, 0.355741
us_000471287,0.148030, 0.355787
us_000577832,0.148030, 0.356362
us_000564801,0.148030, 0.356412
us_000606465,0.148030, 0.356464
us_000593306,0.148030, 0.356808
us_000614539,0.148030, 0.357494
us_000549926,0.148030, 0.357873
us_000582069,0.148030, 0.357961
us_000530301,0.148030, 0.358373
us_000546527,0.148030, 0.358530
us_000541779,0.148030, 0.358616
us_000471930,0.148030, 0.358620
us_000612314,0.148030, 0.359246
us_000488114,0.148030, 0.359253
us_000536107,0.148030, 0.359315
us_000498063,0.148030, 0.359616
us_000592575,0.148030, 0.359983
us_000541377,0.148030, 0.360014
us_000474104,0.148030, 0.360435
us_000474926,0.148030, 0.360879
us_000465636,0.148030, 0.361297
us_000503382,0.148030, 0.361337
us_000541634,0.148030, 0.361505
us_000518435,0.148030, 0.361618
us_000489876,0.148030, 0.361732
us_000564308,0.148030, 0.362128
us_000538724,0.148030, 0.362734
us_000485274,0.148030, 0.362744
us_000559683,0.148030, 0.362799
us_000486549,0.148030, 0.362839
us_000516169,0.148030, 0.362903
us_000493505,0.148030, 0.363096
us_000526967,0.148030, 0.363225
us_000499762,0.148030, 0.363295
us_000553305,0.148030, 0.363425
us_000555911,0.148030, 0.364050
us_000598315,0.148030, 0.364199
us_000541576,0.148030, 0.364555
us_000607829,0.148030, 0.364705
us_000520161,0.148030, 0.364758
us_000606005,0.148030, 0.364764
us_000536551,0.148030, 0.365829
us_000577683,0.148030, 0.365954
us_000537409,0.148030, 0.366021
us_000496782,0.148030, 0.366044
us_000503488,0.148030, 0.366254
us_000524500,0.148030, 0.366261
us_000478483,0.148030, 0.366321
us_000568771,0.148030, 0.366454
us_000479710,0.148030, 0.366655
us_000535986,0.148030, 0.366683
us_000480926,0.148030, 0.366848
us_000551928,0.148030, 0.366983
us_000507608,0.148030, 0.367209
us_000540902,0.148030, 0.367323
us_000478556,0.148030, 0.367785
us_000521907,0.148030, 0.367972
us_000482672,0.148030, 0.368451
us_000491212,0.148030, 0.368830
us_000597183,0.148030, 0.369115
us_000541643,0.148030, 0.369173
us_000582950,0.148030, 0.369254
us_000569291,0.148030, 0.369711
us_000583027,0.148030, 0.370026
us_000477114,0.148030, 0.370048
us_000520603,0.148030, 0.370091
us_000537321,0.148030, 0.370093
us_000531938,0.148030, 0.370547
us_000476569,0.148030, 0.370731
us_000543610,0.148030, 0.370751
us_000477660,0.148030, 0.370788
us_000521908,0.148030, 0.371097
us_000520717,0.148030, 0.371113
us_000609498,0.148030, 0.371123
us_000548042,0.148030, 0.371338
us_000553140,0.148030, 0.371411
us_000545390,0.148030, 0.371472
us_000504274,0.148030, 0.371529
us_000538498,0.148030, 0.371529
us_000504384,0.148030, 0.371627
us_000570866,0.148030, 0.371645
us_000494627,0.148030, 0.371861
us_000536629,0.148030, 0.371861
us_000537728,0.148030, 0.371891
us_000553142,0.148030, 0.371922
us_000520783,0.148030, 0.371989
us_000508143,0.148030, 0.372050
us_000491441,0.148030, 0.372277
us_000549596,0.148030, 0.372533
us_000471522,0.148030, 0.372545
us_000602357,0.148030, 0.372690
us_000488862,0.148030, 0.372851
us_000609089,0.148030, 0.372851
us_000537253,0.148030, 0.372851
us_000615863,0.148030, 0.372959
us_000572395,0.148030, 0.372959
us_000472794,0.148030, 0.373048
us_000489674,0.148030, 0.373069
us_000491462,0.148030, 0.373269
us_000483965,0.148030, 0.373303
us_000490155,0.148030, 0.373332
us_000508864,0.148030, 0.373366
us_000549515,0.148030, 0.373368
us_000485022,0.148030, 0.373395
us_000202040,0.148030, 0.373475
us_000606338,0.148030, 0.373559
us_000601218,0.148030, 0.373559
us_000538225,0.148030, 0.373559
us_000480623,0.148030, 0.373559
us_000549674,0.148030, 0.373559
us_000513587,0.148030, 0.373574
us_000514021,0.148030, 0.373627
us_000256764,0.148030, 0.373665
us_000587775,0.148030, 0.373674
us_000582388,0.148030, 0.373730
us_000537273,0.148030, 0.373940
us_000494028,0.148030, 0.374085
us_000477372,0.148030, 0.374240
us_000507522,0.148030, 0.374337
us_000520882,0.148030, 0.374339
us_000554809,0.148030, 0.374823
us_000575497,0.148030, 0.374944
us_000613750,0.148030, 0.374944
us_000484133,0.148030, 0.374944
us_000483986,0.148030, 0.374964
us_000605615,0.148030, 0.375107
us_000600779,0.148030, 0.375563
us_000583806,0.148030, 0.375580
us_000496237,0.148030, 0.375625
us_000574505,0.148030, 0.375716
us_000583748,0.148030, 0.375716
us_000579378,0.148030, 0.375716
us_000583638,0.148030, 0.375716
us_000593801,0.148030, 0.375716
us_000574969,0.148030, 0.375970
us_000536578,0.148030, 0.375970
us_000538799,0.148030, 0.375970
us_000538769,0.148030, 0.375970
us_000587878,0.148030, 0.375970
us_000488218,0.148030, 0.375970
us_000573688,0.148030, 0.375970
us_000538800,0.148030, 0.375970
us_000555555,0.148030, 0.375970
us_000587819,0.148030, 0.375970
us_000594831,0.148030, 0.375970
us_000578120,0.148030, 0.375970
us_000594866,0.148030, 0.375970
us_000594923,0.148030, 0.375970
us_000574086,0.148030, 0.375970
us_000612111,0.148030, 0.375970
us_000582663,0.148030, 0.375970
us_000607811,0.148030, 0.375970
us_000587786,0.148030, 0.375970
us_000541333,0.148030, 0.376021
us_000544979,0.148030, 0.376091
us_000484023,0.148030, 0.376198
us_000390777,0.148030, 0.376570
us_000601611,0.148030, 0.376704
us_000537517,0.148030, 0.376742
us_000541708,0.148030, 0.376764
us_000508888,0.148030, 0.376856
us_000499871,0.148030, 0.376979
us_000547906,0.148030, 0.376994
us_000547408,0.148030, 0.377011
us_000513048,0.148030, 0.377050
us_000490116,0.148030, 0.377459
us_000487718,0.148030, 0.377867
us_000514334,0.148030, 0.377867
us_000537408,0.148030, 0.377867
us_000544693,0.148030, 0.377867
us_000554092,0.148030, 0.377904
us_000493531,0.148030, 0.377942
us_000563510,0.148030, 0.377996
us_000414492,0.148030, 0.378069
us_000542522,0.148030, 0.378170
us_000503583,0.148030, 0.378365
us_000520083,0.148030, 0.378372
us_000616506,0.148030, 0.378575
us_000538679,0.148030, 0.378766
us_000613000,0.148030, 0.378766
us_000541278,0.148030, 0.378937
us_000479321,0.148030, 0.378947
us_000607263,0.148030, 0.379133
us_000477697,0.148030, 0.379186
us_000494441,0.148030, 0.379352
us_000584977,0.148030, 0.379698
us_000477385,0.148030, 0.379874
us_000522989,0.148030, 0.379955
us_000528340,0.148030, 0.380157
us_000500914,0.148030, 0.380159
us_000479754,0.148030, 0.380210
us_000544720,0.148030, 0.380299
us_000573990,0.148030, 0.380502
us_000606341,0.148030, 0.380554
us_000593469,0.148030, 0.380991
us_000472600,0.148030, 0.381108
us_000524226,0.148030, 0.381183
us_000487412,0.148030, 0.381183
us_000534698,0.148030, 0.381183
us_000589836,0.148030, 0.381258
us_000552848,0.148030, 0.381337
us_000583288,0.148030, 0.381531
us_000472174,0.148030, 0.381634
us_000551941,0.148030, 0.381704
us_000521898,0.148030, 0.381949
us_000091423,0.148030, 0.382144
us_000498738,0.148030, 0.382547
us_000476554,0.148030, 0.382660
us_000530999,0.148030, 0.382733
us_000206236,0.148030, 0.382939
us_000536511,0.148030, 0.383142
us_000241574,0.148030, 0.383241
us_000493112,0.148030, 0.383647
us_000517301,0.148030, 0.383884
us_000517164,0.148030, 0.383998
us_000118363,0.148030, 0.384304
us_000584972,0.148030, 0.384354
us_000527732,0.148030, 0.384795
us_000519695,0.148030, 0.384833
us_000540111,0.148030, 0.384957
us_000510749,0.148030, 0.384957
us_000482856,0.148030, 0.385086
us_000548004,0.148030, 0.385338
us_000526793,0.148030, 0.385368
us_000522737,0.148030, 0.385628
us_000603039,0.148030, 0.385667
us_000484499,0.148030, 0.385803
us_000541908,0.148030, 0.385859
us_000522999,0.148030, 0.385859
us_000546945,0.148030, 0.385859
us_000497722,0.148030, 0.385895
us_000559625,0.148030, 0.386262
us_000479895,0.148030, 0.386273
us_000525632,0.148030, 0.386315
us_000551295,0.148030, 0.386372
us_000486025,0.148030, 0.386372
us_000570660,0.148030, 0.386703
us_000553788,0.148030, 0.386829
us_000500967,0.148030, 0.387150
us_000470229,0.148030, 0.387186
us_000498619,0.148030, 0.387398
us_000482876,0.148030, 0.387398
us_000482505,0.148030, 0.387398
us_000493070,0.148030, 0.387398
us_000492057,0.148030, 0.387398
us_000537254,0.148030, 0.387909
us_000510965,0.148030, 0.387969
us_000477518,0.148030, 0.387969
us_000544871,0.148030, 0.387969
us_000527355,0.148030, 0.387969
us_000479435,0.148030, 0.387969
us_000508990,0.148030, 0.387969
us_000561302,0.148030, 0.388150
us_000478651,0.148030, 0.388835
us_000543878,0.148030, 0.388853
us_000185552,0.148030, 0.389096
us_000502909,0.148030, 0.389096
us_000491339,0.148030, 0.389140
us_000484461,0.148030, 0.389276
us_000544272,0.148030, 0.389313
us_000500209,0.148030, 0.389824
us_000538411,0.148030, 0.389824
us_000548405,0.148030, 0.389824
us_000534569,0.148030, 0.389824
us_000520516,0.148030, 0.389824
us_000499260,0.148030, 0.389824
us_000567366,0.148030, 0.389824
us_000516299,0.148030, 0.389824
us_000534683,0.148030, 0.389824
us_000514073,0.148030, 0.389824
us_000604756,0.148030, 0.389964
us_000531699,0.148030, 0.390144
us_000508443,0.148030, 0.390433
us_000498648,0.148030, 0.390447
us_000500130,0.148030, 0.390547
us_000516849,0.148030, 0.390628
us_000472015,0.148030, 0.390628
us_000479890,0.148030, 0.390628
us_000535566,0.148030, 0.390628
us_000546207,0.148030, 0.390628
us_000555474,0.148030, 0.390628
us_000541771,0.148030, 0.390628
us_000548404,0.148030, 0.390628
us_000483151,0.148030, 0.390628
us_000545094,0.148030, 0.390628
us_000478337,0.148030, 0.390628
us_000548149,0.148030, 0.390628
us_000483164,0.148030, 0.390628
us_000510653,0.148030, 0.390628
us_000520232,0.148030, 0.390628
us_000462707,0.148030, 0.390791
us_000492992,0.148030, 0.390799
us_000487288,0.148030, 0.390955
us_000609638,0.148030, 0.391274
us_000557494,0.148030, 0.391454
us_000536584,0.148030, 0.391597
us_000516339,0.148030, 0.391677
us_000478532,0.148030, 0.391925
us_000503527,0.148030, 0.392090
us_000554942,0.148030, 0.392190
us_000537202,0.148030, 0.392277
us_000536853,0.148030, 0.392302
us_000536854,0.148030, 0.392302
us_000527840,0.148030, 0.392617
us_000527225,0.148030, 0.392624
us_000566398,0.148030, 0.392785
us_000517958,0.148030, 0.392785
us_000539185,0.148030, 0.392785
us_000609579,0.148030, 0.393116
us_000504903,0.148030, 0.393173
us_000478636,0.148030, 0.393216
us_000489529,0.148030, 0.393216
us_000565636,0.148030, 0.393811
us_000603987,0.148030, 0.393811
us_000480084,0.148030, 0.393811
us_000548562,0.148030, 0.393811
us_000526270,0.148030, 0.394006
us_000479915,0.148030, 0.394012
us_000497269,0.148030, 0.394012
us_000483389,0.148030, 0.394066
us_000543673,0.148030, 0.394066
us_000532024,0.148030, 0.394066
us_000513111,0.148030, 0.394066
us_000474840,0.148030, 0.394239
us_000595562,0.148030, 0.394245
us_000533624,0.148030, 0.394418
us_000495313,0.148030, 0.394497
us_000556235,0.148030, 0.394595
us_000504921,0.148030, 0.394981
us_000531593,0.148030, 0.394981
us_000553984,0.148030, 0.394981
us_000478798,0.148030, 0.394981
us_000524144,0.148030, 0.394981
us_000521611,0.148030, 0.394981
us_000485255,0.148030, 0.394981
us_000550602,0.148030, 0.394981
us_000532217,0.148030, 0.395016
us_000478784,0.148030, 0.395207
us_000559553,0.148030, 0.395694
us_000549809,0.148030, 0.395918
us_000549714,0.148030, 0.395918
us_000497390,0.148030, 0.395918
us_000507493,0.148030, 0.395918
us_000556135,0.148030, 0.395918
us_000514123,0.148030, 0.395918
us_000534727,0.148030, 0.395918
us_000487671,0.148030, 0.395918
us_000483939,0.148030, 0.395983
us_000464280,0.148030, 0.396042
us_000480105,0.148030, 0.396042
us_000523625,0.148030, 0.396042
us_000558875,0.148030, 0.396042
us_000538007,0.148030, 0.396042
us_000473003,0.148030, 0.396042
us_000604543,0.148030, 0.396042
us_000601309,0.148030, 0.396138
us_000538504,0.148030, 0.396335
us_000546325,0.148030, 0.396877
us_000541421,0.148030, 0.396877
us_000543837,0.148030, 0.396877
us_000499194,0.148030, 0.396877
us_000493185,0.148030, 0.396877
us_000549862,0.148030, 0.396877
