Product ID : 992 # of JPs covered : 1 : 232 : ERISA Litigation, 
us_000518173,0.366877, 1.956269
us_000521541,0.366877, 2.111723
us_000519182,0.343923, 0.000004
pr_002052258,0.343923, 0.000010
pr_000410567,0.343923, 0.000232
us_000500668,0.343923, 0.000990
us_000596158,0.343923, 0.013424
us_000501734,0.343923, 0.031248
us_000478295,0.343923, 1.550014
us_000480110,0.343923, 2.020654
us_000507274,0.343923, 2.049726
us_000520316,0.343923, 2.093015
us_000477816,0.343923, 2.125984
us_000485813,0.205610, 0.000000
us_000475127,0.205610, 0.000000
us_000488042,0.205610, 0.000111
us_000474447,0.205610, 0.000111
us_000604960,0.205610, 0.000668
us_000584632,0.205610, 0.001333
us_000563454,0.205610, 1.253696
us_000409714,0.205610, 1.270866
us_000498342,0.205610, 1.274581
us_000544703,0.205610, 1.286093
us_000206873,0.205610, 1.288934
us_000484204,0.205610, 1.294463
us_000552372,0.205610, 1.308626
us_000447593,0.205610, 1.312938
us_000480401,0.205610, 1.313877
us_000613028,0.205610, 1.315337
us_000617506,0.205610, 1.315611
us_000589496,0.205610, 1.318101
us_000528347,0.205610, 1.318339
us_000477026,0.205610, 1.319884
us_000478495,0.205610, 1.322347
us_000526533,0.205610, 1.335332
us_000483781,0.205610, 1.335405
us_000591824,0.205610, 1.338411
us_000517658,0.205610, 1.339135
us_000481874,0.205610, 1.340552
us_000604616,0.205610, 1.345332
us_000510148,0.205610, 1.347705
us_000482642,0.205610, 1.347727
us_000481757,0.205610, 1.347961
us_000527911,0.205610, 1.348675
us_000607056,0.205610, 1.351118
us_000591068,0.205610, 1.351607
us_000481639,0.205610, 1.353354
us_000493760,0.205610, 1.355018
us_000518586,0.205610, 1.355641
us_000606356,0.205610, 1.355727
us_000546115,0.205610, 1.358476
us_000473796,0.205610, 1.359824
us_000563277,0.205610, 1.361462
us_000554494,0.205610, 1.364870
us_000559828,0.205610, 1.366244
us_000499627,0.205610, 1.367979
us_000517133,0.205610, 1.368996
us_000469768,0.205610, 1.377139
us_000469401,0.205610, 1.377693
us_000606086,0.205610, 1.377983
us_000193254,0.205610, 1.378487
us_000359928,0.205610, 1.378498
us_000481851,0.205610, 1.378638
us_000481168,0.205610, 1.378638
us_000481802,0.205610, 1.378638
us_000589706,0.205610, 1.379373
us_000458983,0.205610, 1.379381
us_000579401,0.205610, 1.380614
us_000529079,0.205610, 1.383227
us_000505914,0.205610, 1.385659
us_000589403,0.205610, 1.386693
us_000482745,0.205610, 1.387773
us_000499342,0.205610, 1.387773
us_000482824,0.205610, 1.387773
us_000481751,0.205610, 1.387773
us_000499511,0.205610, 1.387773
us_000481747,0.205610, 1.391428
us_000493041,0.205610, 1.396621
us_000613609,0.205610, 1.408215
us_000482837,0.205610, 1.424150
us_000591998,0.205610, 1.427095
us_000482843,0.205610, 1.437905
us_000588169,0.205610, 1.473544
us_000526295,0.205610, 1.540064
us_000510348,0.195961, 0.000000
us_000547884,0.195961, 0.000000
pr_000915826,0.195961, 0.000001
pr_000909723,0.195961, 0.000001
pr_000707006,0.195961, 0.000001
pr_001079016,0.195961, 0.000002
pr_000786271,0.195961, 0.000002
pr_001413167,0.195961, 0.000002
pr_001748304,0.195961, 0.000004
pr_001647711,0.195961, 0.000004
pr_001011588,0.195961, 0.000004
pr_000923956,0.195961, 0.000004
pr_000942654,0.195961, 0.000006
pr_001922355,0.195961, 0.000007
pr_000929640,0.195961, 0.000007
pr_000810507,0.195961, 0.000013
pr_001928680,0.195961, 0.000035
pr_000879253,0.195961, 0.000042
pr_001947034,0.195961, 0.000062
pr_000709869,0.195961, 0.000069
pr_000842837,0.195961, 0.000077
pr_000735153,0.195961, 0.000109
pr_000948458,0.195961, 0.000261
pr_000228660,0.195961, 0.001048
pr_000168994,0.195961, 0.001978
pr_000335899,0.195961, 0.002053
pr_000752172,0.195961, 0.004416
us_000537976,0.195961, 0.012576
pr_000838195,0.195961, 0.021874
pr_000641879,0.195961, 0.022757
us_000504093,0.195961, 0.827569
us_000486446,0.195961, 1.052866
us_000459255,0.195961, 1.100320
us_000459014,0.195961, 1.127559
us_000459217,0.195961, 1.129640
us_000466235,0.195961, 1.161066
us_000378787,0.195961, 1.166800
us_000473310,0.195961, 1.181775
us_000466216,0.195961, 1.213829
us_000468266,0.195961, 1.233720
us_000474126,0.195961, 1.240872
us_000459035,0.195961, 1.246929
us_000257180,0.195961, 1.261801
us_000292885,0.195961, 1.278708
us_000473578,0.195961, 1.280168
us_000466147,0.195961, 1.285454
us_000460359,0.195961, 3.163280
pr_000980705,0.131621, 0.000000
pr_001024582,0.131621, 0.000000
pr_000911638,0.131621, 0.000000
pr_000268646,0.131621, 0.000000
pr_000023064,0.131621, 0.000002
pr_000592725,0.131621, 0.000102
us_000521104,0.131621, 0.010090
us_000488075,0.131621, 0.013133
us_000547370,0.131621, 0.481796
us_000491690,0.131621, 0.513078
pr_000122884,0.059470, 0.000002
us_000207891,0.059470, 0.000135
us_000504960,0.059470, 0.000222
pr_000188986,0.059470, 0.000601
us_000552954,0.059470, 0.000666
us_000538952,0.059470, 0.000994
us_000537578,0.059470, 0.000994
us_000553287,0.059470, 0.000994
us_000526457,0.059470, 0.001450
us_000534110,0.059470, 0.002403
us_000515004,0.059470, 0.012641
us_000482096,0.059470, 0.509054
us_000450693,0.059470, 0.538697
us_000470287,0.059470, 0.550365
us_000469187,0.059470, 0.551416
us_000246237,0.059470, 0.572278
us_000462904,0.059470, 0.572521
us_000470041,0.059470, 0.574923
us_000094821,0.059470, 0.576866
us_000497406,0.059470, 0.584087
us_000468485,0.059470, 0.593835
us_000481801,0.059470, 0.596078
us_000099005,0.059470, 0.596414
us_000474342,0.059470, 0.596977
us_000047394,0.059470, 0.606756
us_000487214,0.059470, 0.607250
us_000296837,0.059470, 0.607250
us_000468285,0.059470, 0.607250
us_000048180,0.059470, 0.607250
us_000505544,0.059470, 0.607250
us_000536738,0.059470, 0.607682
us_000486512,0.059470, 0.614209
us_000495153,0.059470, 0.618475
us_000303465,0.059470, 0.629187
us_000536759,0.059470, 0.631820
us_000460417,0.059470, 0.637756
us_000470091,0.059470, 0.663879
us_000465775,0.059470, 0.666892
us_000473964,0.059470, 0.712296
us_000486695,0.059470, 0.794369
us_000497214,0.059470, 0.797044
us_000178383,0.059470, 0.884495
us_000303674,0.059470, 0.944353
us_000593829,0.059470, 0.997867
us_000467667,0.059470, 1.329818
us_000487479,0.059470, 1.682760
us_000466349,0.038393, 0.000000
us_000473790,0.038393, 0.000000
us_000463768,0.038393, 0.000001
us_000303709,0.038393, 0.000001
us_000469486,0.038393, 0.000001
us_000156841,0.038393, 0.000001
us_000573020,0.038393, 0.000001
us_000573909,0.038393, 0.000004
pr_000079608,0.038393, 0.000005
us_000585605,0.038393, 0.000007
us_000573140,0.038393, 0.000007
pr_000404829,0.038393, 0.000012
us_000598793,0.038393, 0.000033
us_000598440,0.038393, 0.000037
us_000534300,0.038393, 0.000037
us_000576189,0.038393, 0.000049
us_000608716,0.038393, 0.000050
us_000544181,0.038393, 0.000051
us_000512876,0.038393, 0.000085
us_000573007,0.038393, 0.000086
us_000494197,0.038393, 0.000125
us_000594162,0.038393, 0.000132
us_000575666,0.038393, 0.000174
us_000609677,0.038393, 0.000174
us_000612610,0.038393, 0.000174
us_000575638,0.038393, 0.000206
us_000614323,0.038393, 0.000271
us_000520852,0.038393, 0.000400
us_000558119,0.038393, 0.000528
us_000560624,0.038393, 0.000532
pr_000781312,0.038393, 0.000624
us_000484931,0.038393, 0.000649
us_000530829,0.038393, 0.000754
us_000475082,0.038393, 0.000984
us_000481981,0.038393, 0.001000
pr_000870990,0.038393, 0.001134
pr_000995910,0.038393, 0.001145
pr_000761767,0.038393, 0.001159
us_000521308,0.038393, 0.001175
us_000475344,0.038393, 0.001194
us_000237905,0.038393, 0.001427
pr_000730660,0.038393, 0.001797
us_000495681,0.038393, 0.001920
us_000495704,0.038393, 0.002281
us_000572819,0.038393, 0.002359
pr_000711305,0.038393, 0.003005
us_000549721,0.038393, 0.003012
us_000574915,0.038393, 0.005378
us_000610683,0.038393, 0.005594
us_000502361,0.038393, 0.005897
us_000543719,0.038393, 0.005915
us_000472188,0.038393, 0.006003
us_000601388,0.038393, 0.006239
us_000564569,0.038393, 0.006273
us_000479599,0.038393, 0.006453
us_000528302,0.038393, 0.006713
us_000570784,0.038393, 0.007103
us_000465483,0.038393, 0.007738
us_000609973,0.038393, 0.008252
us_000615727,0.038393, 0.008633
us_000481122,0.038393, 0.008743
us_000208453,0.038393, 0.009089
us_000583919,0.038393, 0.009421
us_000547523,0.038393, 0.010015
us_000474721,0.038393, 0.011572
us_000471996,0.038393, 0.012203
us_000571530,0.038393, 0.013782
us_000490785,0.038393, 0.015482
us_000518590,0.038393, 0.016845
us_000484163,0.038393, 0.017634
us_000509451,0.038393, 0.021863
us_000476752,0.038393, 0.022566
us_000542371,0.038393, 0.022673
us_000530143,0.038393, 0.023960
us_000482129,0.038393, 0.025483
us_000559945,0.038393, 0.030250
us_000535249,0.038393, 0.030439
us_000532629,0.038393, 0.030603
us_000518627,0.038393, 0.033678
us_000598459,0.038393, 0.035646
us_000550965,0.038393, 0.044354
us_000486631,0.038393, 0.044869
us_000438948,0.038393, 0.050431
us_000482174,0.038393, 0.051804
us_000502261,0.038393, 0.051888
us_000496930,0.038393, 0.053924
us_000536520,0.038393, 0.054848
us_000573029,0.038393, 0.059062
us_000534351,0.038393, 0.061083
us_000530410,0.038393, 0.064068
us_000490325,0.038393, 0.073004
us_000488565,0.038393, 0.093939
us_000463994,0.038393, 0.111076
us_000477008,0.038393, 0.134984
us_000478037,0.038393, 0.188434
us_000552479,0.038393, 0.217430
us_000459126,0.038393, 0.414658
us_000557515,0.038393, 0.675409
us_000473084,0.038393, 0.900366
pr_000288420,0.027705, 0.000000
us_000617241,0.027705, 0.000000
us_000553602,0.027705, 0.000000
us_000595782,0.027705, 0.000000
us_000510354,0.027705, 0.000000
pr_000781138,0.027705, 0.000000
us_000600838,0.027705, 0.000000
us_000503155,0.027705, 0.000000
pr_000183149,0.027705, 0.000000
pr_000008480,0.027705, 0.000001
pr_001908772,0.027705, 0.000002
us_000553257,0.027705, 0.000002
us_000461994,0.027705, 0.000012
pr_000788288,0.027705, 0.000013
us_000539539,0.027705, 0.000019
pr_000013758,0.027705, 0.000025
pr_000553074,0.027705, 0.000045
us_000562645,0.027705, 0.000092
us_000517654,0.027705, 0.000113
pr_000429636,0.027705, 0.000138
us_000463861,0.027705, 0.000229
pr_000559981,0.027705, 0.000296
pr_000162296,0.027705, 0.000310
us_000555002,0.027705, 0.000542
pr_000287517,0.027705, 0.000628
pr_000559147,0.027705, 0.001115
pr_000652595,0.027705, 0.001342
us_000467350,0.027705, 0.001489
us_000372490,0.027705, 0.001565
us_000549831,0.027705, 0.002645
us_000597087,0.027705, 0.003396
us_000501047,0.027705, 0.003505
us_000492307,0.027705, 0.032239
pr_000287251,0.023919, 0.000000
us_000617318,0.023919, 0.000002
us_000590972,0.023919, 0.000002
us_000201933,0.023919, 0.000020
us_000514740,0.023919, 0.000021
us_000491776,0.023919, 0.000813
us_000181284,0.023919, 0.000818
us_000468567,0.023919, 0.000974
us_000503086,0.023919, 0.001228
us_000491943,0.023919, 0.002078
us_000499823,0.023919, 0.003216
us_000604554,0.023919, 0.003400
us_000602639,0.023919, 0.003493
pr_000899548,0.023919, 0.005098
us_000472844,0.023919, 0.011486
us_000484905,0.023919, 0.012216
us_000482075,0.023919, 0.019005
us_000208774,0.023919, 0.020028
us_000570534,0.023919, 0.033105
us_000584588,0.023919, 0.034556
us_000520076,0.023919, 0.118729
us_000574402,0.023919, 0.136647
us_000495279,0.023919, 0.184269
us_000569996,0.023919, 0.285741
us_000516668,0.023919, 0.308348
us_000488131,0.023919, 0.337682
us_000556240,0.023919, 0.357786
us_000589489,0.023919, 0.361305
us_000591259,0.023919, 0.361324
us_000490368,0.023919, 0.363518
us_000568039,0.023919, 0.363775
us_000495533,0.023919, 0.364072
us_000464754,0.023919, 0.364263
us_000557073,0.023919, 0.364758
us_000505838,0.023919, 0.364853
us_000614289,0.023919, 0.366607
us_000615201,0.023919, 0.366824
us_000499457,0.023919, 0.368021
us_000503083,0.023919, 0.368021
us_000521906,0.023919, 0.368021
us_000466501,0.023919, 0.368202
us_000503058,0.023919, 0.368252
us_000507425,0.023919, 0.368433
us_000505979,0.023919, 0.368543
us_000496253,0.023919, 0.368571
us_000499835,0.023919, 0.368571
us_000543493,0.023919, 0.368652
us_000030829,0.023919, 0.368907
us_000464292,0.023919, 0.368978
us_000591562,0.023919, 0.369339
us_000477644,0.023919, 0.369632
us_000606910,0.023919, 0.369770
us_000515702,0.023919, 0.369976
us_000464562,0.023919, 0.369976
us_000526949,0.023919, 0.370114
us_000493598,0.023919, 0.370358
us_000593256,0.023919, 0.370729
us_000576127,0.023919, 0.370776
us_000586855,0.023919, 0.371071
us_000549295,0.023919, 0.371327
us_000583418,0.023919, 0.371493
us_000508387,0.023919, 0.371493
us_000576652,0.023919, 0.371493
us_000615743,0.023919, 0.371493
us_000605091,0.023919, 0.371493
us_000617558,0.023919, 0.371493
us_000576490,0.023919, 0.371493
us_000583419,0.023919, 0.371493
us_000578603,0.023919, 0.371493
us_000584166,0.023919, 0.371493
us_000593012,0.023919, 0.371493
us_000614412,0.023919, 0.371493
us_000614792,0.023919, 0.371493
us_000515574,0.023919, 0.371605
us_000500606,0.023919, 0.371684
us_000483870,0.023919, 0.371724
us_000614114,0.023919, 0.371724
us_000592869,0.023919, 0.371724
us_000578019,0.023919, 0.372043
us_000544334,0.023919, 0.372043
us_000512160,0.023919, 0.372199
us_000592745,0.023919, 0.372274
us_000592802,0.023919, 0.372274
us_000592736,0.023919, 0.372274
us_000483438,0.023919, 0.372553
us_000497854,0.023919, 0.372721
us_000470179,0.023919, 0.372861
us_000614115,0.023919, 0.373087
us_000543621,0.023919, 0.373181
us_000543729,0.023919, 0.373377
us_000588982,0.023919, 0.373431
us_000502740,0.023919, 0.374161
us_000507119,0.023919, 0.374474
us_000606188,0.023919, 0.375384
us_000502905,0.023919, 0.375391
us_000482190,0.023919, 0.375869
us_000478583,0.023919, 0.375873
us_000502753,0.023919, 0.376082
us_000559221,0.023919, 0.377235
us_000165185,0.023919, 0.377307
us_000435391,0.023919, 0.377647
us_000464075,0.023919, 0.377817
us_000613315,0.023919, 0.378429
us_000526123,0.023919, 0.379000
us_000497489,0.023919, 0.379044
us_000522374,0.023919, 0.379084
us_000606946,0.023919, 0.379674
us_000581035,0.023919, 0.379799
us_000543462,0.023919, 0.380669
us_000544335,0.023919, 0.380669
us_000500481,0.023919, 0.380669
us_000544338,0.023919, 0.380669
us_000521072,0.023919, 0.380669
us_000502887,0.023919, 0.380669
us_000502230,0.023919, 0.380669
us_000544319,0.023919, 0.380669
us_000567792,0.023919, 0.380669
us_000507027,0.023919, 0.380669
us_000506872,0.023919, 0.380669
us_000521619,0.023919, 0.380669
us_000521994,0.023919, 0.380669
us_000508697,0.023919, 0.380669
us_000606173,0.023919, 0.380669
us_000528389,0.023919, 0.380669
us_000516949,0.023919, 0.380669
us_000509507,0.023919, 0.380669
us_000517187,0.023919, 0.380669
us_000523082,0.023919, 0.380669
us_000544346,0.023919, 0.380669
us_000510365,0.023919, 0.380669
us_000515809,0.023919, 0.380669
us_000544331,0.023919, 0.380669
us_000509140,0.023919, 0.380669
us_000517183,0.023919, 0.380669
us_000543666,0.023919, 0.380669
us_000502417,0.023919, 0.380669
us_000502393,0.023919, 0.380669
us_000567339,0.023919, 0.380669
us_000499459,0.023919, 0.380669
us_000522811,0.023919, 0.380669
us_000545401,0.023919, 0.380669
us_000508805,0.023919, 0.380669
us_000544339,0.023919, 0.380669
us_000609095,0.023919, 0.380669
us_000616136,0.023919, 0.380669
us_000544341,0.023919, 0.380811
us_000503069,0.023919, 0.380900
us_000502973,0.023919, 0.380900
us_000544230,0.023919, 0.380900
us_000609349,0.023919, 0.380900
us_000546445,0.023919, 0.380900
us_000554790,0.023919, 0.380900
us_000506746,0.023919, 0.380900
us_000525906,0.023919, 0.381040
us_000499958,0.023919, 0.381219
us_000532207,0.023919, 0.381219
us_000512194,0.023919, 0.381413
us_000475990,0.023919, 0.381826
us_000609371,0.023919, 0.382236
us_000544343,0.023919, 0.382345
us_000472706,0.023919, 0.382482
us_000546449,0.023919, 0.382617
us_000567378,0.023919, 0.382924
us_000465471,0.023919, 0.382989
us_000490482,0.023919, 0.384353
us_000487742,0.023919, 0.384396
us_000546851,0.023919, 0.384589
us_000512436,0.023919, 0.384637
us_000524461,0.023919, 0.384786
us_000520834,0.023919, 0.384909
us_000521412,0.023919, 0.384909
us_000614367,0.023919, 0.384909
us_000544405,0.023919, 0.384975
us_000544358,0.023919, 0.384975
us_000544392,0.023919, 0.384975
us_000465980,0.023919, 0.385155
us_000544899,0.023919, 0.385345
us_000544379,0.023919, 0.385637
us_000488308,0.023919, 0.386058
us_000479597,0.023919, 0.386368
us_000608548,0.023919, 0.386529
us_000554570,0.023919, 0.386688
us_000493576,0.023919, 0.386810
us_000508894,0.023919, 0.386928
us_000529433,0.023919, 0.386928
us_000521326,0.023919, 0.386928
us_000517555,0.023919, 0.386928
us_000516589,0.023919, 0.386928
us_000532255,0.023919, 0.387720
us_000480373,0.023919, 0.388205
us_000080345,0.023919, 0.389095
us_000486650,0.023919, 0.389443
us_000494043,0.023919, 0.391116
us_000553770,0.023919, 0.393589
us_000499537,0.023919, 0.394503
us_000504824,0.023919, 0.394521
us_000514648,0.023919, 0.394910
us_000543470,0.023919, 0.394922
us_000459505,0.023919, 0.394989
us_000587690,0.023919, 0.395557
us_000608655,0.023919, 0.396140
us_000501979,0.023919, 0.396396
us_000615348,0.023919, 0.396912
us_000569963,0.023919, 0.397096
us_000476595,0.023919, 0.397332
us_000481702,0.023919, 0.397741
us_000521483,0.023919, 0.397982
us_000599315,0.023919, 0.398646
us_000480952,0.023919, 0.399416
us_000508444,0.023919, 0.400526
us_000614322,0.023919, 0.400557
us_000614116,0.023919, 0.400696
us_000469341,0.023919, 0.401553
us_000504887,0.023919, 0.401849
us_000567136,0.023919, 0.402698
us_000473542,0.023919, 0.403627
us_000558216,0.023919, 0.404011
us_000512656,0.023919, 0.404320
us_000491899,0.023919, 0.406638
us_000550570,0.023919, 0.409778
us_000500824,0.023919, 0.410181
us_000516594,0.023919, 0.410273
us_000515263,0.023919, 0.410295
us_000493556,0.023919, 0.414150
us_000606019,0.023919, 0.415582
us_000522059,0.023919, 0.415912
us_000491911,0.023919, 0.419279
us_000495494,0.023919, 0.421497
us_000496505,0.023919, 0.421982
us_000516187,0.023919, 0.422222
us_000516912,0.023919, 0.423132
us_000497385,0.023919, 0.424220
us_000514356,0.023919, 0.424782
us_000188772,0.023919, 0.425276
us_000554745,0.023919, 0.425672
us_000508955,0.023919, 0.428706
us_000499979,0.023919, 0.430981
us_000517850,0.023919, 0.431667
us_000537085,0.023919, 0.433151
us_000524400,0.023919, 0.433954
us_000543017,0.023919, 0.434815
us_000512070,0.023919, 0.436360
us_000513003,0.023919, 0.436449
us_000512315,0.023919, 0.440032
us_000492674,0.023919, 0.441120
us_000556173,0.023919, 0.441169
us_000615506,0.023919, 0.441253
us_000544489,0.023919, 0.441911
us_000481570,0.023919, 0.442196
us_000569926,0.023919, 0.442594
us_000503241,0.023919, 0.443843
us_000515862,0.023919, 0.444023
us_000502294,0.023919, 0.445645
us_000544404,0.023919, 0.446417
us_000557185,0.023919, 0.447540
us_000477818,0.023919, 0.448407
us_000615342,0.023919, 0.448428
us_000518611,0.023919, 0.448454
us_000575788,0.023919, 0.448666
us_000515747,0.023919, 0.449360
us_000527968,0.023919, 0.450586
us_000503898,0.023919, 0.452068
us_000533222,0.023919, 0.453392
us_000490165,0.023919, 0.453490
us_000477595,0.023919, 0.458136
us_000439761,0.023919, 0.461202
us_000498652,0.023919, 0.462533
us_000209596,0.023919, 0.464878
us_000490085,0.023919, 0.468869
us_000486710,0.023919, 0.468897
us_000605218,0.023919, 0.471835
us_000494203,0.023919, 0.474722
us_000580607,0.023919, 0.476563
us_000495458,0.023919, 0.485732
us_000464571,0.023919, 0.491548
us_000470592,0.023919, 0.492805
us_000512699,0.023919, 0.493593
us_000474216,0.023919, 0.493653
us_000515322,0.023919, 0.495413
us_000462787,0.023919, 0.496536
us_000473174,0.023919, 0.500609
us_000487874,0.023919, 0.507651
us_000498831,0.023919, 0.519274
us_000506584,0.023919, 0.519522
us_000479946,0.023919, 0.521750
us_000501987,0.023919, 0.522763
us_000461999,0.023919, 0.527348
us_000582903,0.023919, 0.527701
us_000484567,0.023919, 0.528207
us_000498762,0.023919, 0.530768
us_000498746,0.023919, 0.530936
us_000606158,0.023919, 0.531888
us_000515025,0.023919, 0.534707
us_000195933,0.023919, 0.535056
us_000496561,0.023919, 0.536667
us_000526393,0.023919, 0.539975
us_000587234,0.023919, 0.542054
us_000544403,0.023919, 0.542076
us_000480668,0.023919, 0.549699
us_000544490,0.023919, 0.553765
us_000490204,0.023919, 0.556227
us_000500289,0.023919, 0.557069
us_000486386,0.023919, 0.558130
us_000472908,0.023919, 0.559451
us_000528366,0.023919, 0.559781
us_000533064,0.023919, 0.563581
us_000513784,0.023919, 0.575164
us_000512995,0.023919, 0.590248
us_000478997,0.023919, 0.594980
us_000545305,0.023919, 0.603647
us_000490399,0.023919, 0.605753
us_000449092,0.023919, 0.605886
us_000464886,0.023919, 0.614992
us_000508025,0.023919, 0.615332
us_000536722,0.023919, 0.617727
us_000459527,0.023919, 0.635316
us_000473249,0.023919, 0.642694
us_000203066,0.023919, 0.669051
us_000477037,0.023919, 0.689051
us_000496039,0.023919, 0.711931
us_000480770,0.023919, 0.728163
us_000503165,0.023919, 0.733026
us_000509098,0.023919, 0.750136
us_000535641,0.023919, 0.752382
us_000536656,0.023919, 0.782430
us_000492447,0.023919, 0.822538
us_000524525,0.023919, 0.930519
us_000491859,0.023919, 1.023108
us_000470080,0.023919, 1.074612
us_000469041,0.023919, 1.239675
us_000500145,0.023919, 1.339764
us_000494235,0.023919, 1.355282
us_000527546,0.023919, 1.393202
us_000003136,0.023919, 1.404645
us_000460408,0.023919, 1.749061
us_000479544,0.023919, 2.087887
us_000466723,0.023919, 2.238382
us_000485132,0.008499, 0.000000
us_000547594,0.008499, 0.000000
us_000553820,0.008499, 0.000000
us_000544189,0.008499, 0.000000
us_000553885,0.008499, 0.000000
pr_000305524,0.008499, 0.000001
us_000591437,0.008499, 0.000006
us_000580554,0.008499, 0.000013
us_000488030,0.008499, 0.000023
us_000565194,0.008499, 0.001963
us_000525106,0.008499, 0.003212
us_000589731,0.008499, 0.012313
us_000529194,0.008499, 0.032075
us_000516312,0.008499, 0.064831
us_000398584,0.008499, 0.103785
us_000488073,0.008499, 0.114014
us_000546003,0.008499, 0.118611
us_000589265,0.008499, 0.124357
us_000022662,0.008499, 0.126964
us_000500973,0.008499, 0.127911
us_000583901,0.008499, 0.138882
us_000589059,0.008499, 0.148354
us_000540390,0.008499, 0.150894
us_000540310,0.008499, 0.154891
us_000608092,0.008499, 0.164408
us_000521680,0.008499, 0.164717
us_000616397,0.008499, 0.165187
us_000607475,0.008499, 0.170484
us_000511645,0.008499, 0.170900
us_000540476,0.008499, 0.172863
us_000521615,0.008499, 0.172863
us_000546368,0.008499, 0.174295
us_000501024,0.008499, 0.186307
us_000524210,0.008499, 0.200704
us_000465348,0.008499, 0.202769
us_000468747,0.008499, 0.211325
us_000493079,0.008499, 0.214306
us_000397200,0.008499, 0.222172
us_000428565,0.008499, 0.227247
us_000481727,0.008499, 0.245648
us_000546415,0.008499, 0.259976
us_000586258,0.008499, 0.301632
us_000459780,0.008499, 0.404684
