Product ID : 2069 # of JPs covered : 1 : 390 : ERISA-Retirement Plans, 
us_000535948,0.233125, 0.644229
us_000574022,0.233125, 0.645024
us_000568765,0.233125, 0.647510
us_000574632,0.233125, 0.649418
us_000520194,0.233125, 0.649797
us_000597429,0.233125, 0.652826
us_000594000,0.233125, 0.653135
us_000512830,0.233125, 0.654864
us_000603478,0.233125, 0.655466
us_000603130,0.233125, 0.660197
us_000568946,0.233125, 0.661186
pr_002026958,0.233125, 0.661345
us_000582729,0.233125, 0.663728
us_000517983,0.233125, 0.664038
us_000593447,0.233125, 0.664266
us_000492319,0.233125, 0.664266
us_000611294,0.233125, 0.664450
us_000592641,0.233125, 0.664943
us_000564705,0.233125, 0.665167
us_000570598,0.233125, 0.668081
us_000567696,0.233125, 0.668144
us_000539870,0.233125, 0.669539
us_000582197,0.233125, 0.670119
us_000486150,0.233125, 0.670305
us_000574240,0.233125, 0.670509
us_000608080,0.233125, 0.672302
us_000565932,0.233125, 0.674012
us_000494911,0.233125, 0.674110
us_000347519,0.233125, 0.674145
us_000615785,0.233125, 0.674545
us_000586649,0.233125, 0.674926
us_000561959,0.233125, 0.675355
us_000511430,0.233125, 0.676082
us_000596126,0.233125, 0.676619
us_000598794,0.233125, 0.677418
us_000592470,0.233125, 0.677811
us_000504029,0.233125, 0.680541
us_000477156,0.233125, 0.686979
us_000597563,0.233125, 0.689030
us_000481488,0.233125, 0.690053
us_000616678,0.233125, 0.690910
us_000509895,0.233125, 0.694084
us_000570786,0.233125, 0.695750
us_000510662,0.233125, 0.696342
us_000560432,0.233125, 0.697065
us_000533614,0.233125, 0.698142
us_000192286,0.233125, 0.700484
us_000520378,0.233125, 0.702909
us_000576069,0.233125, 0.702980
us_000586801,0.233125, 0.704386
us_000607953,0.233125, 0.704587
us_000586769,0.233125, 0.705806
us_000562511,0.233125, 0.706193
us_000605335,0.233125, 0.707648
us_000600616,0.233125, 0.708399
us_000544662,0.233125, 0.709187
us_000482368,0.233125, 0.709386
us_000513545,0.233125, 0.710546
us_000519811,0.233125, 0.710680
us_000564745,0.233125, 0.711446
us_000595044,0.233125, 0.711533
us_000594973,0.233125, 0.711533
us_000511655,0.233125, 0.712714
us_000561387,0.233125, 0.713039
us_000598228,0.233125, 0.713162
us_000598314,0.233125, 0.713749
us_000598952,0.233125, 0.713749
us_000538844,0.233125, 0.713749
us_000511576,0.233125, 0.716683
us_000598915,0.233125, 0.716856
us_000579467,0.233125, 0.718213
us_000511251,0.233125, 0.718811
us_000571956,0.233125, 0.720220
us_000538779,0.233125, 0.720653
us_000518294,0.233125, 0.722587
us_000533934,0.233125, 0.723983
us_000593462,0.233125, 0.726231
us_000481276,0.233125, 0.726717
us_000581253,0.233125, 0.727531
us_000488129,0.233125, 0.728211
us_000569486,0.233125, 0.728229
us_000579574,0.233125, 0.728275
us_000526136,0.233125, 0.728510
us_000572287,0.233125, 0.728711
us_000593598,0.233125, 0.728769
us_000593589,0.233125, 0.728769
us_000593585,0.233125, 0.728769
us_000617336,0.233125, 0.729579
us_000571560,0.233125, 0.731269
us_000599808,0.233125, 0.732333
us_000594333,0.233125, 0.732427
us_000593808,0.233125, 0.733778
us_000503355,0.233125, 0.734501
us_000574308,0.233125, 0.734842
us_000605193,0.233125, 0.734910
us_000577511,0.233125, 0.735296
us_000588126,0.233125, 0.735994
us_000571574,0.233125, 0.736297
us_000598942,0.233125, 0.736297
us_000594085,0.233125, 0.736297
us_000594088,0.233125, 0.736297
us_000594090,0.233125, 0.736297
us_000594084,0.233125, 0.736297
us_000594087,0.233125, 0.736297
us_000594089,0.233125, 0.736297
us_000593614,0.233125, 0.736297
us_000594086,0.233125, 0.736805
us_000612989,0.233125, 0.737410
us_000552149,0.233125, 0.737668
us_000467174,0.233125, 0.738197
us_000600125,0.233125, 0.738512
us_000605244,0.233125, 0.738512
us_000514375,0.233125, 0.738896
us_000608668,0.233125, 0.740727
us_000421245,0.233125, 0.741338
us_000550296,0.233125, 0.742664
us_000571955,0.233125, 0.743246
us_000616758,0.233125, 0.743246
us_000579691,0.233125, 0.743305
us_000577512,0.233125, 0.745398
us_000577543,0.233125, 0.745398
us_000552369,0.233125, 0.746071
us_000498622,0.233125, 0.746504
us_000506772,0.233125, 0.747576
us_000578797,0.233125, 0.747907
us_000600124,0.233125, 0.747907
us_000514040,0.233125, 0.748654
us_000507337,0.233125, 0.750402
us_000599767,0.233125, 0.750426
us_000594273,0.233125, 0.750426
us_000600262,0.233125, 0.750426
us_000577077,0.233125, 0.750426
us_000594091,0.233125, 0.750426
us_000594094,0.233125, 0.750426
us_000603529,0.233125, 0.750426
us_000594093,0.233125, 0.750426
us_000593580,0.233125, 0.750426
us_000594122,0.233125, 0.750426
us_000594281,0.233125, 0.750426
us_000594092,0.233125, 0.750426
us_000594175,0.233125, 0.750426
us_000616697,0.233125, 0.752393
us_000599872,0.233125, 0.753903
us_000577223,0.233125, 0.754409
us_000614237,0.233125, 0.754724
us_000546701,0.233125, 0.755645
us_000607205,0.233125, 0.756124
us_000546684,0.233125, 0.756235
us_000507210,0.233125, 0.757245
us_000527924,0.233125, 0.759839
us_000513566,0.233125, 0.760603
us_000518700,0.233125, 0.763696
us_000106303,0.233125, 0.763765
us_000528040,0.233125, 0.764138
us_000499720,0.233125, 0.766885
us_000531373,0.233125, 0.766885
us_000537887,0.233125, 0.766885
us_000536193,0.233125, 0.766885
us_000537889,0.233125, 0.766885
us_000507689,0.233125, 0.766966
us_000527087,0.233125, 0.770840
us_000530805,0.233125, 0.771753
us_000536405,0.233125, 0.771753
us_000531367,0.233125, 0.771753
us_000615250,0.233125, 0.771753
us_000537896,0.233125, 0.771753
us_000536451,0.233125, 0.771753
us_000531302,0.233125, 0.771753
us_000498624,0.233125, 0.771753
us_000520423,0.233125, 0.771753
us_000520372,0.233125, 0.771753
us_000513568,0.233125, 0.771753
us_000503399,0.233125, 0.771753
us_000530752,0.233125, 0.771753
us_000530455,0.233125, 0.771753
us_000535304,0.233125, 0.772838
us_000471789,0.233125, 0.772872
us_000575895,0.233125, 0.773239
us_000520803,0.233125, 0.773876
us_000537893,0.233125, 0.775762
us_000537894,0.233125, 0.775762
us_000537891,0.233125, 0.775762
us_000496166,0.233125, 0.776102
us_000512391,0.233125, 0.781595
us_000462263,0.233125, 0.783299
us_000525973,0.233125, 0.784871
us_000497373,0.233125, 0.787669
us_000613649,0.233125, 0.787743
us_000498055,0.233125, 0.789097
us_000510142,0.233125, 0.792002
us_000549711,0.233125, 0.794007
us_000531340,0.233125, 0.794334
us_000547900,0.233125, 0.794581
us_000561926,0.233125, 0.794643
us_000609446,0.233125, 0.797648
us_000512404,0.233125, 0.798330
us_000521117,0.233125, 0.798337
us_000520707,0.233125, 0.799560
us_000480776,0.233125, 0.802094
us_000515126,0.233125, 0.802601
us_000561226,0.233125, 0.805736
us_000503188,0.233125, 0.805815
us_000614874,0.233125, 0.805954
us_000605829,0.233125, 0.806067
us_000520866,0.233125, 0.806836
us_000587109,0.233125, 0.807900
us_000499026,0.233125, 0.808971
us_000549364,0.233125, 0.810050
us_000561793,0.233125, 0.810050
us_000527491,0.233125, 0.810090
us_000529774,0.233125, 0.812301
us_000511175,0.233125, 0.812495
us_000576271,0.233125, 0.812746
us_000507880,0.233125, 0.812903
us_000601749,0.233125, 0.813247
us_000610570,0.233125, 0.813786
us_000521284,0.233125, 0.816006
us_000529920,0.233125, 0.819019
us_000561132,0.233125, 0.819019
us_000524896,0.233125, 0.819472
us_000558909,0.233125, 0.820080
us_000499036,0.233125, 0.821235
us_000561925,0.233125, 0.821235
us_000553582,0.233125, 0.823974
us_000515199,0.233125, 0.825579
us_000575742,0.233125, 0.825699
us_000562605,0.233125, 0.825968
us_000499617,0.233125, 0.825968
us_000531484,0.233125, 0.825968
us_000499962,0.233125, 0.825968
us_000562652,0.233125, 0.825968
us_000554011,0.233125, 0.825968
us_000562603,0.233125, 0.825968
us_000498663,0.233125, 0.825968
us_000614560,0.233125, 0.825968
us_000518140,0.233125, 0.826775
us_000489892,0.233125, 0.827631
us_000560858,0.233125, 0.828535
us_000610704,0.233125, 0.828879
us_000536589,0.233125, 0.833148
us_000517168,0.233125, 0.833148
us_000521066,0.233125, 0.833148
us_000575930,0.233125, 0.833148
us_000519528,0.233125, 0.833148
us_000528572,0.233125, 0.833148
us_000520094,0.233125, 0.833148
us_000521537,0.233125, 0.833148
us_000601790,0.233125, 0.833148
us_000576997,0.233125, 0.833148
us_000559523,0.233125, 0.833148
us_000503346,0.233125, 0.833148
us_000515162,0.233125, 0.833148
us_000613688,0.233125, 0.833148
us_000519470,0.233125, 0.833148
us_000614345,0.233125, 0.833503
us_000498590,0.233125, 0.834040
us_000498489,0.233125, 0.834815
us_000612357,0.233125, 0.835111
us_000588305,0.233125, 0.838846
us_000551616,0.233125, 0.838964
us_000520239,0.233125, 0.865579
us_000520716,0.233125, 0.916486
us_000559126,0.233125, 0.946280
us_000578543,0.233125, 1.028091
us_000573213,0.233125, 1.067154
us_000519787,0.233125, 1.193036
us_000585203,0.233125, 1.204921
us_000522805,0.233125, 1.243880
us_000603641,0.233125, 1.249013
us_000518173,0.233125, 1.956269
us_000521541,0.233125, 2.111723
pr_001030604,0.008901, 0.000000
us_000489382,0.008901, 0.000000
us_000555109,0.008901, 0.000060
us_000540056,0.008901, 0.000141
us_000532818,0.008901, 0.000669
us_000497215,0.008901, 0.000791
us_000555887,0.008901, 0.001124
us_000593788,0.008901, 0.002831
us_000467544,0.008901, 0.003549
us_000483370,0.008901, 0.013206
us_000403367,0.008901, 0.014943
us_000503791,0.008901, 0.023794
us_000482738,0.008901, 0.024450
us_000484362,0.008901, 0.030854
us_000572881,0.008901, 0.038126
us_000520088,0.008901, 0.038768
us_000470804,0.008901, 0.051612
us_000481347,0.008901, 0.080711
us_000501204,0.008901, 0.106384
us_000533563,0.008901, 0.156293
us_000561869,0.008901, 0.754808
us_000496006,0.008901, 0.755374
us_000529485,0.008901, 0.769581
us_000558265,0.008901, 0.770180
us_000509606,0.008901, 0.773554
us_000483566,0.008901, 0.774540
us_000469657,0.008901, 0.780567
us_000583388,0.008901, 0.789485
us_000588195,0.008901, 0.794649
us_000508337,0.008901, 0.796928
us_000481498,0.008901, 0.801411
us_000556790,0.008901, 0.805136
us_000508927,0.008901, 0.806369
us_000604387,0.008901, 0.807473
us_000478469,0.008901, 0.810330
us_000551028,0.008901, 0.810756
us_000497258,0.008901, 0.811008
us_000553091,0.008901, 0.812312
us_000497734,0.008901, 0.813800
us_000546216,0.008901, 0.818026
us_000051453,0.008901, 0.818784
us_000496305,0.008901, 0.819810
us_000498640,0.008901, 0.822014
us_000556741,0.008901, 0.823742
us_000482813,0.008901, 0.825981
us_000482299,0.008901, 0.826822
us_000601793,0.008901, 0.827843
us_000546452,0.008901, 0.827845
us_000604231,0.008901, 0.829155
us_000595263,0.008901, 0.830183
us_000571779,0.008901, 0.831237
us_000608416,0.008901, 0.831604
us_000601795,0.008901, 0.833350
us_000477947,0.008901, 0.835709
us_000518184,0.008901, 0.836339
us_000612493,0.008901, 0.836443
us_000606967,0.008901, 0.836769
us_000482575,0.008901, 0.837929
us_000481293,0.008901, 0.838435
us_000239615,0.008901, 0.838535
us_000482895,0.008901, 0.839044
us_000612472,0.008901, 0.839905
us_000482543,0.008901, 0.840016
us_000479210,0.008901, 0.840226
us_000479633,0.008901, 0.840226
us_000481300,0.008901, 0.840226
us_000482356,0.008901, 0.840226
us_000499225,0.008901, 0.840226
us_000482789,0.008901, 0.840226
us_000482582,0.008901, 0.840226
us_000481313,0.008901, 0.840226
us_000499687,0.008901, 0.840226
us_000501940,0.008901, 0.840226
us_000481903,0.008901, 0.840226
us_000481107,0.008901, 0.840226
us_000479090,0.008901, 0.840226
us_000481894,0.008901, 0.840226
us_000481245,0.008901, 0.840226
us_000479117,0.008901, 0.840226
us_000546120,0.008901, 0.840226
us_000502235,0.008901, 0.840226
us_000498275,0.008901, 0.840226
us_000518355,0.008901, 0.840226
us_000518955,0.008901, 0.840226
us_000595264,0.008901, 0.840480
us_000601196,0.008901, 0.840863
us_000582693,0.008901, 0.841360
us_000497966,0.008901, 0.841883
us_000481274,0.008901, 0.841978
us_000613292,0.008901, 0.842629
us_000591808,0.008901, 0.842774
us_000465289,0.008901, 0.843023
us_000494690,0.008901, 0.843574
us_000530311,0.008901, 0.844815
us_000466404,0.008901, 0.847621
us_000499682,0.008901, 0.847891
us_000532615,0.008901, 0.853679
us_000564868,0.008901, 0.858551
us_000481482,0.008901, 0.859857
us_000500363,0.008901, 0.868929
us_000457345,0.008901, 0.868964
us_000517191,0.008901, 0.876687
us_000348304,0.008901, 0.905999
us_000481752,0.008901, 0.927077
us_000498657,0.008901, 0.930117
us_000559829,0.008901, 0.942269
us_000524112,0.008901, 0.960538
us_000481635,0.008901, 1.000574
us_000475422,0.008901, 1.045114
us_000562386,0.008901, 2.163853
