Jp & Jpg Data for Customer data.
Num Jps=,330,Num  JpGrps=,61
Jp,JpIDX,Jp Name,Jpgrp,JpgrpIDX,Jpgrp Name,# JpSeen, # JpOrderSeen,# JpOptSeen,# JpLinkSeen,# JpSourceSeen,
143,46,Trademarks,13,12,Intellectual Property Law - Other,3473,1445,270,1917,2320,
145,47,White Collar Crime,9,8,Corporate Law,857,14,77,19,769,
146,48,Other/Unknown,22,21,Other/Unknown Practice Areas,863,0,0,0,863,
148,49,Security/Loss Prevention,28,26,All-Security,17,0,0,0,17,
157,50,Accounting-Accounting/Audit/Assurance,26,24,Accounting All,2289,640,188,617,1926,
186,51,Acct-Tax,26,24,Accounting All,6456,1735,324,2516,5061,
190,52,Accounting-Valuation Services,26,24,Accounting All,1451,306,240,620,799,
198,53,Corporate Finance,20,19,Corporate Finance,7477,3193,357,4296,4010,
199,54,Pharmaceutical Litigation,23,22,Pharmaceutical Litigation,399,0,0,0,399,
204,55,Real Estate Transaction,19,18,Real Property Transactions,676,0,0,0,676,
205,56,Real Estate Finance,63,57,Real Property Finance,2976,753,0,1623,1941,
207,57,Outsourcing,40,37,Outsourcing,49,0,0,0,49,
208,58,Private Equity,20,19,Corporate Finance,3989,1561,81,2057,3028,
209,59,Contracts-Government,32,29,Contracts & Franchise Law,1039,330,0,527,672,
210,60,Accounting-Employee Benefit Plan,26,24,Accounting All,3031,1375,437,1675,1825,
211,61,Ethics,39,36,Ethics,2072,1017,0,1235,1261,
212,62,Regulatory-DO-NOT-KEY/UPDATE,31,28,Regulatory,1113,0,0,0,1113,
214,63,Insurance Litigation,66,60,Insurance Litigation,7727,1568,0,2192,7134,
215,64,Accounting-Compilation & Review,26,24,Accounting All,573,65,193,161,259,
216,65,Accounting-Non-Profit,26,24,Accounting All,5580,3160,569,3567,3585,
217,66,Personal Tax Law,58,52,Personal Tax,4006,41,0,70,3981,
218,67,Education Law,33,30,Education Law,356,0,0,0,356,
219,68,Legal All,34,31,Legal All,320,0,0,0,320,
220,69,Accounting-Individual Tax,26,24,Accounting All,992,26,244,44,714,
221,70,IP Litigation,13,12,Intellectual Property Law - Other,2135,35,0,49,2102,
222,71,Contracts,32,29,Contracts & Franchise Law,7145,2456,599,2966,3671,
223,72,Franchise,32,29,Contracts & Franchise Law,209,0,5,0,204,
224,73,Employment Litigation,64,58,Employment Litigation,5962,1413,0,2238,5137,
225,74,Patent Litigation,36,33,Intellectual Property Law - Patents,4279,1381,0,1722,3644,
226,75,Healthcare Litigation,65,59,Healthcare Compliance,2508,337,0,625,2191,
227,76,Securities Litigation,20,19,Corporate Finance,1111,5,0,17,1100,
228,77,Solo,37,34,Smaller Firms Practice,594,0,0,0,594,
229,78,Environmental Litigation,7,6,Environmental,2735,781,0,1237,2275,
230,79,Real Property Litigation,19,18,Real Property Transactions,1798,0,0,0,1798,
231,80,Labor Litigation,64,58,Employment Litigation,3003,0,0,0,3003,
232,81,ERISA Litigation,8,7,ERISA,2836,678,0,976,2414,
233,82,Banking Litigation,2,1,Banking,2127,727,0,1063,1535,
234,83,Bankruptcy Litigation,3,2,Bankruptcy,2863,458,0,817,2535,
235,84,Copyrights Litigation,13,12,Intellectual Property Law - Other,1193,19,0,61,1161,
236,85,Trademarks Litigation,13,12,Intellectual Property Law - Other,2389,309,0,578,2100,
237,86,Antitrust Litigation,1,0,Antitrust,1153,12,0,40,1129,
238,87,Corp Finance Litigation,20,19,Corporate Finance,138,23,0,0,135,
239,88,Energy-Litigation,51,45,Energy,410,0,0,0,410,
240,89,Corporate Litigation,9,8,Corporate Law,4250,3,0,9,4244,
241,90,International Litigation,14,13,International Law,409,2,0,12,399,
242,91,Tax Law-Litigation,21,20,Tax Law,735,34,0,117,650,
243,92,Family Law,38,35,Family Law,4095,2716,170,2508,3657,
244,93,Tax Law-Non-Profit,21,20,Tax Law,1047,102,0,211,891,
245,94,Financial Services Litigation,2,1,Banking,231,0,0,0,231,
246,95,M&A Litigation,35,32,Mergers & Acquisitions,599,127,0,202,457,
247,96,Accounting-Accounting Only,26,24,Accounting All,874,208,0,316,640,
248,97,Accounting-Audit/Assurance Only,26,24,Accounting All,2624,1181,194,909,2132,
249,98,Accounting-Corporate/Business Tax,26,24,Accounting All,864,0,0,0,864,
250,99,Energy-Finance,51,45,Energy,1199,293,0,525,914,
251,100,Environmental-Real Property,7,6,Environmental,1020,0,0,0,1020,
252,101,Elder Law,41,38,Elder Law,3896,1812,208,2670,2824,
253,102,M&A Finance,35,32,Mergers & Acquisitions,2461,22,0,33,2443,
254,103,M&A Corporate,35,32,Mergers & Acquisitions,2941,0,0,0,2941,
255,104,Estate Planning,42,39,Estate Planning,7618,3976,516,4534,5216,
256,105,Tax Law-Real Property,21,20,Tax Law,2300,328,0,724,1790,
257,106,Entertainment/Sports/Media,13,12,Intellectual Property Law - Other,552,36,9,57,470,
258,107,Government Affairs,45,40,Government Affairs,378,0,0,0,378,
259,108,Science/Technology,13,12,Intellectual Property Law - Other,1710,173,9,327,1489,
260,109,Lawyering Skills,47,41,Lawyering Skills,228,107,0,139,121,
261,110,Bankruptcy-Real Property,3,2,Bankruptcy,2028,222,0,490,1744,
262,111,Estate Planning-Trusts & Estates,42,39,Estate Planning,6225,2907,0,3641,5012,
263,112,Estate Planning-Wills & Probate,42,39,Estate Planning,3381,250,0,612,3083,
264,113,Zoning,18,17,Municipal Law,1455,0,0,0,1455,
265,114,Construction Law,48,42,Construction Law,3675,1067,204,1379,2305,
266,115,Appellate Practice,49,43,Appellate Practice,2232,313,67,373,2066,
267,116,Criminal Law,50,44,Criminal Law,1100,30,25,67,1045,
268,117,Bankruptcy Debtor and Creditor,3,2,Bankruptcy,573,0,0,0,573,
269,118,Personal Injury,52,46,Personal Injury,8356,3407,187,3436,6260,
270,119,RP-CorpFin Venn,63,57,Real Property Finance,1653,0,0,0,1653,
271,120,RP-Banking Venn,63,57,Real Property Finance,2171,0,0,0,2171,
272,121,Insurance-RP Venn,12,11,Insurance Non-Litigation,1386,0,0,0,1386,
273,122,Insurance-Construction Venn,12,11,Insurance Non-Litigation,7,0,0,0,7,
274,123,Employment-Class Action Venn,64,58,Employment Litigation,1190,0,0,0,1190,
275,124,Bankruptcy-Banking Venn,3,2,Bankruptcy,1723,0,0,0,1723,
276,125,ERISA-Executive Compensation,8,7,ERISA,3369,1460,0,2331,2129,
277,126,ERISA-Employee Benefits,8,7,ERISA,2084,339,0,561,1892,
278,127,Estate Planning-Tax,42,39,Estate Planning,4808,1682,0,2707,3484,
279,128,Professional Liability,54,48,Professional Liability,1560,156,92,213,1413,
280,129,Medical Malpractice,55,49,Medical Malpractice,2573,857,57,952,2234,
281,130,Workers Compensation,56,50,Workers Compensation,1229,345,51,347,1104,
282,131,Acct Tax-Federal Tax,57,51,Accounting/Tax,262,76,0,194,100,
283,132,LoanDoc-Commercial Finance,61,55,Loan Doc,4389,2353,189,2740,1449,
284,133,Banking Regulatory,2,1,Banking,863,418,0,547,501,
285,134,Bankruptcy Consumer,3,2,Bankruptcy,337,138,0,207,202,
286,135,Corp Law Business Entities,9,8,Corporate Law,1228,558,0,907,17,
287,136,Corp Law Operational,9,8,Corporate Law,465,182,0,357,15,
288,137,Emp-Wage Hour,6,5,Employment Non-Litigation,1594,634,0,1067,897,
289,138,Employ Associates,6,5,Employment Non-Litigation,115,30,0,83,50,
290,139,Emp-Labor/Unions,6,5,Employment Non-Litigation,963,286,0,572,579,
291,140,Healthcare Business,10,9,Healthcare Business,5157,3345,0,3904,1966,
292,141,Healthcare Compliance,65,59,Healthcare Compliance,5067,3128,0,3762,2651,
293,142,Insurance Coverage,12,11,Insurance Non-Litigation,4109,2172,0,2971,2549,
294,143,Insurance Associates,12,11,Insurance Non-Litigation,135,39,0,102,50,
295,144,Tax Law-Partnership,21,20,Tax Law,6221,2750,0,4303,3667,
296,145,Construction Litigation,48,42,Construction Law,1943,290,0,534,1656,
297,146,Emp-Lit-Wage Hour,64,58,Employment Litigation,2434,1069,0,1530,1668,
298,147,Accounting-Circular A-133,26,24,Accounting All,315,0,0,0,315,
299,148,Municipal Litigation,18,17,Municipal Law,423,35,0,34,399,
300,149,Bankruptcy Consumer Litigation,3,2,Bankruptcy,6,0,0,0,6,
301,150,Cost Segregation,27,25,Corporate Tax All,8,0,0,0,8,
302,151,International Tax,27,25,Corporate Tax All,243,0,0,0,243,
303,152,Health Business M&A,10,9,Healthcare Business,1220,178,0,276,1043,
304,153,Adoption Law,38,35,Family Law,96,0,0,0,96,
305,154,Tax Preparer-Business Domains-CPA*,59,53,Tax Return Preparer,6699,0,0,0,6699,
306,155,Tax Preparer-Already in Dbase*,59,53,Tax Return Preparer,5219,0,0,0,5219,
307,156,Tax Preparer-Personal Domains-CPA*,59,53,Tax Return Preparer,694,0,0,0,694,
308,157,Tax Preparer-Business Domains-Not-CPA*,59,53,Tax Return Preparer,1385,0,0,0,1385,
310,158,Tax Preparer-Tax Law Update Programs*,59,53,Tax Return Preparer,1,0,0,0,1,
311,159,Tax Preparer-Ethics Programs*,59,53,Tax Return Preparer,2,0,0,0,2,
312,160,Health Business Antitrust,10,9,Healthcare Business,696,118,0,162,608,
313,161,Enrolled Agents-Business Domains,60,54,Enrolled Agents,574,0,0,0,574,
314,162,Tax Preparer-Personal Domains-Not-CPA*,59,53,Tax Return Preparer,237,0,0,0,237,
315,163,Enrolled Agents-Ethics-Programs,60,54,Enrolled Agents,406,181,0,368,183,
317,164,Enrolled Agents-Personal Domains,60,54,Enrolled Agents,551,0,0,0,551,
318,165,Retail,19,18,Real Property Transactions,140,0,0,0,140,
319,166,Enrolled Agents-General-Programs,60,54,Enrolled Agents,744,280,0,661,293,
320,167,IP-Intl Venn (IP-Trade-Copy-Patent),13,12,Intellectual Property Law - Other,424,0,0,0,424,
321,168,Litigation-Only,17,16,Litigation,688,0,0,0,688,
322,169,Ins-Env Venn,12,11,Insurance Non-Litigation,331,0,0,0,331,
323,170,Banking-Litigation-Venn,2,1,Banking,645,0,0,0,645,
324,171,Intl-Healthcare-Venn,14,13,International Law,101,0,0,0,101,
325,172,Tax Law-M&A Venn,21,20,Tax Law,915,0,0,0,915,
326,173,Banking Lit-Consumer-Finance,2,1,Banking,754,335,0,498,422,
327,174,Banking Lit-Regulatory,2,1,Banking,448,159,0,327,213,
328,175,Banking Lit-Instruments,2,1,Banking,349,154,0,228,187,
329,176,Bankruptcy-Asset-Sales,3,2,Bankruptcy,456,157,0,327,219,
330,177,Bankruptcy-Finance,3,2,Bankruptcy,1092,349,0,682,623,
331,178,Bankruptcy-Lender,3,2,Bankruptcy,2555,1111,0,1837,1473,
332,179,Bankruptcy-Reorganization,3,2,Bankruptcy,2076,949,0,1434,1149,
333,180,Bankruptcy-Asset-Recovery,3,2,Bankruptcy,1718,811,0,1230,975,
334,181,Healthcare-Insurance-Venn,10,9,Healthcare Business,438,0,0,0,438,
335,182,Tax Prep-Pass-Through,59,53,Tax Return Preparer,951,403,0,756,17,
336,183,Tax Prep-Indiv-Tax,59,53,Tax Return Preparer,8748,4398,697,6509,4311,
338,184,Tax Prep-Non-Profit (now in Acct),26,24,Accounting All,1,0,0,0,1,
339,185,Tax Prep-Trusts-Estates,59,53,Tax Return Preparer,6204,3739,609,4516,3831,
340,186,Tax Prep-Other,59,53,Tax Return Preparer,1394,481,0,1197,489,
341,187,Corp Tax,27,25,Corporate Tax All,4429,1657,627,2970,1763,
342,188,Not in Strafford Practice Area,22,21,Other/Unknown Practice Areas,77,0,0,0,77,
344,189,EstPlan-PersTax-Venn,42,39,Estate Planning,2247,0,0,0,2247,
345,190,ERISA-Tax-Law-Venn,8,7,ERISA,1189,0,0,0,1189,
352,191,Banking-Corp Fin Venn,2,1,Banking,2226,0,0,0,2226,
354,192,CorpFin198-Bankr68-KEEP,20,19,Corporate Finance,1319,0,0,0,1319,
356,193,Municipal-Public-Finance,18,17,Municipal Law,288,0,0,0,288,
357,194,Munipical-Corp-Fin-Venn,18,17,Municipal Law,77,0,0,0,77,
358,195,Antitrust Horizontal,1,0,Antitrust,958,497,0,686,548,
359,196,Antitrust Vertical,1,0,Antitrust,663,360,0,469,364,
360,197,LoanDoc-Mezzanine-SecondLien,61,55,Loan Doc,2259,955,0,1544,1302,
361,198,LoanDoc-Syndicated Loans,61,55,Loan Doc,1095,459,0,684,648,
362,199,LoanDoc-TermsTrends,61,55,Loan Doc,3620,2073,0,2471,2424,
363,200,LoanDoc-UCC,61,55,Loan Doc,3151,1391,0,2088,2010,
364,201,Class Action-Pre-Certification,4,3,Class Action,1717,1052,0,1166,1134,
365,202,Class Action-Settlements,4,3,Class Action,483,216,0,358,246,
366,203,Class Action-TrialStrategies,4,3,Class Action,782,409,0,523,471,
367,204,Class Action-Substantive-Finance,4,3,Class Action,228,111,0,141,135,
368,205,Class Action-Substantive-Privacy,4,3,Class Action,578,288,0,408,313,
369,206,Class Action-Substantive-Products,4,3,Class Action,671,321,0,453,352,
370,207,Construction Contracts,48,42,Construction Law,1094,523,0,825,570,
371,208,Construction Insurance Risk Mitigation,48,42,Construction Law,3188,1798,0,2367,1927,
372,209,Construction-Insurance-Venn,48,42,Construction Law,1829,0,0,0,1829,
373,210,Energy-Fracking,51,45,Energy,215,61,0,172,84,
374,211,Energy-Oil-and-Gas,51,45,Energy,924,405,0,554,605,
375,212,Energy-Renewable-Finance,51,45,Energy,1266,568,0,910,689,
376,213,Energy-Renewable-Tax,51,45,Energy,528,219,0,368,256,
377,214,Energy-Renewable-Contracts,51,45,Energy,1385,726,0,995,781,
378,215,Environmental CERCLA,7,6,Environmental,1668,987,0,1255,1078,
379,216,M&A-Front End Contracts,35,32,Mergers & Acquisitions,3382,1792,0,2351,2124,
380,217,M&A-Structuring Deals,35,32,Mergers & Acquisitions,2335,1120,0,1643,1243,
381,218,Environmental Transactional,7,6,Environmental,1272,570,0,953,673,
382,219,Contracts-Technology,32,29,Contracts & Franchise Law,3065,1706,0,2177,1922,
383,220,Contracts-Supply/Distribution,32,29,Contracts & Franchise Law,2038,1022,0,1436,1120,
384,221,Contracts-Gen/Commercial,32,29,Contracts & Franchise Law,3364,1622,0,2471,1804,
386,222,GC-Only,29,27,General Counsel,325,0,0,0,325,
387,223,Insurance-Bad-Faith,66,60,Insurance Litigation,2053,1012,0,1469,1226,
389,224,ERISA-Health,8,7,ERISA,1138,413,0,642,762,
390,225,ERISA-Retirement Plans,8,7,ERISA,2101,1339,0,1589,1431,
391,226,Patent-Prosecution,36,33,Intellectual Property Law - Patents,3857,2500,0,2761,2586,
392,227,Patent-Post-Grant,36,33,Intellectual Property Law - Patents,1588,766,0,1088,919,
393,228,Patent-Transactions-Licensing,36,33,Intellectual Property Law - Patents,1645,842,0,1117,946,
394,229,International-FCPA,14,13,International Law,2115,1242,0,1635,1314,
395,230,RP Transactions-Leasing,19,18,Real Property Transactions,2932,1378,0,2058,1734,
396,231,RP Transactions-Sales,19,18,Real Property Transactions,2942,1406,0,2125,1712,
397,232,RP Transactions-Proj-Dev,19,18,Real Property Transactions,2151,1096,0,1507,1180,
398,233,RP Finance-Lending,63,57,Real Property Finance,5119,2823,0,3724,3301,
399,234,RP Finance-Leasing,63,57,Real Property Finance,1493,625,0,1000,785,
400,235,RP Fin-Restructuring,63,57,Real Property Finance,477,161,0,335,226,
401,236,RP Finance-Tax,63,57,Real Property Finance,4808,2307,0,3271,2945,
402,237,Tax Law-Corporate,21,20,Tax Law,1624,343,0,521,1173,
403,238,Tax Law-Foreign,21,20,Tax Law,3739,1889,0,2608,2067,
404,239,Tax Law-M&A,21,20,Tax Law,1548,678,0,1120,746,
407,240,Tax Law-Invest-Vehicles,21,20,Tax Law,1563,757,0,1045,864,
408,241,Personal Injury-Medicare,52,46,Personal Injury,2436,1387,0,1778,1464,
409,242,Emp-Comp-Discrimination-Retaliation,6,5,Employment Non-Litigation,2693,1284,0,1981,1496,
410,243,Emp-Comp-Competition/Trade Secrets,6,5,Employment Non-Litigation,509,166,0,279,295,
411,244,Emp-Comp-Privacy,6,5,Employment Non-Litigation,299,129,0,221,142,
412,245,Employment Agreements,6,5,Employment Non-Litigation,1622,692,0,1255,783,
413,246,Emp-Lit-Discrimination-Retaliation,64,58,Employment Litigation,1090,465,0,757,567,
414,247,Emp-Lit-Competition/Trade Secrets,64,58,Employment Litigation,667,303,0,447,400,
415,248,Emp-Lit-Privacy,64,58,Employment Litigation,1,0,0,0,1,
416,249,Emp-Lit-Procedural,64,58,Employment Litigation,2264,1158,0,1699,1256,
417,250,Acct-Group-Site-License,26,24,Accounting All,61,0,0,0,61,
418,251,Employment HR,6,5,Employment Non-Litigation,1617,705,0,1184,767,
419,252,Patent Agents,36,33,Intellectual Property Law - Patents,57,0,0,0,57,
420,253,Litigation-Discovery,17,16,Litigation,1580,660,0,1102,797,
421,254,Litigation-Damages,17,16,Litigation,631,294,0,369,402,
422,255,Litigation-Jurisdiction,17,16,Litigation,533,186,0,403,226,
423,256,Litigation-Depositions,17,16,Litigation,1588,740,0,1218,809,
424,257,Litigation-Trial-Techniques,17,16,Litigation,2140,972,0,1514,1091,
425,258,Litigation-Substantive,17,16,Litigation,617,307,0,415,358,
426,259,Tax Prep-Foreign Individual,59,53,Tax Return Preparer,6200,3486,537,4454,3817,
427,260,Foreign Business,27,25,Corporate Tax All,6334,3232,445,4517,3477,
428,261,Tax Preparer-Business-Domain-CPA-New-2015,59,53,Tax Return Preparer,1529,0,0,0,1529,
429,262,Tax Preparer-Personal-Domain-CPA-New-2015,59,53,Tax Return Preparer,8,0,0,0,8,
430,263,Enrolled-Agent-Business-Domain-New-2015,60,54,Enrolled Agents,330,0,0,0,330,
431,264,Enrolled-Agent-Personal-Domain-New-2015,60,54,Enrolled Agents,109,0,0,0,109,
432,265,ERPA-New-2015,60,54,Enrolled Agents,9,0,0,0,9,
433,266,Personal Injury-Trial-Strategies,52,46,Personal Injury,2878,1635,0,2136,1719,
434,267,Tax Law-Trusts-and-Estates,21,20,Tax Law,219,95,0,160,5,
435,268,Tax Prep-Pass-Through-Planning,59,53,Tax Return Preparer,8610,4296,628,6329,4798,
436,269,Tax Prep-Pass-Through-Forms,59,53,Tax Return Preparer,8433,4367,589,6349,4464,
437,270,Tax Prep-Pass-Through-S-Corp,59,53,Tax Return Preparer,5250,2480,637,3697,2678,
438,271,Personal Injury-Substantive,52,46,Personal Injury,3684,2502,0,2645,2613,
439,272,Trademarks-Contracts,13,12,Intellectual Property Law - Other,990,422,0,652,542,
440,273,Trademarks-Internet,13,12,Intellectual Property Law - Other,1519,734,0,1032,911,
441,274,Trademarks-Prosecution,13,12,Intellectual Property Law - Other,1612,763,0,1003,1090,
442,275,Trademarks-Enforcement,13,12,Intellectual Property Law - Other,571,224,0,346,339,
443,276,Trademarks-International,13,12,Intellectual Property Law - Other,759,387,0,517,413,
444,277,Municipal Regulation,18,17,Municipal Law,1107,783,0,671,812,
445,278,Municipal Finance-Admin,18,17,Municipal Law,539,254,0,381,303,
447,279,Law Firm Marketing Professionals,15,14,Law Firm Management,3,0,0,0,3,
448,280,Accounting-Estate Planning,26,24,Accounting All,430,0,0,0,430,
449,281,Tax Preparer-Business-Domain-CPA-New-2015-2,59,53,Tax Return Preparer,112,0,0,0,112,
450,282,Tax Law-Private Equity Venn,21,20,Tax Law,487,0,0,0,487,
453,283,Insurance-Defense,12,11,Insurance Non-Litigation,42,0,0,0,42,
455,284,Pro Bono,62,56,Pro Bono,25,0,0,0,25,
456,285,Healthcare-Finance-Venn,10,9,Healthcare Business,482,0,0,0,482,
457,286,ERISA-Emp-Venn,8,7,ERISA,885,0,0,0,885,
458,287,Antitrust-IP/Patent-Venn,1,0,Antitrust,369,0,0,0,369,
459,288,Tax Preparer-Business-Domain-CPA-New-2016,59,53,Tax Return Preparer,500,0,0,0,500,
460,289,Enrolled-Agent-Business-Domain-New-2016,60,54,Enrolled Agents,95,0,0,0,95,
462,290,Corporate Audit/Investigations,9,8,Corporate Law,524,145,0,212,375,
463,291,Corporate Data Governance,9,8,Corporate Law,854,257,0,333,620,
464,292,Corporate D&O Issues,9,8,Corporate Law,289,60,0,73,240,
465,293,Corporate Legal Dept Policy,9,8,Corporate Law,571,95,0,165,452,
466,294,Corporate Risk Mgt,9,8,Corporate Law,458,90,0,159,334,
467,295,Corporate LLC/Partnerships,9,8,Corporate Law,1159,347,0,377,866,
468,296,Health Business Employment,10,9,Healthcare Business,800,208,0,339,583,
469,297,Health Business Physician Groups,10,9,Healthcare Business,397,109,0,196,283,
470,298,Health Business Telemedicine,10,9,Healthcare Business,956,289,0,434,694,
471,299,Health Business Clinical Integration,10,9,Healthcare Business,1086,277,0,366,875,
472,300,Health Business Managed Care,10,9,Healthcare Business,537,119,0,205,393,
473,301,Health Business Non-Hospital,10,9,Healthcare Business,1070,197,0,292,893,
474,302,Patent-Prosecution-Biotech-Chemical-Pharma,36,33,Intellectual Property Law - Patents,934,505,0,517,668,
475,303,Patent-Prosecution-Computer/Electronic,36,33,Intellectual Property Law - Patents,1230,638,0,742,821,
476,304,Patent-Prosecution-Design,36,33,Intellectual Property Law - Patents,940,401,0,488,686,
477,305,Patent-Prosecution-International,36,33,Intellectual Property Law - Patents,458,196,0,203,324,
478,306,Municipal-Emp Venn,18,17,Municipal Law,183,0,0,0,183,
479,307,Personal Tax Law - Personal Domains,58,52,Personal Tax,328,0,0,0,328,
480,308,Personal Tax Law - Business Domains,58,52,Personal Tax,2766,0,0,0,2766,
481,309,Tax-Preparer-Business-Domain-CPA-ALL,59,53,Tax Return Preparer,8115,0,0,0,8115,
482,310,Tax-Preparer-Personal-Domain-CPA-ALL,59,53,Tax Return Preparer,733,0,0,0,733,
483,311,Enrolled Agent-Business Domain-ALL,60,54,Enrolled Agents,899,0,0,0,899,
484,312,Enrolled Agent-Personal Domain-ALL,60,54,Enrolled Agents,569,0,0,0,569,
485,313,ERPA - Enrolled Retirement Plan Agent-ALL,60,54,Enrolled Agents,9,0,0,0,9,
486,314,ERISA-M&A Venn,8,7,ERISA,473,0,0,0,473,
487,315,Corporate Secretary,29,27,General Counsel,251,0,0,0,251,
488,316,Bankruptcy-Corp Fin Venn,3,2,Bankruptcy,1264,0,0,0,1264,
489,317,Energy-Banking-Venn,51,45,Energy,371,0,0,0,371,
490,318,M&A Banking Venn,35,32,Mergers & Acquisitions,1011,0,0,0,1011,
491,319,Derivatives & Futures Law,20,19,Corporate Finance,36,0,0,0,36,
492,320,Securitization & Structured Finance,20,19,Corporate Finance,63,0,0,0,63,
493,321,Real Prop-M&A Venn,19,18,Real Property Transactions,1046,0,0,0,1046,
494,322,Energy-Tax-Law Venn,51,45,Energy,366,0,0,0,366,
495,323,Healthcare-Tax Law Venn,10,9,Healthcare Business,557,0,0,0,557,
496,324,Health Comp-HIPAA,65,59,Healthcare Compliance,622,0,0,0,622,
497,325,Health Comp-Medicare-Medicaid,65,59,Healthcare Compliance,587,25,0,30,574,
498,326,Construction-Finance-Venn,48,42,Construction Law,392,0,0,0,392,
500,327,Healthcare-Emp Venn,10,9,Healthcare Business,1099,0,0,0,1099,
801,328,CPE Annual Pass,26,24,Accounting All,1320,0,0,0,1320,
850,329,CLE Annual Pass,34,31,Legal All,1146,0,0,0,1146,
