Jp & Jpg Data for All data.
Num Jps=,335,Num  JpGrps=,61
Jp,JpIDX,Jp Name,Jpgrp,JpgrpIDX,Jpgrp Name,# JpSeen, # JpOrderSeen,# JpOptSeen,# JpLinkSeen,# JpSourceSeen,
225,75,Patent Litigation,36,33,Intellectual Property Law - Patents,28395,1381,0,5801,26230,
226,76,Healthcare Litigation,65,59,Healthcare Compliance,16411,337,0,1691,15418,
227,77,Securities Litigation,20,19,Corporate Finance,12317,5,0,48,12279,
228,78,Solo,37,34,Smaller Firms Practice,16778,0,0,0,16778,
229,79,Environmental Litigation,7,6,Environmental,17269,781,0,3863,15467,
230,80,Real Property Litigation,19,18,Real Property Transactions,20222,0,0,0,20222,
231,81,Labor Litigation,64,58,Employment Litigation,26890,0,0,0,26890,
232,82,ERISA Litigation,8,7,ERISA,17874,678,0,2832,16541,
233,83,Banking Litigation,2,1,Banking,10728,727,0,3574,8218,
234,84,Bankruptcy Litigation,3,2,Bankruptcy,19891,458,0,2736,18573,
235,85,Copyrights Litigation,13,12,Intellectual Property Law - Other,9884,19,0,193,9767,
236,86,Trademarks Litigation,13,12,Intellectual Property Law - Other,15711,309,0,1522,14888,
237,87,Antitrust Litigation,1,0,Antitrust,10475,12,0,210,10368,
238,88,Corp Finance Litigation,20,19,Corporate Finance,1073,23,0,0,1069,
239,89,Energy-Litigation,51,45,Energy,4118,0,0,0,4118,
240,90,Corporate Litigation,9,8,Corporate Law,43466,3,0,48,43433,
241,91,International Litigation,14,13,International Law,5378,2,0,45,5348,
242,92,Tax Law-Litigation,21,20,Tax Law,5532,34,0,343,5264,
243,93,Family Law,38,35,Family Law,34273,2716,679,11641,30284,
244,94,Tax Law-Non-Profit,21,20,Tax Law,5498,102,0,503,5112,
245,95,Financial Services Litigation,2,1,Banking,2233,0,0,0,2233,
246,96,M&A Litigation,35,32,Mergers & Acquisitions,2282,127,0,428,1934,
247,97,Accounting-Accounting Only,26,24,Accounting All,6494,208,0,1177,5459,
248,98,Accounting-Audit/Assurance Only,26,24,Accounting All,18820,1181,693,3098,16828,
249,99,Accounting-Corporate/Business Tax,26,24,Accounting All,6756,0,0,0,6756,
250,100,Energy-Finance,51,45,Energy,4892,293,0,1622,3752,
251,101,Environmental-Real Property,7,6,Environmental,5430,0,0,0,5430,
252,102,Elder Law,41,38,Elder Law,20926,1812,737,9727,15554,
253,103,M&A Finance,35,32,Mergers & Acquisitions,16076,22,0,87,16023,
254,104,M&A Corporate,35,32,Mergers & Acquisitions,17843,0,0,0,17843,
255,105,Estate Planning,42,39,Estate Planning,39771,3976,1482,15591,30794,
256,106,Tax Law-Real Property,21,20,Tax Law,8981,328,0,2288,7129,
257,107,Entertainment/Sports/Media,13,12,Intellectual Property Law - Other,5628,36,49,124,5444,
258,108,Government Affairs,45,40,Government Affairs,5436,0,0,0,5436,
259,109,Science/Technology,13,12,Intellectual Property Law - Other,13087,173,57,977,12344,
260,110,Lawyering Skills,47,41,Lawyering Skills,999,107,0,832,214,
261,111,Bankruptcy-Real Property,3,2,Bankruptcy,7543,222,0,1494,6417,
262,112,Estate Planning-Trusts & Estates,42,39,Estate Planning,32271,2907,0,12035,25474,
263,113,Estate Planning-Wills & Probate,42,39,Estate Planning,26504,250,0,1980,25243,
264,114,Zoning,18,17,Municipal Law,10975,0,0,0,10975,
265,115,Construction Law,48,42,Construction Law,23141,1067,766,4179,19583,
266,116,Appellate Practice,49,43,Appellate Practice,22193,313,374,1743,21341,
267,117,Criminal Law,50,44,Criminal Law,17073,30,251,375,16719,
268,118,Bankruptcy Debtor and Creditor,3,2,Bankruptcy,3962,0,0,0,3962,
269,119,Personal Injury,52,46,Personal Injury,69383,3407,692,11461,64388,
270,120,RP-CorpFin Venn,63,57,Real Property Finance,5934,0,0,0,5934,
271,121,RP-Banking Venn,63,57,Real Property Finance,8449,0,0,0,8449,
272,122,Insurance-RP Venn,12,11,Insurance Non-Litigation,6533,0,0,0,6533,
273,123,Insurance-Construction Venn,12,11,Insurance Non-Litigation,12,0,0,0,12,
274,124,Employment-Class Action Venn,64,58,Employment Litigation,6839,0,0,0,6839,
275,125,Bankruptcy-Banking Venn,3,2,Bankruptcy,5606,0,0,0,5606,
276,126,ERISA-Executive Compensation,8,7,ERISA,8996,1460,0,5475,5359,
277,127,ERISA-Employee Benefits,8,7,ERISA,9655,339,0,1253,9110,
278,128,Estate Planning-Tax,42,39,Estate Planning,18653,1682,0,8729,12523,
279,129,Professional Liability,54,48,Professional Liability,15169,156,394,840,14500,
280,130,Medical Malpractice,55,49,Medical Malpractice,19726,857,274,2937,18053,
281,131,Workers Compensation,56,50,Workers Compensation,16266,345,278,1865,15712,
282,132,Acct Tax-Federal Tax,57,51,Accounting/Tax,664,76,0,515,194,
283,133,LoanDoc-Commercial Finance,61,55,Loan Doc,12033,2353,574,6952,5098,
284,134,Banking Regulatory,2,1,Banking,2544,418,0,1732,1074,
285,135,Bankruptcy Consumer,3,2,Bankruptcy,1530,138,0,1036,624,
286,136,Corp Law Business Entities,9,8,Corporate Law,3005,558,0,2653,34,
287,137,Corp Law Operational,9,8,Corporate Law,1197,182,0,1067,30,
288,138,Emp-Wage Hour,6,5,Employment Non-Litigation,5026,634,0,2953,2566,
289,139,Employ Associates,6,5,Employment Non-Litigation,354,30,0,299,81,
290,140,Emp-Labor/Unions,6,5,Employment Non-Litigation,4425,286,0,1690,3027,
291,141,Healthcare Business,10,9,Healthcare Business,12144,3345,0,10349,2786,
292,142,Healthcare Compliance,65,59,Healthcare Compliance,12361,3128,0,10347,3777,
293,143,Insurance Coverage,12,11,Insurance Non-Litigation,12928,2172,0,9768,5195,
294,144,Insurance Associates,12,11,Insurance Non-Litigation,386,39,0,304,108,
295,145,Tax Law-Partnership,21,20,Tax Law,16373,2750,0,10887,7919,
296,146,Construction Litigation,48,42,Construction Law,16007,290,0,1976,14893,
297,147,Emp-Lit-Wage Hour,64,58,Employment Litigation,10582,1069,0,5000,7146,
298,148,Accounting-Circular A-133,26,24,Accounting All,7809,0,0,0,7809,
299,149,Municipal Litigation,18,17,Municipal Law,3966,35,0,105,3881,
300,150,Bankruptcy Consumer Litigation,3,2,Bankruptcy,57,0,0,0,57,
301,151,Cost Segregation,27,25,Corporate Tax All,110,0,0,0,110,
302,152,International Tax,27,25,Corporate Tax All,1718,0,0,0,1718,
303,153,Health Business M&A,10,9,Healthcare Business,2880,178,0,560,2451,
304,154,Adoption Law,38,35,Family Law,1243,0,0,0,1243,
305,155,Tax Preparer-Business Domains-CPA*,59,53,Tax Return Preparer,113485,0,0,0,113485,
306,156,Tax Preparer-Already in Dbase*,59,53,Tax Return Preparer,31054,0,0,0,31054,
307,157,Tax Preparer-Personal Domains-CPA*,59,53,Tax Return Preparer,91337,0,0,0,91337,
308,158,Tax Preparer-Business Domains-Not-CPA*,59,53,Tax Return Preparer,89782,0,0,0,89782,
309,159,Tax Preparer-Federal Tax Programs*,59,53,Tax Return Preparer,1,0,0,0,1,
310,160,Tax Preparer-Tax Law Update Programs*,59,53,Tax Return Preparer,1,0,0,0,1,
311,161,Tax Preparer-Ethics Programs*,59,53,Tax Return Preparer,2,0,0,0,2,
312,162,Health Business Antitrust,10,9,Healthcare Business,1614,118,0,299,1403,
313,163,Enrolled Agents-Business Domains,60,54,Enrolled Agents,12687,0,0,0,12687,
314,164,Tax Preparer-Personal Domains-Not-CPA*,59,53,Tax Return Preparer,21978,0,0,0,21978,
315,165,Enrolled Agents-Ethics-Programs,60,54,Enrolled Agents,5536,181,0,5474,217,
317,166,Enrolled Agents-Personal Domains,60,54,Enrolled Agents,44134,0,0,0,44134,
318,167,Retail,19,18,Real Property Transactions,1016,0,0,0,1016,
319,168,Enrolled Agents-General-Programs,60,54,Enrolled Agents,6557,280,0,6426,359,
320,169,IP-Intl Venn (IP-Trade-Copy-Patent),13,12,Intellectual Property Law - Other,2159,0,0,0,2159,
321,170,Litigation-Only,17,16,Litigation,15611,0,0,0,15611,
322,171,Ins-Env Venn,12,11,Insurance Non-Litigation,1421,0,0,0,1421,
323,172,Banking-Litigation-Venn,2,1,Banking,2610,0,0,0,2610,
324,173,Intl-Healthcare-Venn,14,13,International Law,494,0,0,0,494,
325,174,Tax Law-M&A Venn,21,20,Tax Law,3063,0,0,0,3063,
326,175,Banking Lit-Consumer-Finance,2,1,Banking,2971,335,0,1781,1446,
327,176,Banking Lit-Regulatory,2,1,Banking,1519,159,0,1198,464,
328,177,Banking Lit-Instruments,2,1,Banking,1068,154,0,826,334,
329,178,Bankruptcy-Asset-Sales,3,2,Bankruptcy,1158,157,0,944,328,
330,179,Bankruptcy-Finance,3,2,Bankruptcy,2976,349,0,1909,1375,
331,180,Bankruptcy-Lender,3,2,Bankruptcy,6590,1111,0,5138,2496,
332,181,Bankruptcy-Reorganization,3,2,Bankruptcy,5614,949,0,4474,1850,
333,182,Bankruptcy-Asset-Recovery,3,2,Bankruptcy,4774,811,0,3875,1547,
334,183,Healthcare-Insurance-Venn,10,9,Healthcare Business,2195,0,0,0,2195,
335,184,Tax Prep-Pass-Through,59,53,Tax Return Preparer,2886,403,0,2664,41,
336,185,Tax Prep-Indiv-Tax,59,53,Tax Return Preparer,31811,4398,1538,27740,5911,
338,186,Tax Prep-Non-Profit (now in Acct),26,24,Accounting All,6,0,0,0,6,
339,187,Tax Prep-Trusts-Estates,59,53,Tax Return Preparer,18057,3739,1318,15035,4928,
340,188,Tax Prep-Other,59,53,Tax Return Preparer,9617,481,0,9348,579,
341,189,Corp Tax,27,25,Corporate Tax All,14238,1657,1480,11413,2442,
342,190,Not in Strafford Practice Area,22,21,Other/Unknown Practice Areas,2368,0,0,0,2368,
344,191,EstPlan-PersTax-Venn,42,39,Estate Planning,10993,0,0,0,10993,
345,192,ERISA-Tax-Law-Venn,8,7,ERISA,3390,0,0,0,3390,
352,193,Banking-Corp Fin Venn,2,1,Banking,10502,0,0,0,10502,
354,194,CorpFin198-Bankr68-KEEP,20,19,Corporate Finance,4228,0,0,0,4228,
356,195,Municipal-Public-Finance,18,17,Municipal Law,2572,0,0,0,2572,
357,196,Munipical-Corp-Fin-Venn,18,17,Municipal Law,452,0,0,0,452,
358,197,Antitrust Horizontal,1,0,Antitrust,2343,497,0,1918,776,
359,198,Antitrust Vertical,1,0,Antitrust,1810,360,0,1498,515,
360,199,LoanDoc-Mezzanine-SecondLien,61,55,Loan Doc,5200,955,0,3663,2360,
361,200,LoanDoc-Syndicated Loans,61,55,Loan Doc,2406,459,0,1586,1152,
362,201,LoanDoc-TermsTrends,61,55,Loan Doc,8484,2073,0,6296,3887,
363,202,LoanDoc-UCC,61,55,Loan Doc,8066,1391,0,5361,4073,
364,203,Class Action-Pre-Certification,4,3,Class Action,4267,1052,0,3253,1773,
365,204,Class Action-Settlements,4,3,Class Action,1071,216,0,853,359,
366,205,Class Action-TrialStrategies,4,3,Class Action,1817,409,0,1384,669,
367,206,Class Action-Substantive-Finance,4,3,Class Action,540,111,0,394,197,
368,207,Class Action-Substantive-Privacy,4,3,Class Action,1359,288,0,1105,437,
369,208,Class Action-Substantive-Products,4,3,Class Action,1628,321,0,1275,548,
370,209,Construction Contracts,48,42,Construction Law,2911,523,0,2451,824,
371,210,Construction Insurance Risk Mitigation,48,42,Construction Law,9456,1798,0,8022,2929,
372,211,Construction-Insurance-Venn,48,42,Construction Law,11191,0,0,0,11191,
373,212,Energy-Fracking,51,45,Energy,657,61,0,573,134,
374,213,Energy-Oil-and-Gas,51,45,Energy,4138,405,0,1863,2689,
375,214,Energy-Renewable-Finance,51,45,Energy,2630,568,0,2031,1021,
376,215,Energy-Renewable-Tax,51,45,Energy,1167,219,0,926,353,
377,216,Energy-Renewable-Contracts,51,45,Energy,3165,726,0,2569,1075,
378,217,Environmental CERCLA,7,6,Environmental,3882,987,0,3164,1547,
379,218,M&A-Front End Contracts,35,32,Mergers & Acquisitions,8310,1792,0,6483,3253,
380,219,M&A-Structuring Deals,35,32,Mergers & Acquisitions,5128,1120,0,3977,1822,
381,220,Environmental Transactional,7,6,Environmental,2794,570,0,2272,962,
382,221,Contracts-Technology,32,29,Contracts & Franchise Law,7057,1706,0,5709,2556,
383,222,Contracts-Supply/Distribution,32,29,Contracts & Franchise Law,4234,1022,0,3374,1444,
384,223,Contracts-Gen/Commercial,32,29,Contracts & Franchise Law,7682,1622,0,6219,2560,
385,224,Class Action Temp,4,3,Class Action,1,0,0,0,1,
386,225,GC-Only,29,27,General Counsel,7095,0,0,0,7095,
387,226,Insurance-Bad-Faith,66,60,Insurance Litigation,6414,1012,0,4502,2790,
389,227,ERISA-Health,8,7,ERISA,2810,413,0,1552,1625,
390,228,ERISA-Retirement Plans,8,7,ERISA,5046,1339,0,4058,2160,
391,229,Patent-Prosecution,36,33,Intellectual Property Law - Patents,12098,2500,0,8526,6087,
392,230,Patent-Post-Grant,36,33,Intellectual Property Law - Patents,4124,766,0,3134,1621,
393,231,Patent-Transactions-Licensing,36,33,Intellectual Property Law - Patents,3501,842,0,2611,1400,
394,232,International-FCPA,14,13,International Law,6000,1242,0,5020,2017,
395,233,RP Transactions-Leasing,19,18,Real Property Transactions,7351,1378,0,5396,3091,
396,234,RP Transactions-Sales,19,18,Real Property Transactions,7324,1406,0,5857,2625,
397,235,RP Transactions-Proj-Dev,19,18,Real Property Transactions,5210,1096,0,4151,1769,
398,236,RP Finance-Lending,63,57,Real Property Finance,11681,2823,0,8987,5194,
399,237,RP Finance-Leasing,63,57,Real Property Finance,3087,625,0,2272,1200,
400,238,RP Fin-Restructuring,63,57,Real Property Finance,1157,161,0,886,394,
401,239,RP Finance-Tax,63,57,Real Property Finance,10447,2307,0,7844,4462,
402,240,Tax Law-Corporate,21,20,Tax Law,5460,343,0,1110,4481,
403,241,Tax Law-Foreign,21,20,Tax Law,7882,1889,0,6088,2935,
404,242,Tax Law-M&A,21,20,Tax Law,3040,678,0,2413,999,
407,243,Tax Law-Invest-Vehicles,21,20,Tax Law,3157,757,0,2335,1268,
408,244,Personal Injury-Medicare,52,46,Personal Injury,7103,1387,0,6133,1946,
409,245,Emp-Comp-Discrimination-Retaliation,6,5,Employment Non-Litigation,8315,1284,0,6175,3188,
410,246,Emp-Comp-Competition/Trade Secrets,6,5,Employment Non-Litigation,1857,166,0,698,1236,
411,247,Emp-Comp-Privacy,6,5,Employment Non-Litigation,745,129,0,630,182,
412,248,Employment Agreements,6,5,Employment Non-Litigation,4007,692,0,3451,1079,
413,249,Emp-Lit-Discrimination-Retaliation,64,58,Employment Litigation,2983,465,0,2327,958,
414,250,Emp-Lit-Competition/Trade Secrets,64,58,Employment Litigation,1732,303,0,1151,787,
415,251,Emp-Lit-Privacy,64,58,Employment Litigation,2,0,0,0,2,
416,252,Emp-Lit-Procedural,64,58,Employment Litigation,6379,1158,0,5444,1850,
417,253,Acct-Group-Site-License,26,24,Accounting All,232,0,0,0,232,
418,254,Employment HR,6,5,Employment Non-Litigation,4215,705,0,3595,1057,
419,255,Patent Agents,36,33,Intellectual Property Law - Patents,901,0,0,0,901,
420,256,Litigation-Discovery,17,16,Litigation,4072,660,0,3305,1175,
421,257,Litigation-Damages,17,16,Litigation,1670,294,0,1255,599,
422,258,Litigation-Jurisdiction,17,16,Litigation,1712,186,0,1481,367,
423,259,Litigation-Depositions,17,16,Litigation,4152,740,0,3527,1191,
424,260,Litigation-Trial-Techniques,17,16,Litigation,6280,972,0,5223,1683,
425,261,Litigation-Substantive,17,16,Litigation,1588,307,0,1283,478,
426,262,Tax Prep-Foreign Individual,59,53,Tax Return Preparer,18013,3486,1247,14924,4901,
427,263,Foreign Business,27,25,Corporate Tax All,17725,3232,1162,14304,4883,
428,264,Tax Preparer-Business-Domain-CPA-New-2015,59,53,Tax Return Preparer,26600,0,0,0,26600,
429,265,Tax Preparer-Personal-Domain-CPA-New-2015,59,53,Tax Return Preparer,409,0,0,0,409,
430,266,Enrolled-Agent-Business-Domain-New-2015,60,54,Enrolled Agents,6478,0,0,0,6478,
431,267,Enrolled-Agent-Personal-Domain-New-2015,60,54,Enrolled Agents,10570,0,0,0,10570,
432,268,ERPA-New-2015,60,54,Enrolled Agents,734,0,0,0,734,
433,269,Personal Injury-Trial-Strategies,52,46,Personal Injury,8059,1635,0,6870,2320,
434,270,Tax Law-Trusts-and-Estates,21,20,Tax Law,574,95,0,509,9,
435,271,Tax Prep-Pass-Through-Planning,59,53,Tax Return Preparer,27291,4296,1491,22794,6911,
436,272,Tax Prep-Pass-Through-Forms,59,53,Tax Return Preparer,28732,4367,1411,24684,6188,
437,273,Tax Prep-Pass-Through-S-Corp,59,53,Tax Return Preparer,21504,2480,1797,18543,3279,
438,274,Personal Injury-Substantive,52,46,Personal Injury,10369,2502,0,8832,3377,
439,275,Trademarks-Contracts,13,12,Intellectual Property Law - Other,2260,422,0,1741,791,
440,276,Trademarks-Internet,13,12,Intellectual Property Law - Other,3489,734,0,2693,1364,
441,277,Trademarks-Prosecution,13,12,Intellectual Property Law - Other,3630,763,0,2541,1711,
442,278,Trademarks-Enforcement,13,12,Intellectual Property Law - Other,1201,224,0,834,507,
443,279,Trademarks-International,13,12,Intellectual Property Law - Other,1625,387,0,1243,598,
444,280,Municipal Regulation,18,17,Municipal Law,2779,783,0,2155,1090,
445,281,Municipal Finance-Admin,18,17,Municipal Law,1600,254,0,1301,483,
447,282,Law Firm Marketing Professionals,15,14,Law Firm Management,60,0,0,0,60,
448,283,Accounting-Estate Planning,26,24,Accounting All,3145,0,0,0,3145,
449,284,Tax Preparer-Business-Domain-CPA-New-2015-2,59,53,Tax Return Preparer,3314,0,0,0,3314,
450,285,Tax Law-Private Equity Venn,21,20,Tax Law,1271,0,0,0,1271,
453,286,Insurance-Defense,12,11,Insurance Non-Litigation,646,0,0,0,646,
455,287,Pro Bono,62,56,Pro Bono,497,0,0,0,497,
456,288,Healthcare-Finance-Venn,10,9,Healthcare Business,1782,0,0,0,1782,
457,289,ERISA-Emp-Venn,8,7,ERISA,3449,0,0,0,3449,
458,290,Antitrust-IP/Patent-Venn,1,0,Antitrust,1644,0,0,0,1644,
459,291,Tax Preparer-Business-Domain-CPA-New-2016,59,53,Tax Return Preparer,11685,0,0,0,11685,
460,292,Enrolled-Agent-Business-Domain-New-2016,60,54,Enrolled Agents,1996,0,0,0,1996,
461,293,ERPA-New-2016,60,54,Enrolled Agents,190,0,0,0,190,
462,294,Corporate Audit/Investigations,9,8,Corporate Law,1144,145,0,646,571,
463,295,Corporate Data Governance,9,8,Corporate Law,1692,257,0,972,837,
464,296,Corporate D&O Issues,9,8,Corporate Law,729,60,0,264,495,
465,297,Corporate Legal Dept Policy,9,8,Corporate Law,999,95,0,433,625,
466,298,Corporate Risk Mgt,9,8,Corporate Law,865,90,0,438,457,
467,299,Corporate LLC/Partnerships,9,8,Corporate Law,2683,347,0,1041,1770,
468,300,Health Business Employment,10,9,Healthcare Business,1286,208,0,678,739,
469,301,Health Business Physician Groups,10,9,Healthcare Business,640,109,0,374,352,
470,302,Health Business Telemedicine,10,9,Healthcare Business,1524,289,0,831,891,
471,303,Health Business Clinical Integration,10,9,Healthcare Business,1635,277,0,662,1153,
472,304,Health Business Managed Care,10,9,Healthcare Business,843,119,0,385,532,
473,305,Health Business Non-Hospital,10,9,Healthcare Business,1602,197,0,581,1148,
474,306,Patent-Prosecution-Biotech-Chemical-Pharma,36,33,Intellectual Property Law - Patents,2185,505,0,1184,1329,
475,307,Patent-Prosecution-Computer/Electronic,36,33,Intellectual Property Law - Patents,2936,638,0,2005,1380,
476,308,Patent-Prosecution-Design,36,33,Intellectual Property Law - Patents,1938,401,0,1122,1119,
477,309,Patent-Prosecution-International,36,33,Intellectual Property Law - Patents,893,196,0,455,530,
478,310,Municipal-Emp Venn,18,17,Municipal Law,1405,0,0,0,1405,
479,311,Personal Tax Law - Personal Domains,58,52,Personal Tax,10467,0,0,0,10467,
480,312,Personal Tax Law - Business Domains,58,52,Personal Tax,20921,0,0,0,20921,
481,313,Tax-Preparer-Business-Domain-CPA-ALL,59,53,Tax Return Preparer,102410,0,0,0,102410,
482,314,Tax-Preparer-Personal-Domain-CPA-ALL,59,53,Tax Return Preparer,102434,0,0,0,102434,
483,315,Enrolled Agent-Business Domain-ALL,60,54,Enrolled Agents,14072,0,0,0,14072,
484,316,Enrolled Agent-Personal Domain-ALL,60,54,Enrolled Agents,40130,0,0,0,40130,
485,317,ERPA - Enrolled Retirement Plan Agent-ALL,60,54,Enrolled Agents,865,0,0,0,865,
486,318,ERISA-M&A Venn,8,7,ERISA,1143,0,0,0,1143,
487,319,Corporate Secretary,29,27,General Counsel,1957,0,0,0,1957,
488,320,Bankruptcy-Corp Fin Venn,3,2,Bankruptcy,4109,0,0,0,4109,
489,321,Energy-Banking-Venn,51,45,Energy,1545,0,0,0,1545,
490,322,M&A Banking Venn,35,32,Mergers & Acquisitions,4543,0,0,0,4543,
491,323,Derivatives & Futures Law,20,19,Corporate Finance,256,0,0,0,256,
492,324,Securitization & Structured Finance,20,19,Corporate Finance,254,0,0,0,254,
493,325,Real Prop-M&A Venn,19,18,Real Property Transactions,4002,0,0,0,4002,
494,326,Energy-Tax-Law Venn,51,45,Energy,1018,0,0,0,1018,
495,327,Healthcare-Tax Law Venn,10,9,Healthcare Business,2165,0,0,0,2165,
496,328,Health Comp-HIPAA,65,59,Healthcare Compliance,869,0,0,0,869,
497,329,Health Comp-Medicare-Medicaid,65,59,Healthcare Compliance,829,25,0,67,781,
498,330,Construction-Finance-Venn,48,42,Construction Law,1606,0,0,0,1606,
499,331,Finance Professionals,27,25,Corporate Tax All,330,0,0,0,330,
500,332,Healthcare-Emp Venn,10,9,Healthcare Business,5667,0,0,0,5667,
801,333,CPE Annual Pass,26,24,Accounting All,1449,0,0,0,1449,
