Jp & Jpg Data for Product data.
Num Jps=,214,Num  JpGrps=,47
Jp,JpIDX,Jp Name,Jpgrp,JpgrpIDX,Jpgrp Name,# JpSeen, # JpOrderSeen,# JpOptSeen,# JpLinkSeen,# JpSourceSeen,
283,90,LoanDoc-Commercial Finance,61,42,Loan Doc,125,0,0,0,0,
284,91,Banking Regulatory,2,1,Banking,35,0,0,0,0,
285,92,Bankruptcy Consumer,3,2,Bankruptcy,8,0,0,0,0,
286,93,Corp Law Business Entities,9,7,Corporate Law,21,0,0,0,0,
287,94,Corp Law Operational,9,7,Corporate Law,11,0,0,0,0,
288,95,Emp-Wage Hour,6,4,Employment Non-Litigation,32,0,0,0,0,
289,96,Employ Associates,6,4,Employment Non-Litigation,2,0,0,0,0,
290,97,Emp-Labor/Unions,6,4,Employment Non-Litigation,11,0,0,0,0,
291,98,Healthcare Business,10,8,Healthcare Business,169,0,0,0,0,
292,99,Healthcare Compliance,65,45,Healthcare Compliance,183,0,0,0,0,
293,100,Insurance Coverage,12,9,Insurance Non-Litigation,149,0,0,0,0,
294,101,Insurance Associates,12,9,Insurance Non-Litigation,2,0,0,0,0,
295,102,Tax Law-Partnership,21,17,Tax Law,101,0,0,0,0,
296,103,Construction Litigation,48,29,Construction Law,22,0,0,0,0,
297,104,Emp-Lit-Wage Hour,64,44,Employment Litigation,47,0,0,0,0,
299,105,Municipal Litigation,18,14,Municipal Law,3,0,0,0,0,
303,106,Health Business M&A,10,8,Healthcare Business,9,0,0,0,0,
312,107,Health Business Antitrust,10,8,Healthcare Business,4,0,0,0,0,
315,108,Enrolled Agents-Ethics-Programs,60,41,Enrolled Agents,4,0,0,0,0,
319,109,Enrolled Agents-General-Programs,60,41,Enrolled Agents,9,0,0,0,0,
326,110,Banking Lit-Consumer-Finance,2,1,Banking,20,0,0,0,0,
327,111,Banking Lit-Regulatory,2,1,Banking,10,0,0,0,0,
328,112,Banking Lit-Instruments,2,1,Banking,7,0,0,0,0,
329,113,Bankruptcy-Asset-Sales,3,2,Bankruptcy,9,0,0,0,0,
330,114,Bankruptcy-Finance,3,2,Bankruptcy,17,0,0,0,0,
331,115,Bankruptcy-Lender,3,2,Bankruptcy,46,0,0,0,0,
332,116,Bankruptcy-Reorganization,3,2,Bankruptcy,61,0,0,0,0,
333,117,Bankruptcy-Asset-Recovery,3,2,Bankruptcy,40,0,0,0,0,
335,118,Tax Prep-Pass-Through,59,40,Tax Return Preparer,3,0,0,0,0,
336,119,Tax Prep-Indiv-Tax,59,40,Tax Return Preparer,107,0,0,0,0,
339,120,Tax Prep-Trusts-Estates,59,40,Tax Return Preparer,91,0,0,0,0,
340,121,Tax Prep-Other,59,40,Tax Return Preparer,7,0,0,0,0,
341,122,Corp Tax,27,19,Corporate Tax All,55,0,0,0,0,
358,123,Antitrust Horizontal,1,0,Antitrust,33,0,0,0,0,
359,124,Antitrust Vertical,1,0,Antitrust,23,0,0,0,0,
360,125,LoanDoc-Mezzanine-SecondLien,61,42,Loan Doc,36,0,0,0,0,
361,126,LoanDoc-Syndicated Loans,61,42,Loan Doc,18,0,0,0,0,
362,127,LoanDoc-TermsTrends,61,42,Loan Doc,103,0,0,0,0,
363,128,LoanDoc-UCC,61,42,Loan Doc,64,0,0,0,0,
364,129,Class Action-Pre-Certification,4,3,Class Action,68,0,0,0,0,
365,130,Class Action-Settlements,4,3,Class Action,18,0,0,0,0,
366,131,Class Action-TrialStrategies,4,3,Class Action,28,0,0,0,0,
367,132,Class Action-Substantive-Finance,4,3,Class Action,8,0,0,0,0,
368,133,Class Action-Substantive-Privacy,4,3,Class Action,16,0,0,0,0,
369,134,Class Action-Substantive-Products,4,3,Class Action,18,0,0,0,0,
370,135,Construction Contracts,48,29,Construction Law,27,0,0,0,0,
371,136,Construction Insurance Risk Mitigation,48,29,Construction Law,84,0,0,0,0,
373,137,Energy-Fracking,51,32,Energy,5,0,0,0,0,
374,138,Energy-Oil-and-Gas,51,32,Energy,41,0,0,0,0,
375,139,Energy-Renewable-Finance,51,32,Energy,23,0,0,0,0,
376,140,Energy-Renewable-Tax,51,32,Energy,8,0,0,0,0,
377,141,Energy-Renewable-Contracts,51,32,Energy,37,0,0,0,0,
378,142,Environmental CERCLA,7,5,Environmental,55,0,0,0,0,
379,143,M&A-Front End Contracts,35,22,Mergers & Acquisitions,105,0,0,0,0,
380,144,M&A-Structuring Deals,35,22,Mergers & Acquisitions,59,0,0,0,0,
381,145,Environmental Transactional,7,5,Environmental,28,0,0,0,0,
382,146,Contracts-Technology,32,21,Contracts & Franchise Law,77,0,0,0,0,
383,147,Contracts-Supply/Distribution,32,21,Contracts & Franchise Law,45,0,0,0,0,
384,148,Contracts-Gen/Commercial,32,21,Contracts & Franchise Law,61,0,0,0,0,
387,149,Insurance-Bad-Faith,66,46,Insurance Litigation,41,0,0,0,0,
389,150,ERISA-Health,8,6,ERISA,20,0,0,0,0,
390,151,ERISA-Retirement Plans,8,6,ERISA,90,0,0,0,0,
391,152,Patent-Prosecution,36,23,Intellectual Property Law - Patents,149,0,0,0,0,
392,153,Patent-Post-Grant,36,23,Intellectual Property Law - Patents,39,0,0,0,0,
393,154,Patent-Transactions-Licensing,36,23,Intellectual Property Law - Patents,26,0,0,0,0,
394,155,International-FCPA,14,11,International Law,82,0,0,0,0,
395,156,RP Transactions-Leasing,19,15,Real Property Transactions,66,0,0,0,0,
396,157,RP Transactions-Sales,19,15,Real Property Transactions,56,0,0,0,0,
397,158,RP Transactions-Proj-Dev,19,15,Real Property Transactions,46,0,0,0,0,
398,159,RP Finance-Lending,63,43,Real Property Finance,131,0,0,0,0,
399,160,RP Finance-Leasing,63,43,Real Property Finance,16,0,0,0,0,
400,161,RP Fin-Restructuring,63,43,Real Property Finance,5,0,0,0,0,
401,162,RP Finance-Tax,63,43,Real Property Finance,67,0,0,0,0,
402,163,Tax Law-Corporate,21,17,Tax Law,14,0,0,0,0,
403,164,Tax Law-Foreign,21,17,Tax Law,71,0,0,0,0,
404,165,Tax Law-M&A,21,17,Tax Law,19,0,0,0,0,
407,166,Tax Law-Invest-Vehicles,21,17,Tax Law,17,0,0,0,0,
408,167,Personal Injury-Medicare,52,33,Personal Injury,23,0,0,0,0,
409,168,Emp-Comp-Discrimination-Retaliation,6,4,Employment Non-Litigation,76,0,0,0,0,
410,169,Emp-Comp-Competition/Trade Secrets,6,4,Employment Non-Litigation,10,0,0,0,0,
411,170,Emp-Comp-Privacy,6,4,Employment Non-Litigation,7,0,0,0,0,
412,171,Employment Agreements,6,4,Employment Non-Litigation,29,0,0,0,0,
413,172,Emp-Lit-Discrimination-Retaliation,64,44,Employment Litigation,25,0,0,0,0,
414,173,Emp-Lit-Competition/Trade Secrets,64,44,Employment Litigation,10,0,0,0,0,
416,174,Emp-Lit-Procedural,64,44,Employment Litigation,44,0,0,0,0,
418,175,Employment HR,6,4,Employment Non-Litigation,28,0,0,0,0,
420,176,Litigation-Discovery,17,13,Litigation,36,0,0,0,0,
421,177,Litigation-Damages,17,13,Litigation,11,0,0,0,0,
422,178,Litigation-Jurisdiction,17,13,Litigation,6,0,0,0,0,
423,179,Litigation-Depositions,17,13,Litigation,20,0,0,0,0,
424,180,Litigation-Trial-Techniques,17,13,Litigation,47,0,0,0,0,
425,181,Litigation-Substantive,17,13,Litigation,17,0,0,0,0,
426,182,Tax Prep-Foreign Individual,59,40,Tax Return Preparer,78,0,0,0,0,
427,183,Foreign Business,27,19,Corporate Tax All,87,0,0,0,0,
433,184,Personal Injury-Trial-Strategies,52,33,Personal Injury,54,0,0,0,0,
434,185,Tax Law-Trusts-and-Estates,21,17,Tax Law,2,0,0,0,0,
435,186,Tax Prep-Pass-Through-Planning,59,40,Tax Return Preparer,80,0,0,0,0,
436,187,Tax Prep-Pass-Through-Forms,59,40,Tax Return Preparer,79,0,0,0,0,
437,188,Tax Prep-Pass-Through-S-Corp,59,40,Tax Return Preparer,34,0,0,0,0,
438,189,Personal Injury-Substantive,52,33,Personal Injury,78,0,0,0,0,
439,190,Trademarks-Contracts,13,10,Intellectual Property Law - Other,15,0,0,0,0,
440,191,Trademarks-Internet,13,10,Intellectual Property Law - Other,28,0,0,0,0,
441,192,Trademarks-Prosecution,13,10,Intellectual Property Law - Other,32,0,0,0,0,
442,193,Trademarks-Enforcement,13,10,Intellectual Property Law - Other,8,0,0,0,0,
443,194,Trademarks-International,13,10,Intellectual Property Law - Other,15,0,0,0,0,
444,195,Municipal Regulation,18,14,Municipal Law,33,0,0,0,0,
445,196,Municipal Finance-Admin,18,14,Municipal Law,15,0,0,0,0,
462,197,Corporate Audit/Investigations,9,7,Corporate Law,7,0,0,0,0,
463,198,Corporate Data Governance,9,7,Corporate Law,12,0,0,0,0,
464,199,Corporate D&O Issues,9,7,Corporate Law,6,0,0,0,0,
465,200,Corporate Legal Dept Policy,9,7,Corporate Law,5,0,0,0,0,
466,201,Corporate Risk Mgt,9,7,Corporate Law,12,0,0,0,0,
467,202,Corporate LLC/Partnerships,9,7,Corporate Law,16,0,0,0,0,
468,203,Health Business Employment,10,8,Healthcare Business,10,0,0,0,0,
469,204,Health Business Physician Groups,10,8,Healthcare Business,7,0,0,0,0,
470,205,Health Business Telemedicine,10,8,Healthcare Business,9,0,0,0,0,
471,206,Health Business Clinical Integration,10,8,Healthcare Business,9,0,0,0,0,
472,207,Health Business Managed Care,10,8,Healthcare Business,4,0,0,0,0,
473,208,Health Business Non-Hospital,10,8,Healthcare Business,8,0,0,0,0,
474,209,Patent-Prosecution-Biotech-Chemical-Pharma,36,23,Intellectual Property Law - Patents,20,0,0,0,0,
475,210,Patent-Prosecution-Computer/Electronic,36,23,Intellectual Property Law - Patents,19,0,0,0,0,
476,211,Patent-Prosecution-Design,36,23,Intellectual Property Law - Patents,13,0,0,0,0,
477,212,Patent-Prosecution-International,36,23,Intellectual Property Law - Patents,4,0,0,0,0,
497,213,Health Comp-Medicare-Medicaid,65,45,Healthcare Compliance,1,0,0,0,0,
