Product ID : 993 # of JPs covered : 1 : 210 : Accounting-Employee Benefit Plan, 
us_000483524,0.437233, 0.170344
us_000547422,0.437233, 0.170344
us_000538723,0.437233, 0.170344
us_000522067,0.437233, 0.170344
us_000474169,0.437233, 0.170344
us_000578127,0.437233, 0.170344
us_000532832,0.437233, 0.170344
us_000587315,0.437233, 0.170344
us_000581239,0.437233, 0.170344
us_000547421,0.437233, 0.170344
us_000460774,0.437233, 0.170344
us_000562042,0.437233, 0.170344
us_000553242,0.437233, 0.170344
us_000460870,0.437233, 0.170344
us_000554178,0.437233, 0.170344
us_000561974,0.437233, 0.170344
us_000468575,0.437233, 0.170344
us_000463413,0.437233, 0.170344
us_000535312,0.437233, 0.170344
us_000500701,0.437233, 0.170344
us_000581582,0.437233, 0.170344
us_000528659,0.437233, 0.170344
us_000529991,0.437233, 0.170344
us_000535241,0.437233, 0.170344
us_000569197,0.437233, 0.170344
us_000481432,0.437233, 0.170344
us_000561981,0.437233, 0.170344
us_000502359,0.437233, 0.170344
us_000597317,0.437233, 0.170344
us_000581275,0.437233, 0.170344
us_000584479,0.437233, 0.170344
us_000587357,0.437233, 0.170344
us_000533916,0.437233, 0.170344
us_000553155,0.437233, 0.170344
us_000529742,0.437233, 0.170344
us_000504553,0.437233, 0.170509
us_000243519,0.437233, 0.170509
us_000470209,0.437233, 0.170831
us_000519896,0.437233, 0.170883
us_000494708,0.437233, 0.170890
us_000514189,0.437233, 0.171297
us_000488362,0.437233, 0.171322
us_000533970,0.437233, 0.171366
us_000502349,0.437233, 0.171612
us_000497264,0.437233, 0.172078
us_000500647,0.437233, 0.172144
us_000021670,0.437233, 0.172144
us_000577883,0.437233, 0.172207
us_000304679,0.437233, 0.172289
us_000581789,0.437233, 0.172723
us_000493196,0.437233, 0.172744
us_000534123,0.437233, 0.172953
us_000539697,0.437233, 0.172953
us_000582425,0.437233, 0.172953
us_000582575,0.437233, 0.172953
us_000534122,0.437233, 0.172953
us_000585775,0.437233, 0.172953
us_000502496,0.437233, 0.172953
us_000521441,0.437233, 0.172953
us_000533508,0.437233, 0.172953
us_000583030,0.437233, 0.172953
us_000534025,0.437233, 0.172953
us_000585829,0.437233, 0.172953
us_000503029,0.437233, 0.172953
us_000520334,0.437233, 0.172953
us_000468618,0.437233, 0.172953
us_000491680,0.437233, 0.172953
us_000597627,0.437233, 0.172953
us_000565657,0.437233, 0.172953
us_000568998,0.437233, 0.172953
us_000465383,0.437233, 0.172953
us_000597629,0.437233, 0.172953
us_000521255,0.437233, 0.172953
us_000502176,0.437233, 0.172953
us_000582436,0.437233, 0.172953
us_000585809,0.437233, 0.172953
us_000577524,0.437233, 0.172953
us_000519301,0.437233, 0.172953
us_000550428,0.437233, 0.172953
us_000549656,0.437233, 0.172953
us_000463381,0.437233, 0.172953
us_000597436,0.437233, 0.172953
us_000549250,0.437233, 0.172953
us_000563499,0.437233, 0.172953
us_000520700,0.437233, 0.172953
us_000468749,0.437233, 0.172953
us_000552805,0.437233, 0.172953
us_000570426,0.437233, 0.172953
us_000552285,0.437233, 0.172953
us_000581790,0.437233, 0.172953
us_000597644,0.437233, 0.172953
us_000569932,0.437233, 0.172953
us_000534026,0.437233, 0.172953
us_000520788,0.437233, 0.172953
us_000553201,0.437233, 0.172953
us_000597435,0.437233, 0.172953
us_000548155,0.437233, 0.172953
us_000501121,0.437233, 0.172953
us_000578924,0.437233, 0.172953
us_000501104,0.437233, 0.172953
us_000519820,0.437233, 0.172953
us_000492013,0.437233, 0.172953
us_000581843,0.437233, 0.172953
us_000597567,0.437233, 0.172953
us_000552089,0.437233, 0.172953
us_000556558,0.437233, 0.172953
us_000549782,0.437233, 0.172953
us_000562906,0.437233, 0.172953
us_000547298,0.437233, 0.172953
us_000483834,0.437233, 0.172953
us_000582403,0.437233, 0.172953
us_000517952,0.437233, 0.172953
us_000597437,0.437233, 0.172953
us_000483833,0.437233, 0.172953
us_000027874,0.437233, 0.172953
us_000483910,0.437233, 0.172953
us_000547271,0.437233, 0.172953
us_000562185,0.437233, 0.172953
us_000491681,0.437233, 0.172953
us_000501266,0.437233, 0.172953
us_000534562,0.437233, 0.172953
us_000552230,0.437233, 0.172953
us_000549649,0.437233, 0.172953
us_000582429,0.437233, 0.172953
us_000520820,0.437233, 0.172953
us_000493189,0.437233, 0.172953
us_000582427,0.437233, 0.172953
us_000491833,0.437233, 0.172953
us_000549655,0.437233, 0.172953
us_000245661,0.437233, 0.172953
us_000585808,0.437233, 0.172953
us_000520804,0.437233, 0.172953
us_000582399,0.437233, 0.172953
us_000500960,0.437233, 0.172953
us_000500266,0.437233, 0.172953
us_000569102,0.437233, 0.172953
us_000535196,0.437233, 0.172953
us_000491827,0.437233, 0.172953
us_000561903,0.437233, 0.172953
us_000548653,0.437233, 0.172953
us_000463260,0.437233, 0.172953
us_000522088,0.437233, 0.172953
us_000597628,0.437233, 0.172953
us_000465398,0.437233, 0.172953
us_000585884,0.437233, 0.172953
us_000468746,0.437233, 0.172953
us_000549613,0.437233, 0.172953
us_000470181,0.437233, 0.172953
us_000502583,0.437233, 0.172953
us_000548679,0.437233, 0.172953
us_000581784,0.437233, 0.172953
us_000538570,0.437233, 0.172953
us_000534016,0.437233, 0.172953
us_000464714,0.437233, 0.172953
us_000550661,0.437233, 0.172953
us_000566909,0.437233, 0.172953
us_000493157,0.437233, 0.172953
us_000585807,0.437233, 0.172953
us_000571721,0.437233, 0.172953
us_000582420,0.437233, 0.172953
us_000538420,0.437233, 0.172953
us_000463336,0.437233, 0.172953
us_000535053,0.437233, 0.172953
us_000464552,0.437233, 0.172953
us_000585786,0.437233, 0.172953
us_000582400,0.437233, 0.172953
us_000597645,0.437233, 0.172953
us_000462983,0.437233, 0.172953
us_000585812,0.437233, 0.172953
us_000491720,0.437233, 0.172953
us_000551935,0.437233, 0.172953
us_000463425,0.437233, 0.172953
us_000521090,0.437233, 0.172953
us_000581786,0.437233, 0.172953
us_000479662,0.437233, 0.172953
us_000550427,0.437233, 0.172953
us_000585825,0.437233, 0.172953
us_000549654,0.437233, 0.172953
us_000501507,0.437233, 0.172953
us_000582423,0.437233, 0.172953
us_000521754,0.437233, 0.172953
us_000582530,0.437233, 0.172953
us_000585826,0.437233, 0.172953
us_000583237,0.437233, 0.172953
us_000585783,0.437233, 0.172953
us_000493231,0.437233, 0.172953
us_000534136,0.437233, 0.172953
us_000585780,0.437233, 0.172953
us_000585781,0.437233, 0.172953
us_000580982,0.437233, 0.172953
us_000539582,0.437233, 0.172953
us_000550670,0.437233, 0.172953
us_000585827,0.437233, 0.172953
us_000535199,0.437233, 0.172953
us_000520528,0.437233, 0.172953
us_000535198,0.437233, 0.172953
us_000246927,0.437233, 0.172953
us_000521278,0.437233, 0.172953
us_000582419,0.437233, 0.172953
us_000585828,0.437233, 0.172953
us_000521118,0.437233, 0.172953
us_000585774,0.437233, 0.172953
us_000570011,0.437233, 0.172953
us_000535200,0.437233, 0.172953
us_000550671,0.437233, 0.172953
us_000585810,0.437233, 0.172953
us_000566904,0.437233, 0.172953
us_000550436,0.437233, 0.172953
us_000581303,0.437233, 0.172953
us_000581788,0.437233, 0.172953
us_000571374,0.437233, 0.172953
us_000585784,0.437233, 0.172953
us_000231080,0.437233, 0.172953
us_000550426,0.437233, 0.172953
us_000502455,0.437233, 0.172953
us_000535100,0.437233, 0.172953
us_000535197,0.437233, 0.172953
us_000582398,0.437233, 0.172953
us_000582401,0.437233, 0.172953
us_000549234,0.437233, 0.172953
us_000502468,0.437233, 0.172953
us_000569751,0.437233, 0.172953
us_000568732,0.437233, 0.172953
us_000483586,0.437233, 0.172953
us_000520318,0.437233, 0.172953
us_000519434,0.437233, 0.172953
us_000460898,0.437233, 0.172953
us_000539497,0.437233, 0.172953
us_000521682,0.437233, 0.172953
us_000563083,0.437233, 0.172953
us_000562677,0.437233, 0.172953
us_000551744,0.437233, 0.172953
us_000585534,0.437233, 0.172953
us_000491938,0.437233, 0.172953
us_000581649,0.437233, 0.173007
us_000206278,0.437233, 0.173118
us_000056903,0.437233, 0.173118
us_000459244,0.437233, 0.173118
us_000498579,0.437233, 0.173130
us_000522104,0.437233, 0.173283
us_000585519,0.437233, 0.173329
us_000584084,0.437233, 0.173351
us_000539418,0.437233, 0.173391
us_000545354,0.437233, 0.173391
us_000491768,0.437233, 0.173445
us_000481065,0.437233, 0.173492
us_000585782,0.437233, 0.173987
us_000594518,0.437233, 0.174022
us_000519009,0.437233, 0.174061
us_000600064,0.437233, 0.174148
us_000594516,0.437233, 0.174148
us_000594517,0.437233, 0.174148
us_000501407,0.437233, 0.174221
us_000594637,0.437233, 0.174234
us_000485885,0.437233, 0.174259
us_000464932,0.437233, 0.174341
us_000520809,0.437233, 0.174503
us_000565656,0.437233, 0.174753
us_000582421,0.437233, 0.174753
us_000254972,0.437233, 0.174964
us_000390687,0.437233, 0.174996
us_000491468,0.437233, 0.175128
us_000531397,0.437233, 0.175509
us_000517574,0.437233, 0.175709
us_000589039,0.437233, 0.175709
us_000539312,0.437233, 0.175709
us_000479582,0.437233, 0.175999
us_000473223,0.437233, 0.176032
us_000589227,0.437233, 0.176434
us_000538911,0.437233, 0.176744
us_000603440,0.437233, 0.177083
us_000539403,0.437233, 0.178184
us_000543256,0.437233, 0.178893
us_000571284,0.437233, 0.179701
us_000520732,0.437233, 0.179740
us_000529002,0.437233, 0.181277
us_000483838,0.437233, 0.181444
us_000580372,0.437233, 0.181765
us_000562949,0.437233, 0.182180
us_000343331,0.437233, 0.182204
us_000508614,0.437233, 0.182551
us_000584672,0.437233, 0.184229
us_000547205,0.437233, 0.184694
us_000521119,0.437233, 0.184811
us_000591248,0.437233, 0.185031
us_000470491,0.437233, 0.185390
us_000472454,0.437233, 0.187731
us_000590668,0.437233, 0.187873
us_000472343,0.437233, 0.188184
us_000492261,0.437233, 0.188396
us_000474031,0.437233, 0.188431
us_000600468,0.437233, 0.188518
us_000520549,0.437233, 0.188750
us_000465220,0.437233, 0.189642
us_000539680,0.437233, 0.189867
us_000585369,0.437233, 0.190699
us_000538919,0.437233, 0.191548
us_000474591,0.437233, 0.191630
us_000569604,0.437233, 0.192342
us_000522089,0.437233, 0.193041
us_000483949,0.437233, 0.193159
us_000522165,0.437233, 0.193542
us_000512063,0.437233, 0.195490
us_000532845,0.437233, 0.196071
us_000590262,0.437233, 0.196954
us_000563106,0.437233, 0.198490
us_000556870,0.437233, 0.200305
us_000521417,0.437233, 0.201015
us_000521630,0.437233, 0.201232
us_000569239,0.437233, 0.201792
us_000529738,0.437233, 0.201967
us_000581994,0.437233, 0.202374
us_000534148,0.437233, 0.202890
us_000464539,0.437233, 0.204137
us_000528719,0.437233, 0.204144
us_000465059,0.437233, 0.206435
us_000468799,0.437233, 0.206435
us_000472204,0.437233, 0.208676
us_000524520,0.437233, 0.208677
us_000513503,0.437233, 0.210173
us_000498615,0.437233, 0.210204
us_000294730,0.437233, 0.210857
us_000512817,0.437233, 0.211647
us_000473317,0.437233, 0.214155
us_000460732,0.437233, 0.218288
us_000550553,0.437233, 0.219548
us_000493172,0.437233, 0.220453
us_000490758,0.437233, 0.221113
us_000548659,0.437233, 0.222075
us_000232552,0.437233, 0.227210
us_000506356,0.437233, 0.232415
us_000580785,0.437233, 0.232926
us_000236164,0.437233, 0.234305
us_000515997,0.437233, 0.238209
us_000460656,0.437233, 0.241303
us_000581545,0.437233, 0.244944
us_000498325,0.437233, 0.249861
us_000539591,0.437233, 0.250709
us_000309976,0.437233, 0.252747
us_000534819,0.437233, 0.261299
us_000468988,0.437233, 0.270270
us_000477754,0.437233, 0.274686
us_000562483,0.437233, 0.277261
us_000485573,0.437233, 0.288956
us_000468963,0.437233, 0.298681
us_000459380,0.437233, 0.303311
us_000472813,0.437233, 0.305011
us_000364032,0.437233, 0.306133
us_000506358,0.437233, 0.309670
us_000464929,0.437233, 0.315017
us_000535262,0.437233, 0.316524
us_000486245,0.437233, 0.317127
us_000302934,0.437233, 0.319983
us_000500147,0.437233, 0.322149
us_000503907,0.437233, 0.323831
us_000459815,0.437233, 0.323960
us_000541365,0.437233, 0.327895
us_000488653,0.437233, 0.330399
us_000551714,0.437233, 0.330773
us_000589087,0.437233, 0.331421
us_000508952,0.437233, 0.331696
us_000492950,0.437233, 0.332893
us_000563224,0.437233, 0.334801
us_000570436,0.437233, 0.337314
us_000572026,0.437233, 0.339599
us_000486467,0.437233, 0.342160
us_000574873,0.437233, 0.352236
us_000470272,0.437233, 0.353920
us_000511548,0.437233, 0.361490
us_000533002,0.437233, 0.415986
us_000491182,0.437233, 0.417489
us_000321224,0.437233, 0.428792
us_000532964,0.437233, 0.453757
us_000541589,0.437233, 0.455397
us_000526011,0.437233, 0.497764
us_000491471,0.437233, 0.514253
us_000510786,0.437233, 0.547495
us_000468876,0.437233, 0.547875
us_000537003,0.437233, 0.561011
us_000464514,0.437233, 0.581403
us_000551010,0.437233, 0.584832
us_000532361,0.437233, 0.620940
us_000497432,0.437233, 0.635009
us_000485444,0.437233, 0.656455
us_000485950,0.437233, 0.665941
us_000594661,0.437233, 0.682050
us_000485652,0.437233, 0.690099
us_000510046,0.437233, 0.709619
us_000528855,0.437233, 1.017101
us_000549517,0.437233, 1.238972
pr_001146032,0.297924, 0.000003
pr_002122183,0.297924, 0.000004
pr_001778440,0.297924, 0.000004
pr_000969735,0.297924, 0.000009
pr_001043185,0.297924, 0.000009
pr_000922085,0.297924, 0.000009
pr_001014629,0.297924, 0.000009
pr_001043956,0.297924, 0.000009
pr_001063288,0.297924, 0.000009
pr_001001139,0.297924, 0.000009
pr_001013494,0.297924, 0.000009
pr_001014167,0.297924, 0.000009
pr_001007889,0.297924, 0.000009
pr_001015226,0.297924, 0.000009
pr_001016027,0.297924, 0.000009
pr_000974616,0.297924, 0.000009
pr_001041280,0.297924, 0.000009
pr_000721199,0.297924, 0.000009
pr_000871919,0.297924, 0.000009
pr_001065102,0.297924, 0.000009
pr_000894294,0.297924, 0.000011
pr_000570779,0.297924, 0.000078
pr_000948155,0.297924, 0.000154
pr_000859080,0.297924, 0.000275
pr_000554947,0.297924, 0.000511
pr_000620923,0.297924, 0.000559
pr_000373389,0.297924, 0.000670
us_000548690,0.297924, 0.001032
us_000548143,0.297924, 0.129038
us_000465024,0.297924, 0.138809
us_000518410,0.297924, 0.140294
us_000479076,0.297924, 0.148768
us_000539838,0.297924, 0.148768
us_000020405,0.297924, 0.151948
us_000565775,0.297924, 0.152892
pr_001087700,0.297924, 0.161744
us_000546275,0.297924, 0.169653
us_000546304,0.297924, 0.218117
us_000484894,0.297924, 0.476196
pr_000873860,0.202497, 0.000003
pr_001042729,0.202497, 0.000003
pr_000853093,0.202497, 0.000003
pr_001042011,0.202497, 0.000003
us_000532523,0.202497, 0.000027
pr_000627822,0.202497, 0.000040
pr_000819698,0.202497, 0.000073
us_000460722,0.202497, 0.003110
us_000562965,0.202497, 0.004050
us_000478482,0.202497, 0.004596
us_000520033,0.202497, 0.015598
us_000566881,0.202497, 0.025862
us_000493252,0.202497, 0.043115
us_000513416,0.202497, 0.050441
us_000532521,0.202497, 0.053356
us_000464700,0.202497, 0.081587
us_000202554,0.202497, 0.084032
us_000481294,0.202497, 0.085157
us_000261175,0.202497, 0.085722
us_000611710,0.202497, 0.086815
pr_001130995,0.202497, 0.087176
us_000520613,0.202497, 0.089539
us_000548153,0.202497, 0.092632
us_000461783,0.202497, 0.092777
us_000615585,0.202497, 0.093331
pr_000714296,0.202497, 0.093495
us_000502373,0.202497, 0.093975
us_000541078,0.202497, 0.095296
us_000474963,0.202497, 0.096008
us_000223851,0.202497, 0.096112
us_000529812,0.202497, 0.096262
us_000527296,0.202497, 0.096716
us_000465416,0.202497, 0.097403
pr_001089250,0.202497, 0.097667
pr_000879667,0.202497, 0.097710
us_000464928,0.202497, 0.098400
us_000493732,0.202497, 0.098781
us_000464673,0.202497, 0.098928
us_000463317,0.202497, 0.100184
us_000422395,0.202497, 0.100354
us_000493330,0.202497, 0.100474
us_000482992,0.202497, 0.101480
us_000486839,0.202497, 0.101811
us_000464788,0.202497, 0.101895
us_000462956,0.202497, 0.101998
us_000056073,0.202497, 0.102037
us_000463799,0.202497, 0.102044
us_000533431,0.202497, 0.102992
us_000533892,0.202497, 0.102992
us_000518896,0.202497, 0.103024
us_000461471,0.202497, 0.103574
us_000469809,0.202497, 0.103629
us_000464703,0.202497, 0.104576
us_000469858,0.202497, 0.104576
us_000468785,0.202497, 0.104748
us_000501142,0.202497, 0.104748
us_000468781,0.202497, 0.104748
us_000235142,0.202497, 0.105142
us_000477576,0.202497, 0.106553
us_000580719,0.202497, 0.106553
us_000555598,0.202497, 0.106553
us_000478252,0.202497, 0.106553
us_000306965,0.202497, 0.107484
pr_001087732,0.202497, 0.108319
us_000493949,0.202497, 0.108407
us_000572066,0.202497, 0.108407
us_000500388,0.202497, 0.108407
us_000429485,0.202497, 0.108407
us_000572067,0.202497, 0.108407
pr_001010356,0.202497, 0.109227
us_000464979,0.202497, 0.110311
us_000578067,0.202497, 0.110311
us_000546337,0.202497, 0.110311
us_000467162,0.202497, 0.110311
us_000607356,0.202497, 0.110311
us_000478557,0.202497, 0.110311
us_000578030,0.202497, 0.110311
us_000493248,0.202497, 0.110311
us_000479164,0.202497, 0.110311
us_000579063,0.202497, 0.110311
us_000467163,0.202497, 0.110311
us_000532578,0.202497, 0.110311
us_000528790,0.202497, 0.110311
us_000532528,0.202497, 0.110311
us_000484381,0.202497, 0.110311
us_000465448,0.202497, 0.110311
us_000465417,0.202497, 0.110311
us_000530109,0.202497, 0.110311
us_000537677,0.202497, 0.110311
us_000533778,0.202497, 0.110311
us_000593540,0.202497, 0.110659
us_000471985,0.202497, 0.110893
us_000518153,0.202497, 0.110979
us_000491782,0.202497, 0.112260
pr_001089342,0.202497, 0.112265
us_000483563,0.202497, 0.112265
us_000493636,0.202497, 0.112265
us_000466701,0.202497, 0.112265
us_000484131,0.202497, 0.112265
us_000468996,0.202497, 0.112265
us_000549230,0.202497, 0.112265
us_000529756,0.202497, 0.112265
us_000521887,0.202497, 0.112265
us_000460846,0.202497, 0.112265
us_000534175,0.202497, 0.112265
us_000548712,0.202497, 0.112265
us_000504753,0.202497, 0.112265
us_000562016,0.202497, 0.112265
us_000493202,0.202497, 0.112265
us_000530497,0.202497, 0.112265
us_000603628,0.202497, 0.112265
us_000553892,0.202497, 0.112265
us_000500928,0.202497, 0.112265
us_000467980,0.202497, 0.112265
us_000610341,0.202497, 0.112265
us_000481427,0.202497, 0.112265
us_000510855,0.202497, 0.112265
us_000478899,0.202497, 0.112265
us_000581004,0.202497, 0.112265
us_000533908,0.202497, 0.112265
us_000584493,0.202497, 0.112265
us_000571682,0.202497, 0.112265
us_000478885,0.202497, 0.112265
us_000493913,0.202497, 0.112265
us_000358892,0.202497, 0.112265
us_000500554,0.202497, 0.112265
us_000464682,0.202497, 0.112265
us_000500563,0.202497, 0.112265
us_000554007,0.202497, 0.112889
us_000460994,0.202497, 0.113044
us_000522065,0.202497, 0.114050
us_000540894,0.202497, 0.114050
us_000526954,0.202497, 0.114261
us_000587009,0.202497, 0.114268
us_000493009,0.202497, 0.114268
us_000583836,0.202497, 0.114268
us_000466952,0.202497, 0.114268
us_000504896,0.202497, 0.114268
us_000538202,0.202497, 0.114268
us_000500764,0.202497, 0.114268
us_000534069,0.202497, 0.114268
us_000563497,0.202497, 0.114268
us_000534561,0.202497, 0.114268
us_000481371,0.202497, 0.114268
us_000598051,0.202497, 0.114268
us_000483430,0.202497, 0.114268
us_000565908,0.202497, 0.114268
us_000603121,0.202497, 0.114268
us_000049743,0.202497, 0.114268
us_000529617,0.202497, 0.114268
us_000479575,0.202497, 0.114268
us_000468762,0.202497, 0.114268
us_000539837,0.202497, 0.114268
us_000603382,0.202497, 0.114268
us_000598048,0.202497, 0.114268
us_000552951,0.202497, 0.114268
us_000549601,0.202497, 0.114268
us_000603400,0.202497, 0.114268
us_000464497,0.202497, 0.114268
us_000469588,0.202497, 0.114268
us_000528076,0.202497, 0.114268
us_000585462,0.202497, 0.114268
us_000571238,0.202497, 0.114268
us_000534715,0.202497, 0.114268
us_000585796,0.202497, 0.114268
us_000464875,0.202497, 0.114268
us_000553169,0.202497, 0.114268
us_000609721,0.202497, 0.114268
us_000569893,0.202497, 0.114268
us_000495295,0.202497, 0.114268
us_000479679,0.202497, 0.114268
us_000494807,0.202497, 0.114268
us_000547613,0.202497, 0.114268
us_000602345,0.202497, 0.114268
us_000589599,0.202497, 0.114268
us_000477851,0.202497, 0.114268
us_000463313,0.202497, 0.114268
us_000552115,0.202497, 0.114268
us_000563493,0.202497, 0.114268
pr_001089356,0.202497, 0.114268
us_000520336,0.202497, 0.114268
us_000598049,0.202497, 0.114268
us_000597625,0.202497, 0.114268
us_000493057,0.202497, 0.114268
us_000493194,0.202497, 0.114268
us_000534527,0.202497, 0.114268
us_000336622,0.202497, 0.114268
us_000495030,0.202497, 0.114268
us_000481385,0.202497, 0.114268
us_000583178,0.202497, 0.114268
us_000548182,0.202497, 0.114268
us_000532425,0.202497, 0.114268
us_000546411,0.202497, 0.114268
us_000460904,0.202497, 0.114268
us_000239675,0.202497, 0.114268
us_000552131,0.202497, 0.114268
us_000582751,0.202497, 0.114268
us_000458472,0.202497, 0.114268
us_000502491,0.202497, 0.114268
us_000593761,0.202497, 0.114615
us_000530714,0.202497, 0.114758
us_000600617,0.202497, 0.114885
us_000460889,0.202497, 0.115228
us_000607251,0.202497, 0.115321
us_000560637,0.202497, 0.115376
us_000589691,0.202497, 0.115430
us_000539659,0.202497, 0.115958
us_000557957,0.202497, 0.116053
us_000580097,0.202497, 0.116088
us_000546087,0.202497, 0.116946
us_000611874,0.202497, 0.117311
us_000223241,0.202497, 0.117437
us_000479163,0.202497, 0.117547
us_000564452,0.202497, 0.118039
us_000546425,0.202497, 0.118498
us_000471046,0.202497, 0.119709
us_000559195,0.202497, 0.120267
us_000566060,0.202497, 0.120335
us_000520756,0.202497, 0.120840
us_000550005,0.202497, 0.120850
us_000593971,0.202497, 0.122019
us_000583837,0.202497, 0.123887
us_000484152,0.202497, 0.124500
us_000599653,0.202497, 0.124662
us_000558381,0.202497, 0.124991
us_000559216,0.202497, 0.125803
us_000459010,0.202497, 0.127129
us_000504697,0.202497, 0.132413
us_000479683,0.202497, 0.135690
us_000205033,0.202497, 0.136641
us_000464078,0.202497, 0.138340
pr_001633159,0.202497, 0.143262
us_000586728,0.202497, 0.145841
us_000469007,0.202497, 0.147699
us_000603651,0.202497, 0.151593
us_000463966,0.202497, 0.153274
us_000477308,0.202497, 0.167488
pr_001636380,0.202497, 0.171386
us_000493352,0.202497, 0.174483
us_000458615,0.202497, 0.176902
us_000549667,0.202497, 0.177950
us_000491219,0.202497, 0.187805
us_000611878,0.202497, 0.189936
us_000613162,0.202497, 0.191199
us_000485105,0.202497, 0.198660
us_000267683,0.202497, 0.199828
us_000499843,0.202497, 0.215187
us_000528784,0.202497, 0.217390
us_000309406,0.202497, 0.243231
us_000347733,0.202497, 0.254468
us_000588303,0.202497, 0.257778
us_000608533,0.202497, 0.262399
us_000608121,0.202497, 0.281184
us_000508587,0.202497, 0.290449
us_000487168,0.202497, 0.315668
us_000464614,0.202497, 0.332567
us_000495665,0.202497, 0.366657
us_000475016,0.202497, 0.385619
us_000522797,0.202497, 0.423897
us_000616304,0.202497, 0.435272
us_000528156,0.202497, 0.455659
us_000464199,0.202497, 1.013215
us_000461879,0.152002, 0.000000
us_000468701,0.152002, 0.000000
us_000462806,0.152002, 0.000000
us_000461714,0.152002, 0.000000
us_000477354,0.152002, 0.000000
us_000596416,0.152002, 0.000000
us_000462997,0.152002, 0.000000
us_000599592,0.152002, 0.000000
us_000611848,0.152002, 0.000000
us_000582708,0.152002, 0.000000
us_000593954,0.152002, 0.000000
us_000598807,0.152002, 0.000001
us_000604558,0.152002, 0.000001
us_000612592,0.152002, 0.000001
us_000600601,0.152002, 0.000001
us_000616704,0.152002, 0.000001
us_000567050,0.152002, 0.000001
us_000614277,0.152002, 0.000001
us_000582390,0.152002, 0.000001
us_000501852,0.152002, 0.001568
us_000001146,0.152002, 0.011433
us_000464215,0.152002, 0.083262
us_000498688,0.152002, 0.086768
us_000352952,0.152002, 0.097136
us_000479266,0.152002, 0.097390
us_000556575,0.152002, 0.099556
us_000227260,0.152002, 0.103357
us_000459072,0.152002, 0.110785
us_000486612,0.152002, 0.111246
us_000500873,0.152002, 0.113732
us_000501205,0.152002, 0.115974
us_000606885,0.152002, 0.116737
us_000558073,0.152002, 0.117008
us_000492951,0.152002, 0.117508
us_000602342,0.152002, 0.118526
us_000602167,0.152002, 0.118526
us_000546404,0.152002, 0.118526
us_000603467,0.152002, 0.119044
us_000502584,0.152002, 0.119297
us_000460730,0.152002, 0.120862
us_000616144,0.152002, 0.123955
us_000562028,0.152002, 0.124796
us_000599799,0.152002, 0.124796
us_000500700,0.152002, 0.124796
us_000466716,0.152002, 0.125744
us_000495876,0.152002, 0.125744
us_000550180,0.152002, 0.126584
us_000487399,0.152002, 0.127433
us_000386017,0.152002, 0.127433
us_000232903,0.152002, 0.127433
us_000457180,0.152002, 0.156449
us_000459456,0.152002, 0.195438
us_000349828,0.152002, 0.234182
us_000468804,0.101660, 0.000005
us_000565672,0.101660, 0.000005
us_000507144,0.101660, 0.000039
us_000460690,0.101660, 0.000051
us_000553141,0.101660, 0.000051
us_000549659,0.101660, 0.000051
us_000488117,0.101660, 0.000145
us_000580178,0.101660, 0.000146
us_000493216,0.101660, 0.000146
us_000493008,0.101660, 0.008330
us_000468468,0.101660, 0.608848
us_000460338,0.101660, 0.628627
us_000464830,0.101660, 0.668720
us_000481528,0.101660, 0.679727
us_000464341,0.101660, 0.683474
us_000469127,0.101660, 0.745144
us_000317029,0.101660, 0.746590
us_000538097,0.101660, 0.803368
us_000501070,0.101660, 0.804404
us_000468518,0.101660, 0.823263
us_000539633,0.101660, 0.841846
us_000546974,0.101660, 0.861728
us_000464689,0.101660, 0.863248
us_000501065,0.101660, 0.868996
us_000531030,0.101660, 0.889964
us_000592928,0.101660, 0.893396
us_000525646,0.101660, 0.896110
us_000501416,0.101660, 0.900797
us_000516891,0.101660, 0.920062
us_000461651,0.101660, 0.950499
us_000517286,0.101660, 1.057276
us_000561899,0.101660, 1.113897
