Product ID : 1025 # of JPs covered : 1 : 138 : Tax Law, 
us_000526507,0.112549, 0.285732
us_000543810,0.112549, 0.285732
us_000568572,0.112549, 0.285732
us_000541819,0.112549, 0.285732
us_000543885,0.112549, 0.285732
us_000540215,0.112549, 0.285732
us_000546390,0.112549, 0.285732
us_000544471,0.112549, 0.285732
us_000543735,0.112549, 0.285732
us_000568346,0.112549, 0.285733
us_000225518,0.112549, 0.286961
us_000490374,0.112549, 0.291240
us_000542242,0.112549, 0.291727
us_000500410,0.112549, 0.293963
us_000583037,0.112549, 0.296815
us_000565246,0.112549, 0.297312
us_000565026,0.112549, 0.298041
us_000489024,0.112549, 0.301863
us_000553266,0.112549, 0.302311
us_000499440,0.112549, 0.304189
us_000571145,0.112549, 0.305456
us_000526048,0.112549, 0.309404
us_000567641,0.112549, 0.311586
us_000517645,0.112549, 0.312816
us_000514823,0.112549, 0.313821
us_000494564,0.112549, 0.321343
us_000508553,0.112549, 0.336486
us_000528917,0.112549, 0.337555
us_000529185,0.112549, 0.341889
us_000496532,0.112549, 0.356128
us_000572421,0.112549, 0.357168
us_000547397,0.112549, 0.387604
us_000528002,0.112549, 0.392848
us_000543907,0.112549, 0.394601
us_000539049,0.112549, 0.457938
us_000509995,0.112549, 0.461679
us_000529019,0.112549, 0.616261
us_000492895,0.112549, 0.669958
us_000532165,0.089972, 0.579936
us_000498827,0.089972, 0.698203
us_000533919,0.089972, 0.698203
us_000490461,0.089972, 0.723323
us_000498863,0.089972, 0.797638
us_000537246,0.089972, 0.836302
us_000499741,0.089972, 0.855401
us_000533535,0.089972, 0.855401
us_000499739,0.089972, 0.855401
us_000550137,0.089972, 0.855401
us_000548928,0.089972, 0.855401
us_000533536,0.089972, 0.855401
us_000533891,0.089972, 0.855401
us_000521687,0.089972, 0.855401
us_000521679,0.089972, 0.855401
us_000549933,0.089972, 0.855401
us_000500233,0.089972, 0.858531
us_000474052,0.089972, 0.866074
us_000471256,0.089972, 0.867611
us_000532643,0.089972, 0.873103
us_000521641,0.089972, 0.874908
us_000609834,0.089972, 0.874908
us_000522103,0.089972, 0.874908
us_000538224,0.089972, 0.874908
us_000533523,0.089972, 0.874908
us_000533327,0.089972, 0.874908
us_000507494,0.089972, 0.874908
us_000521105,0.089972, 0.874908
us_000509089,0.089972, 0.874908
us_000497641,0.089972, 0.874908
us_000550277,0.089972, 0.874908
us_000521005,0.089972, 0.874908
us_000507725,0.089972, 0.874908
us_000532305,0.089972, 0.874908
us_000524194,0.089972, 0.874908
us_000533475,0.089972, 0.874908
us_000507694,0.089972, 0.874908
us_000538221,0.089972, 0.874908
us_000532264,0.089972, 0.874908
us_000505574,0.089972, 0.875544
us_000498988,0.089972, 0.877845
us_000482905,0.089972, 0.878953
us_000532293,0.089972, 0.884384
us_000532307,0.089972, 0.892610
us_000531423,0.089972, 0.893723
us_000532915,0.089972, 0.898194
us_000585394,0.089972, 0.904682
us_000504991,0.089972, 0.907303
us_000551621,0.089972, 0.907401
us_000458618,0.089972, 0.911425
us_000469253,0.087848, 0.000000
us_000469417,0.087848, 0.000000
us_000463207,0.087848, 0.000000
us_000460230,0.087848, 0.000000
us_000486727,0.087848, 0.000000
us_000527850,0.087848, 0.000000
us_000556176,0.087848, 0.000000
us_000519114,0.087848, 0.000000
us_000571045,0.087848, 0.000000
us_000576753,0.087848, 0.000010
us_000486115,0.087848, 0.000015
us_000587289,0.087848, 0.000045
pr_002168195,0.087848, 0.000074
pr_000592798,0.087848, 0.000081
pr_000976732,0.087848, 0.000083
us_000523334,0.087848, 0.000134
us_000554349,0.087848, 0.000155
us_000578887,0.087848, 0.000163
us_000565551,0.087848, 0.000165
us_000584526,0.087848, 0.000173
us_000595034,0.087848, 0.000174
us_000520896,0.087848, 0.000178
us_000574202,0.087848, 0.000260
us_000595848,0.087848, 0.000283
us_000555094,0.087848, 0.000300
us_000520959,0.087848, 0.000346
us_000555669,0.087848, 0.000365
us_000540856,0.087848, 0.000399
us_000492328,0.087848, 0.000664
us_000502501,0.087848, 0.000800
us_000512167,0.087848, 0.000960
us_000477553,0.087848, 0.001249
us_000545779,0.087848, 0.001280
us_000478822,0.087848, 0.001280
us_000606968,0.087848, 0.003860
us_000524794,0.087848, 0.006247
us_000527602,0.087848, 0.006631
us_000538632,0.087848, 0.007369
us_000488028,0.087848, 0.008919
us_000536580,0.087848, 0.009077
us_000509074,0.087848, 0.011011
us_000459070,0.087848, 0.014393
us_000471216,0.078573, 0.000000
us_000538177,0.078573, 0.000000
us_000531096,0.078573, 0.000000
us_000600067,0.078573, 0.000000
us_000504125,0.078573, 0.000004
us_000536718,0.078573, 0.000028
us_000564040,0.078573, 0.000051
us_000499937,0.078573, 0.000070
us_000598006,0.078573, 0.000250
us_000478537,0.078573, 0.000339
us_000511648,0.078573, 0.000339
us_000514577,0.078573, 0.000807
us_000477952,0.078573, 0.000807
us_000493213,0.078573, 0.000807
us_000493313,0.078573, 0.000807
us_000517233,0.078573, 0.000807
us_000593011,0.078573, 0.000969
us_000569684,0.078573, 0.001720
us_000503581,0.078573, 0.002184
us_000508235,0.078573, 0.002596
us_000464046,0.078573, 0.004952
us_000600234,0.078573, 0.005032
us_000558294,0.078573, 0.005672
us_000493645,0.078573, 0.007718
us_000490025,0.078573, 0.009868
us_000498228,0.078573, 0.085563
us_000502741,0.078573, 0.510842
us_000578963,0.078573, 0.561550
us_000477734,0.078573, 0.573470
us_000510859,0.078573, 0.587073
us_000578878,0.078573, 0.592736
us_000551636,0.078573, 0.598893
us_000515844,0.078573, 0.601735
us_000588865,0.078573, 0.602624
us_000472466,0.078573, 0.603660
us_000407197,0.078573, 0.603907
us_000537957,0.078573, 0.606830
us_000541411,0.078573, 0.606910
us_000513554,0.078573, 0.608641
us_000499994,0.078573, 0.610281
us_000315350,0.078573, 0.611135
us_000595567,0.078573, 0.615360
us_000593031,0.078573, 0.615621
us_000478345,0.078573, 0.617095
us_000477867,0.078573, 0.617821
us_000591311,0.078573, 0.618471
us_000551521,0.078573, 0.619466
us_000489668,0.078573, 0.620375
us_000476112,0.078573, 0.622060
us_000059861,0.078573, 0.622326
us_000549554,0.078573, 0.622726
us_000554746,0.078573, 0.624350
us_000485700,0.078573, 0.625980
us_000509187,0.078573, 0.626984
us_000491336,0.078573, 0.627370
us_000575128,0.078573, 0.627634
us_000521274,0.078573, 0.628261
us_000537274,0.078573, 0.629303
us_000468147,0.078573, 0.629523
us_000576414,0.078573, 0.629600
us_000489583,0.078573, 0.630203
us_000569073,0.078573, 0.632586
us_000473630,0.078573, 0.633803
us_000539436,0.078573, 0.633926
us_000266653,0.078573, 0.635115
us_000550295,0.078573, 0.635140
us_000476590,0.078573, 0.635343
us_000475973,0.078573, 0.636020
us_000196328,0.078573, 0.636584
us_000579804,0.078573, 0.637172
us_000560702,0.078573, 0.637322
us_000469819,0.078573, 0.637491
us_000445254,0.078573, 0.637950
us_000586777,0.078573, 0.639257
us_000127984,0.078573, 0.639489
us_000495634,0.078573, 0.639641
us_000565684,0.078573, 0.640031
us_000484522,0.078573, 0.640424
us_000587140,0.078573, 0.640459
us_000223698,0.078573, 0.640683
us_000498056,0.078573, 0.641580
us_000565765,0.078573, 0.642438
us_000482648,0.078573, 0.643447
us_000540905,0.078573, 0.644290
us_000511331,0.078573, 0.644386
us_000590208,0.078573, 0.644592
us_000577677,0.078573, 0.645209
us_000538852,0.078573, 0.645800
us_000559520,0.078573, 0.646845
us_000471619,0.078573, 0.647117
us_000515926,0.078573, 0.647602
us_000105206,0.078573, 0.648151
us_000596747,0.078573, 0.648268
us_000527506,0.078573, 0.649627
us_000589791,0.078573, 0.649902
us_000478102,0.078573, 0.650779
us_000524089,0.078573, 0.650870
us_000470186,0.078573, 0.650903
us_000390568,0.078573, 0.651977
us_000562711,0.078573, 0.651991
us_000429512,0.078573, 0.652684
us_000574731,0.078573, 0.653430
us_000478035,0.078573, 0.653670
us_000568358,0.078573, 0.653745
us_000492565,0.078573, 0.654429
us_000471995,0.078573, 0.654438
us_000480751,0.078573, 0.654576
us_000466350,0.078573, 0.655508
us_000526003,0.078573, 0.657134
us_000578115,0.078573, 0.657554
us_000528771,0.078573, 0.657922
us_000210566,0.078573, 0.658678
us_000514658,0.078573, 0.658753
us_000475194,0.078573, 0.658882
us_000566160,0.078573, 0.658928
us_000479368,0.078573, 0.658938
us_000522159,0.078573, 0.658946
us_000204000,0.078573, 0.659390
us_000479038,0.078573, 0.660152
us_000493703,0.078573, 0.660594
us_000578349,0.078573, 0.661793
us_000221238,0.078573, 0.661869
us_000596099,0.078573, 0.662054
us_000502822,0.078573, 0.662276
us_000498069,0.078573, 0.662361
us_000518171,0.078573, 0.662749
us_000564267,0.078573, 0.663842
us_000471832,0.078573, 0.664995
us_000070616,0.078573, 0.665063
us_000538864,0.078573, 0.665097
us_000594167,0.078573, 0.665413
us_000550272,0.078573, 0.665579
us_000488380,0.078573, 0.666425
us_000519363,0.078573, 0.666559
us_000491409,0.078573, 0.667351
us_000219724,0.078573, 0.667450
us_000509988,0.078573, 0.668694
us_000478958,0.078573, 0.669473
us_000480413,0.078573, 0.670105
us_000466963,0.078573, 0.670303
us_000493254,0.078573, 0.670559
us_000571061,0.078573, 0.671018
us_000310292,0.078573, 0.671160
us_000494176,0.078573, 0.671478
us_000475948,0.078573, 0.671676
us_000521110,0.078573, 0.671788
us_000490619,0.078573, 0.672378
us_000521086,0.078573, 0.672712
us_000571360,0.078573, 0.673522
us_000497446,0.078573, 0.673769
us_000482962,0.078573, 0.673975
us_000483956,0.078573, 0.674012
us_000141115,0.078573, 0.674350
us_000059226,0.078573, 0.674566
us_000563593,0.078573, 0.674787
us_000478538,0.078573, 0.675743
us_000465335,0.078573, 0.676628
us_000554715,0.078573, 0.677320
us_000511386,0.078573, 0.677503
us_000520186,0.078573, 0.677727
us_000484389,0.078573, 0.678162
us_000502463,0.078573, 0.678209
us_000575230,0.078573, 0.678407
us_000144088,0.078573, 0.678447
us_000512640,0.078573, 0.678655
us_000490443,0.078573, 0.678966
us_000128248,0.078573, 0.679242
us_000566285,0.078573, 0.679303
us_000569205,0.078573, 0.679389
us_000493259,0.078573, 0.679412
us_000479918,0.078573, 0.679985
us_000475126,0.078573, 0.680186
us_000509207,0.078573, 0.680217
us_000348515,0.078573, 0.680705
us_000464096,0.078573, 0.680878
us_000543278,0.078573, 0.680993
us_000482936,0.078573, 0.681543
us_000314463,0.078573, 0.681855
us_000517620,0.078573, 0.682613
us_000479458,0.078573, 0.682638
us_000574798,0.078573, 0.682777
us_000479173,0.078573, 0.683097
us_000488022,0.078573, 0.683479
us_000554356,0.078573, 0.683495
us_000587215,0.078573, 0.683612
us_000478333,0.078573, 0.684363
us_000554312,0.078573, 0.684371
us_000491975,0.078573, 0.684755
us_000508684,0.078573, 0.685165
us_000468191,0.078573, 0.685194
us_000502134,0.078573, 0.685203
us_000537947,0.078573, 0.686818
us_000518172,0.078573, 0.686976
us_000468452,0.078573, 0.687142
us_000476380,0.078573, 0.687479
us_000477494,0.078573, 0.687490
us_000513467,0.078573, 0.687490
us_000571613,0.078573, 0.687547
us_000515516,0.078573, 0.687995
us_000491518,0.078573, 0.687995
us_000497623,0.078573, 0.688375
us_000493479,0.078573, 0.688496
us_000515968,0.078573, 0.688501
us_000506728,0.078573, 0.689670
us_000588607,0.078573, 0.690056
us_000074967,0.078573, 0.690183
us_000460096,0.078573, 0.690512
us_000567368,0.078573, 0.690549
us_000554381,0.078573, 0.690770
us_000472383,0.078573, 0.690961
us_000479270,0.078573, 0.691093
us_000550783,0.078573, 0.691642
us_000517695,0.078573, 0.691663
us_000575867,0.078573, 0.691687
us_000477602,0.078573, 0.692169
us_000473609,0.078573, 0.692173
us_000573759,0.078573, 0.692327
us_000484772,0.078573, 0.692810
us_000521416,0.078573, 0.692877
us_000513565,0.078573, 0.692930
pr_000653699,0.078573, 0.693537
us_000495437,0.078573, 0.693614
us_000517990,0.078573, 0.693614
us_000477959,0.078573, 0.693614
us_000480693,0.078573, 0.693614
us_000513697,0.078573, 0.693614
us_000476402,0.078573, 0.693614
us_000495211,0.078573, 0.693614
us_000512501,0.078573, 0.693614
us_000510126,0.078573, 0.693614
us_000516171,0.078573, 0.693614
us_000513582,0.078573, 0.693614
us_000514046,0.078573, 0.693614
us_000510828,0.078573, 0.693614
us_000514635,0.078573, 0.693614
us_000514639,0.078573, 0.693614
us_000477902,0.078573, 0.693614
us_000488345,0.078573, 0.693614
us_000488404,0.078573, 0.693614
us_000510671,0.078573, 0.693614
us_000485639,0.078573, 0.693614
us_000564159,0.078573, 0.694463
us_000587304,0.078573, 0.695090
pr_000293524,0.078573, 0.697606
us_000513622,0.078573, 0.698579
us_000464227,0.078573, 0.698766
us_000463832,0.078573, 0.699797
us_000207701,0.078573, 0.700413
us_000578260,0.078573, 0.700841
us_000482951,0.078573, 0.704592
us_000591157,0.078573, 0.704771
pr_000654351,0.078573, 0.705382
us_000472521,0.078573, 0.705387
us_000376514,0.078573, 0.706466
us_000578576,0.078573, 0.707785
us_000387903,0.078573, 0.708187
us_000459774,0.078573, 0.709280
us_000537461,0.078573, 0.709454
us_000551750,0.078573, 0.709620
us_000485433,0.078573, 0.710392
us_000489192,0.078573, 0.710528
us_000425779,0.078573, 0.710617
us_000477791,0.078573, 0.712917
us_000549812,0.078573, 0.713738
us_000473129,0.078573, 0.715552
us_000494268,0.078573, 0.717106
us_000474556,0.078573, 0.718148
us_000497949,0.078573, 0.719296
us_000513870,0.078573, 0.721871
us_000482223,0.078573, 0.722361
us_000491062,0.078573, 0.722918
us_000474971,0.078573, 0.723163
us_000497573,0.078573, 0.724239
us_000476483,0.078573, 0.724647
us_000473081,0.078573, 0.724767
us_000460027,0.078573, 0.726191
us_000531212,0.078573, 0.726394
us_000473713,0.078573, 0.727077
us_000485365,0.078573, 0.727524
us_000545875,0.078573, 0.733812
us_000475959,0.078573, 0.734304
us_000463795,0.078573, 0.735304
us_000490466,0.078573, 0.736538
us_000264728,0.078573, 0.737659
us_000086355,0.078573, 0.738171
us_000479919,0.078573, 0.739570
us_000522869,0.078573, 0.740652
us_000484907,0.078573, 0.747682
us_000285881,0.078573, 0.747812
us_000536286,0.078573, 0.750780
us_000528317,0.078573, 0.752182
us_000482375,0.078573, 0.752242
us_000483615,0.078573, 0.754133
us_000490592,0.078573, 0.755142
us_000594052,0.078573, 0.755524
us_000576028,0.078573, 0.757291
us_000479822,0.078573, 0.761659
us_000469116,0.078573, 0.776259
us_000519742,0.078573, 0.777777
us_000336876,0.078573, 0.779229
us_000530977,0.078573, 0.780559
us_000541353,0.078573, 0.781395
us_000482638,0.078573, 0.785245
us_000476729,0.078573, 0.785964
us_000529692,0.078573, 0.793107
us_000341801,0.078573, 0.803327
us_000567359,0.078573, 0.803542
us_000412154,0.078573, 0.808011
us_000586839,0.078573, 0.809544
us_000497838,0.078573, 0.809623
us_000523342,0.078573, 0.818539
us_000485027,0.078573, 0.823084
us_000461043,0.078573, 0.837408
us_000491395,0.078573, 0.839467
us_000576599,0.078573, 0.842395
us_000477934,0.078573, 0.843612
us_000485818,0.078573, 0.844780
us_000588867,0.078573, 0.853947
us_000354556,0.078573, 0.859167
us_000325438,0.078573, 0.894289
us_000144581,0.078573, 0.898549
us_000508922,0.078573, 0.901786
us_000542113,0.078573, 0.924965
us_000572280,0.078573, 0.933445
us_000081094,0.078573, 0.944701
us_000490998,0.078573, 0.964173
us_000527720,0.078573, 0.970679
us_000385577,0.078573, 0.990677
us_000289442,0.078573, 1.014460
us_000496322,0.078573, 1.014979
us_000522343,0.078573, 1.077417
us_000480064,0.078573, 1.113334
us_000493662,0.078573, 1.146260
us_000586171,0.078573, 1.153783
us_000502726,0.078573, 1.168449
us_000461092,0.078573, 1.257027
us_000515715,0.078573, 1.401445
us_000510834,0.078573, 1.584742
us_000577235,0.078573, 1.584974
us_000529372,0.078573, 1.632668
us_000549629,0.078573, 1.645356
us_000564108,0.078573, 1.674955
us_000525598,0.078573, 1.724786
us_000509338,0.078573, 1.861125
us_000213128,0.078573, 1.903149
us_000515975,0.078573, 1.905642
us_000585266,0.078573, 1.932561
us_000469735,0.078573, 2.013956
us_000562301,0.078573, 2.074793
us_000528373,0.078573, 2.520094
us_000554548,0.075844, 0.000000
us_000512893,0.075844, 0.000000
us_000514144,0.075844, 0.000000
us_000569176,0.075844, 0.000000
us_000540248,0.075844, 0.000000
us_000556752,0.075844, 0.000000
us_000508752,0.075844, 0.000000
us_000541197,0.075844, 0.000000
us_000520191,0.075844, 0.000000
us_000547211,0.075844, 0.000000
us_000513104,0.075844, 0.000000
us_000548735,0.075844, 0.000000
us_000520571,0.075844, 0.000000
us_000513150,0.075844, 0.000000
us_000563527,0.075844, 0.000000
us_000565803,0.075844, 0.000000
us_000566392,0.075844, 0.000000
us_000594032,0.075844, 0.000000
us_000584807,0.075844, 0.000000
us_000472443,0.075844, 0.000000
us_000468096,0.075844, 0.000000
us_000538281,0.075844, 0.000000
us_000541285,0.075844, 0.000000
us_000531792,0.075844, 0.000000
us_000512765,0.075844, 0.000000
us_000513749,0.075844, 0.000000
us_000597981,0.075844, 0.000000
us_000586165,0.075844, 0.000000
us_000521149,0.075844, 0.000000
us_000575964,0.075844, 0.000000
us_000531826,0.075844, 0.000000
us_000588165,0.075844, 0.000000
pr_001146805,0.075844, 0.000000
pr_000910415,0.075844, 0.000000
pr_001155516,0.075844, 0.000000
us_000510892,0.075844, 0.000000
us_000542756,0.075844, 0.000000
us_000581299,0.075844, 0.000009
pr_001050845,0.075844, 0.000009
us_000583522,0.075844, 0.000011
us_000595472,0.075844, 0.000011
us_000569882,0.075844, 0.000014
us_000569805,0.075844, 0.000014
us_000509150,0.075844, 0.000014
us_000565590,0.075844, 0.000014
pr_001673484,0.075844, 0.000015
us_000547831,0.075844, 0.000031
us_000597560,0.075844, 0.000038
us_000598293,0.075844, 0.000041
pr_000941310,0.075844, 0.000043
pr_000958077,0.075844, 0.000076
pr_001800144,0.075844, 0.000093
us_000040060,0.075844, 0.000109
pr_000882501,0.075844, 0.000156
pr_000820095,0.075844, 0.000156
pr_000816738,0.075844, 0.000160
pr_001150673,0.075844, 0.000204
us_000608611,0.075844, 0.000241
us_000478689,0.075844, 0.000292
us_000587766,0.075844, 0.000296
us_000484245,0.075844, 0.000478
pr_002095206,0.075844, 0.000568
us_000538248,0.075844, 0.000646
us_000509763,0.075844, 0.000936
us_000574346,0.075844, 0.001978
us_000544973,0.075844, 0.002947
us_000616713,0.075844, 0.003863
us_000518302,0.075844, 0.003906
us_000501962,0.075844, 0.003943
us_000542153,0.075844, 0.004854
us_000488166,0.075844, 0.010519
us_000510710,0.075844, 0.015015
us_000514395,0.075844, 0.016266
us_000585792,0.075844, 0.027209
us_000568275,0.075844, 0.032085
us_000480771,0.075844, 0.037798
us_000579485,0.075844, 0.050068
us_000097887,0.075844, 0.055109
us_000545568,0.075844, 0.179087
us_000475597,0.075844, 3.276980
us_000474913,0.075844, 3.679645
us_000485572,0.075844, 3.749323
us_000474853,0.075844, 3.953918
pr_000126181,0.071150, 0.000000
pr_001897446,0.071150, 0.000000
pr_001814224,0.071150, 0.000000
us_000492258,0.071150, 0.000000
us_000517469,0.071150, 0.000000
us_000540698,0.071150, 0.000000
us_000534258,0.071150, 0.000000
pr_001015782,0.071150, 0.000007
pr_000586966,0.071150, 0.000008
us_000535800,0.071150, 0.000009
us_000502683,0.071150, 0.000009
pr_000092802,0.071150, 0.000015
pr_000940761,0.071150, 0.000019
pr_002194887,0.071150, 0.000084
us_000616796,0.071150, 0.000123
pr_002000658,0.071150, 0.000156
us_000500634,0.071150, 0.000731
us_000522820,0.071150, 0.001117
us_000570218,0.071150, 0.003637
us_000474631,0.071150, 0.005417
us_000488246,0.071150, 0.006335
us_000478609,0.071150, 0.008827
us_000518504,0.071150, 0.010181
us_000585626,0.071150, 0.042574
us_000481008,0.071150, 0.059249
us_000503723,0.071150, 3.209715
us_000503569,0.071150, 3.334985
us_000513935,0.071150, 3.351085
us_000475720,0.071150, 3.354909
us_000514647,0.071150, 3.386618
us_000510238,0.071150, 3.396344
us_000483894,0.071150, 3.413551
us_000478547,0.071150, 3.419238
us_000503612,0.071150, 3.420614
us_000503722,0.071150, 3.463832
us_000460216,0.071150, 3.485619
us_000169563,0.071150, 3.486275
us_000491930,0.071150, 3.486275
us_000510776,0.071150, 3.486549
us_000492372,0.071150, 3.486549
us_000483945,0.071150, 3.490046
us_000491939,0.071150, 3.494789
us_000496605,0.071150, 3.497142
us_000497014,0.071150, 3.497142
us_000511716,0.071150, 3.497142
us_000503743,0.071150, 3.504153
us_000510172,0.071150, 3.515334
us_000141268,0.071150, 4.588162
us_000460208,0.071150, 5.905212
us_000458984,0.068788, 0.000000
us_000459949,0.068788, 0.000000
us_000459333,0.068788, 0.000000
us_000459029,0.068788, 0.000000
us_000470887,0.068788, 0.000000
us_000465939,0.068788, 0.000000
us_000461884,0.068788, 0.000000
us_000463011,0.068788, 0.000000
us_000407903,0.068788, 0.000000
us_000193016,0.068788, 0.000000
us_000467438,0.068788, 0.000000
us_000462098,0.068788, 0.000000
us_000459476,0.068788, 0.000000
us_000462590,0.068788, 0.000000
us_000462444,0.068788, 0.000000
us_000468667,0.068788, 0.000000
us_000525687,0.068788, 0.000000
us_000460097,0.068788, 0.000000
us_000462588,0.068788, 0.000000
us_000392417,0.068788, 0.000000
us_000527361,0.068788, 0.000000
us_000220639,0.068788, 0.000000
us_000459728,0.068788, 0.000000
us_000501279,0.068788, 0.000000
us_000556860,0.068788, 0.000000
pr_001803634,0.068788, 0.000001
us_000487504,0.068788, 0.000001
us_000496404,0.068788, 0.000001
us_000518077,0.068788, 0.000002
us_000557256,0.068788, 0.000002
pr_000187787,0.068788, 0.000004
us_000598430,0.068788, 0.000009
us_000463400,0.068788, 0.000009
pr_002118986,0.068788, 0.000011
pr_001871854,0.068788, 0.000011
pr_001808439,0.068788, 0.000011
pr_001799140,0.068788, 0.000011
pr_002043600,0.068788, 0.000017
pr_001883226,0.068788, 0.000017
pr_001889585,0.068788, 0.000017
pr_001806626,0.068788, 0.000017
us_000475808,0.068788, 0.000021
us_000598114,0.068788, 0.000021
us_000616267,0.068788, 0.000026
pr_002158641,0.068788, 0.000027
pr_001782718,0.068788, 0.000031
pr_001942354,0.068788, 0.000031
pr_001887730,0.068788, 0.000033
pr_001854363,0.068788, 0.000033
pr_001940815,0.068788, 0.000033
pr_001792413,0.068788, 0.000033
pr_001958915,0.068788, 0.000033
us_000460443,0.068788, 0.000035
pr_001999352,0.068788, 0.000039
pr_002037567,0.068788, 0.000039
pr_001777992,0.068788, 0.000045
us_000517577,0.068788, 0.000046
pr_001156877,0.068788, 0.000052
pr_001785417,0.068788, 0.000052
pr_001883338,0.068788, 0.000054
pr_001853247,0.068788, 0.000054
pr_000159965,0.068788, 0.000054
pr_001774637,0.068788, 0.000058
pr_001784739,0.068788, 0.000061
pr_001884108,0.068788, 0.000065
us_000365525,0.068788, 0.000070
pr_001783442,0.068788, 0.000148
us_000595886,0.068788, 0.000181
us_000546374,0.068788, 0.000646
us_000551042,0.068788, 0.000810
us_000616742,0.068788, 0.002481
us_000512323,0.068788, 0.003279
us_000465203,0.068788, 0.003388
us_000611906,0.068788, 0.003797
us_000542050,0.068788, 0.004381
us_000485184,0.068788, 0.010068
us_000485662,0.068788, 0.017865
us_000601982,0.068788, 0.021364
us_000371737,0.068788, 0.026229
us_000506593,0.068788, 0.027273
us_000583640,0.068788, 0.036902
us_000462127,0.068788, 0.038474
us_000592400,0.068788, 0.085673
us_000512416,0.068788, 0.144121
us_000458185,0.068788, 0.178509
pr_000815375,0.063335, 0.000000
us_000222681,0.063335, 0.000001
us_000464555,0.063335, 0.000001
us_000459719,0.063335, 0.000001
us_000476950,0.063335, 0.000001
us_000550551,0.063335, 0.000001
us_000503609,0.063335, 0.000001
us_000118389,0.063335, 0.000001
us_000458996,0.063335, 0.000001
us_000483211,0.063335, 0.000001
us_000458557,0.063335, 0.000001
us_000564950,0.063335, 0.000001
us_000127683,0.063335, 0.000001
us_000485510,0.063335, 0.000001
us_000477716,0.063335, 0.000001
us_000498262,0.063335, 0.000001
us_000459865,0.063335, 0.000001
us_000472371,0.063335, 0.000001
us_000458766,0.063335, 0.000001
us_000478674,0.063335, 0.000001
us_000474761,0.063335, 0.000001
us_000488997,0.063335, 0.000001
us_000458685,0.063335, 0.000001
us_000474263,0.063335, 0.000001
us_000051293,0.063335, 0.000001
us_000493164,0.063335, 0.000001
us_000500533,0.063335, 0.000001
us_000259105,0.063335, 0.000001
us_000563890,0.063335, 0.000001
us_000506662,0.063335, 0.000001
us_000506035,0.063335, 0.000002
pr_000762444,0.063335, 0.000003
pr_000765291,0.063335, 0.000006
us_000555788,0.063335, 0.000014
us_000481970,0.063335, 0.000014
us_000492365,0.063335, 0.000014
us_000564083,0.063335, 0.000014
us_000533126,0.063335, 0.000015
us_000613819,0.063335, 0.000027
us_000452165,0.063335, 0.000030
pr_001875570,0.063335, 0.000037
us_000550195,0.063335, 0.000038
us_000591898,0.063335, 0.000060
pr_000290742,0.063335, 0.000121
us_000480138,0.063335, 0.000397
pr_002081041,0.063335, 0.000433
us_000562944,0.063335, 0.001115
us_000471675,0.063335, 0.001117
us_000493938,0.063335, 0.001642
us_000230803,0.063335, 0.002455
us_000481214,0.063335, 0.002467
us_000589824,0.063335, 0.003105
us_000590075,0.063335, 0.006217
us_000591738,0.063335, 0.008062
us_000528381,0.063335, 0.008178
us_000564004,0.063335, 0.011864
us_000581121,0.063335, 0.016336
us_000518874,0.063335, 0.017066
us_000529065,0.063335, 0.017811
us_000529401,0.063335, 0.019960
us_000563683,0.063335, 0.022533
us_000530869,0.063335, 0.031560
us_000512515,0.063335, 0.076988
us_000504308,0.063335, 0.096200
us_000458943,0.063335, 8.278928
pr_001075217,0.061165, 0.000000
pr_000729165,0.061165, 0.000000
pr_000716690,0.061165, 0.000000
pr_000373780,0.061165, 0.000002
pr_000385182,0.061165, 0.000006
pr_000559452,0.061165, 0.000013
pr_000652159,0.061165, 0.000023
us_000534644,0.061165, 0.000191
us_000515209,0.061165, 0.000191
pr_001001769,0.061165, 0.000256
us_000597759,0.061165, 0.000367
us_000577046,0.061165, 0.005632
us_000563481,0.061165, 0.589095
us_000546042,0.061165, 0.664627
us_000563560,0.061165, 0.678888
us_000557068,0.061165, 0.688248
us_000571665,0.061165, 0.689036
us_000564817,0.061165, 0.851616
us_000371238,0.061165, 0.852250
us_000564819,0.061165, 0.862381
us_000573476,0.061165, 0.863783
us_000586782,0.061165, 0.865499
us_000574967,0.061165, 0.868862
us_000597322,0.061165, 0.870457
us_000557607,0.061165, 0.873243
us_000594346,0.061165, 0.876508
us_000594922,0.061165, 0.877423
us_000594483,0.061165, 0.890074
us_000506162,0.061165, 0.890524
us_000594391,0.061165, 0.890705
us_000594307,0.061165, 0.896092
us_000575187,0.061165, 0.901404
us_000597315,0.061165, 0.909092
us_000489417,0.061165, 0.921116
us_000574959,0.061165, 0.924363
us_000580722,0.061165, 0.936007
us_000564867,0.061165, 0.940102
us_000587337,0.061165, 0.950962
us_000587000,0.061165, 0.960663
us_000543168,0.061165, 0.965807
us_000571984,0.061165, 0.966477
us_000542917,0.061165, 0.967069
us_000524449,0.061165, 0.970625
us_000498951,0.061165, 0.974280
us_000581924,0.061165, 0.975291
us_000504231,0.061165, 0.980260
us_000581874,0.061165, 0.981097
us_000523378,0.061165, 0.981146
us_000556657,0.061165, 0.984036
us_000549681,0.061165, 0.987306
us_000533493,0.061165, 0.994723
us_000482785,0.061165, 0.994723
us_000556560,0.061165, 0.995180
us_000557102,0.061165, 1.004933
us_000497245,0.061165, 1.005223
