Product ID : 2060 JPs covered : 362 : LoanDoc-TermsTrends, 
us_000608033,0.123990, 0.018284
us_000600572,0.123990, 0.019531
us_000611342,0.123990, 0.021463
us_000579339,0.123990, 0.022160
us_000579160,0.123990, 0.023122
us_000431116,0.123990, 0.023269
us_000513760,0.123990, 0.024508
us_000571944,0.123990, 0.026295
us_000596144,0.123990, 0.029004
us_000586453,0.123990, 0.036268
us_000550150,0.123990, 0.045015
us_000472455,0.123990, 0.050919
us_000485280,0.123990, 0.051443
us_000594684,0.123990, 0.054916
us_000495479,0.123990, 0.058360
us_000583838,0.123990, 0.077368
us_000591785,0.123990, 0.086663
us_000494786,0.123990, 0.087406
us_000572942,0.123990, 0.226541
us_000468511,0.123990, 0.383742
us_000494246,0.123990, 0.554778
us_000537448,0.123990, 0.791288
us_000590988,0.123990, 1.357762
us_000494442,0.123990, 4.482062
us_000578981,0.123990, 4.484226
us_000494291,0.123990, 4.742535
us_000592722,0.123990, 7.913875
